Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude,Street,Ward,District,distance_to_beach,distance_to_center,distance_to_airport,log_prices,log_area,log_floors,log_width,log_length,log_distance_to_beach,log_distance_to_center
6.4,100.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,16.0119397,108.2184628, Huỳnh Ngọc Đủ,Hòa Xuân,cẩm lệ,6.6348607159791335,5.33153100743561,5.287912723977125,1.8562979903656263,4.605170185988092,1.0986122886681098,1.6094379124341003,2.995732273553991,1.892337675247195,1.6736384403525753
3.6,15.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,8.8,17.3,1,15.9834181,108.2134712, Cổ Mân Mai 5,Hòa Xuân,cẩm lệ,9.725329112592345,8.439756909037625,8.248027912736225,1.2809338454620642,2.70805020110221,0.0,2.174751721484161,2.8507065015037334,2.274733730843695,2.1329535059463463
32.5,11.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,2.4444444444444446,5,16.0598366,108.2109052, Nguyễn Văn Linh,Thạc Gián,thanh khê,3.9605683501065694,0.0810399680563891,0.9281028169724692,3.481240089335692,2.3978952727983707,1.6094379124341003,1.5040773967762742,0.8938178760220965,1.3763875377221682,-2.512812813212701
3.0,95.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,19.0,2,15.9872195,108.2136476, Cổ Mân Mai 1,Hòa Xuân,cẩm lệ,9.329331001505974,8.019701811718962,7.834556473303453,1.0986122886681098,4.553876891600541,0.6931471805599453,1.6094379124341003,2.9444389791664403,2.233163308269744,2.0819012406035373
3.1,4.0,Đông Bắc,Nhà trong hẻm,Không có,4.0,1.0,3,16.0674661,108.1932536, Thái Thị Bôi,Chính Gián,thanh khê,5.816508032438447,2.148548751079927,1.5167105211395546,1.1314021114911006,1.3862943611198906,1.0986122886681098,1.3862943611198906,0.0,1.7607000872482765,0.7647926147271348
2.85,50.0,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.3,9.433962264150944,2,16.071571,108.2093029, Hải Phòng,Tân Chính,thanh khê,4.158460823571589,1.3409808363383553,1.7399107862228058,1.0473189942805592,3.912023005428146,0.6931471805599453,1.667706820558076,2.24431618487007,1.4251450114746276,0.2934013136220054
2.4,60.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.1,14.634146341463415,2,16.0554131,108.1876616, Trần Xuân Lê,Hòa Khê,thanh khê,6.493299841923051,2.6087538712694984,1.6178394636779412,0.8754687373538999,4.0943445622221,0.6931471805599453,1.410986973710262,2.683357588511839,1.8707708517182526,0.9588726633638978
3.4,61.0,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,6.0,10.166666666666666,4,16.0658589,108.2010178, Điện Biên Phủ,Chính Gián,thanh khê,4.979930709742107,1.3273677504342547,0.9723773652252988,1.2237754316221157,4.110873864173311,1.3862943611198906,1.791759469228055,2.3191143949452564,1.605415977233361,0.28319784614621013
4.3,90.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,2,16.0473008,108.1783578, Bùi Giáng,Hòa An,cẩm lệ,7.655310512517947,3.815366666465674,2.8230797623369885,1.4586150226995167,4.499809670330265,0.6931471805599453,1.6094379124341003,2.8903717578961645,2.0353995916466037,1.3390367719045246
10.5,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,4,16.0754406,108.2318224, Hoàng Sĩ Khải,An Hải Bắc,sơn trà,2.0480252617661643,2.776657224259516,3.714769311962832,2.3513752571634776,4.605170185988092,1.3862943611198906,1.6094379124341003,2.995732273553991,0.7168760419479476,1.0212477668780344
28.0,110.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.0,17.0,4,16.0604012,108.2170183, Hoàng Diệu,Nam Dương,hải châu,3.304327533355402,0.5810390622936686,1.5756969397271998,3.332204510175204,4.700480365792417,1.3862943611198906,1.791759469228055,2.833213344056216,1.1952329831169324,-0.5429372915267963
7.4,90.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,2,16.0522316,108.2404204, An Thượng 24,Mỹ An,ngũ hành sơn,1.5949883063973962,3.1874459659710994,4.077481194437008,2.0014800002101243,4.499809670330265,0.6931471805599453,1.6094379124341003,2.8903717578961645,0.4668664047976422,1.1592199584886562
22.0,5.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,12.0,21.0,4,16.0427332,108.2428481, Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,2.50293418993956,3.829086990259891,4.588877644417808,3.091042453358316,1.6094379124341003,1.3862943611198906,2.4849066497880004,3.044522437723423,0.9174637196307758,1.3426263910304799
14.2,125.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,25.0,4,16.0552021,108.209206, Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,4.240509967391169,0.5584894351342555,0.734545376373614,2.653241964607215,4.8283137373023015,1.3862943611198906,1.6094379124341003,3.2188758248682006,1.444683537339475,-0.5825195771526863
16.0,10.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.0,17.0,7,16.0372528,108.2443479, Khuê Mỹ Đông,Khuê Mỹ,ngũ hành sơn,3.0774488043116586,4.2895598545045415,4.977562375278097,2.772588722239781,2.302585092994046,1.9459101490553132,1.791759469228055,2.833213344056216,1.1241009434585418,1.4561841296587996
16.4,9.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,8,16.0741045,108.2292708, An Đồn,An Hải Bắc,sơn trà,2.205531898508934,2.472044385909057,3.405311456876169,2.797281334830153,2.1972245773362196,2.0794415416798357,1.6094379124341003,2.8903717578961645,0.7909687036225987,0.9050454948990758
10.5,84.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.0,14.0,4,16.0327176,108.2293459, Nguyễn Lộ Trạch,Hòa Cường Nam,hải châu,4.058209094802376,3.532976894134707,3.937227333857682,2.3513752571634776,4.430816798843313,1.3862943611198906,1.791759469228055,2.6390573296152584,1.400741766641571,1.2621408283428022
10.0,96.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,21.0,3,16.0382288,108.243113, Lê Văn Hiến,Mỹ An,ngũ hành sơn,2.9882630023788064,4.119306058241901,4.811351079077219,2.302585092994046,4.564348191467836,1.0986122886681098,1.5040773967762742,3.044522437723423,1.0946922829348318,1.4156847167095363
7.98,150.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.8,24.5,4,16.0577595,108.2145929, Hoàng Diệu,Bình Hiên,hải châu,3.6135254608335794,0.3797662624762123,1.27769621653997,2.0769384114617173,5.0106352940962555,1.3862943611198906,1.916922612182061,3.1986731175506815,1.2846838777472307,-0.9681993142593588
5.7,61.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,13.0,5,16.0465115,108.2443396, Phan Tứ,Mỹ An,ngũ hành sơn,2.062555234642665,3.789595538290429,4.614104286376329,1.7404661748405046,4.110873864173311,1.6094379124341003,1.5040773967762742,2.5649493574615367,0.7239456193009168,1.3322592952703758
10.8,110.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,22.0,4,16.0389363,108.2382735, Mỹ An,Mỹ An,ngũ hành sơn,3.0386919086640685,3.658345633368719,4.3140932215585295,2.379546134130174,4.700480365792417,1.3862943611198906,1.6094379124341003,3.091042453358316,1.111427129612836,1.297011032483934
6.5,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,8.0,12.5,2,16.0509864,108.2092584, Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,4.376549968531205,0.9937343156077776,0.9864826413782092,1.8718021769015913,4.605170185988092,0.6931471805599453,2.0794415416798357,2.5257286443082556,1.476260735589179,-0.006285396174347479
22.0,90.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20.0,3,16.0544593,108.2456498, An Thượng 27,Mỹ An,ngũ hành sơn,1.17201931013222,3.684330789387548,4.60964438173385,3.091042453358316,4.499809670330265,1.0986122886681098,1.5040773967762742,2.995732273553991,0.15872816724112018,1.3040889051839157
6.9,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,22.5,4,16.0823216,108.2422389, Phước Trường 17,Phước Mỹ,sơn trà,2.010873121547547,4.123492620891422,5.064214176195975,1.9315214116032138,4.605170185988092,1.3862943611198906,1.5040773967762742,3.1135153092103742,0.6985690165810953,1.4167005277641287
12.0,70.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,14.0,3,16.0521384,108.2474796, Đỗ Bá,Mỹ An,ngũ hành sơn,1.411121737773662,3.924245951483339,4.828178435064609,2.4849066497880004,4.248495242049359,1.0986122886681098,1.6094379124341003,2.6390573296152584,0.3443849468057153,1.3671742185063005
9.0,118.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,24.0,5,16.0215375,108.2271973, Ngô Huy Diễn,Hòa Xuân,cẩm lệ,5.268554885050997,4.535753445289174,4.741414732797486,2.1972245773362196,4.770684624465665,1.6094379124341003,1.6094379124341003,3.1780538303479458,1.6617561095890223,1.51199120985318
9.2,124.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,24.8,2,16.0852466,108.2426141, Trần Duy Chiến,Mân Thái,sơn trà,2.313675873595464,4.358353296688584,5.281166601147021,2.2192034840549946,4.820281565605037,0.6931471805599453,1.6094379124341003,3.2108436531709366,0.8388375470484257,1.4720943017745471
4.0,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,2,16.0087367,108.2262104, Thanh Lương 11,Hòa Xuân,cẩm lệ,6.620184620896596,5.847442706413156,5.927083267080873,1.3862943611198906,4.605170185988092,0.6931471805599453,1.6094379124341003,2.995732273553991,1.890123257913004,1.7660044214655044
3.3,50.0,Không,Nhà mặt tiền,Không có,4.0,12.5,3,16.0613126,108.1905719, Hà Huy Tập,Hòa Khê,thanh khê,6.109392732361489,2.2618638249502485,1.3710939417820018,1.1939224684724346,3.912023005428146,1.0986122886681098,1.3862943611198906,2.5257286443082556,1.8098273791052037,0.8161891747103457
3.3,60.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,6.0,3,16.0647304,108.1778924, Mẹ Nhu,Thanh Khê Tây,thanh khê,7.453225300315879,3.654444157405648,2.778076769374004,1.1939224684724346,4.0943445622221,1.0986122886681098,2.302585092994046,1.791759469228055,2.008646864922848,1.295944004319618
3.3,60.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,60.0,10.0,3,16.0647304,108.1778924, Mẹ Nhu,Thanh Khê Tây,thanh khê,7.453225300315879,3.654444157405648,2.778076769374004,1.1939224684724346,4.0943445622221,1.0986122886681098,4.0943445622221,2.302585092994046,2.008646864922848,1.295944004319618
5.2,90.0,Không,Nhà mặt tiền,Không có,9.486832980505138,9.486832980505138,3,16.028453,108.2408507, Đa Phước 1,Khuê Mỹ,ngũ hành sơn,4.0953157804453,4.6583125511297245,5.179706227736571,1.6486586255873816,4.499809670330265,1.0986122886681098,2.2499048351651325,2.2499048351651325,1.409843827993783,1.5386532690671568
6.0,95.0,Không,Nhà mặt tiền,Không có,5.0,19.0,4,16.0219552,108.2448333, Nguyễn Thế Kỷ,Khuê Mỹ,ngũ hành sơn,4.760024356545867,5.479986167917567,5.965663665731372,1.791759469228055,4.553876891600541,1.3862943611198906,1.6094379124341003,2.9444389791664403,1.560252785151638,1.7011025768541048
9.5,110.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,22.0,2,16.0698367,108.2367705, Nguyễn Xuân Khoát,An Hải Bắc,sơn trà,1.27655611984508,2.914842584015846,3.9073231654723375,2.2512917986064953,4.700480365792417,0.6931471805599453,1.6094379124341003,3.091042453358316,0.244165920575621,1.0698158162914093
20.5,125.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,25.0,2,16.0521384,108.2474796, Đỗ Bá,Mỹ An,ngũ hành sơn,1.411121737773662,3.924245951483339,4.828178435064609,3.0204248861443626,4.8283137373023015,0.6931471805599453,1.6094379124341003,3.2188758248682006,0.3443849468057153,1.3671742185063005
8.5,125.0,Bắc,Nhà mặt tiền,Không có,5.0,25.0,3,16.0737868,108.185573, Nguyễn Tất Thành,Thanh Khê Đông,thanh khê,6.703913970692048,3.197198498722752,2.589735523054996,2.1400661634962708,4.8283137373023015,1.0986122886681098,1.6094379124341003,3.2188758248682006,1.9026915305634418,1.1622749572096118
17.5,138.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,6.23,23.0,2,16.048629,108.2433567, Mai Thúc Lân,Mỹ An,ngũ hành sơn,1.8545136052748432,3.606758729710618,4.456732819636649,2.8622008809294686,4.927253685157205,0.6931471805599453,1.8293763327993617,3.1354942159291497,0.6176224542780218,1.2828095102222166
2.85,81.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,18.0,2,16.0784446,108.1671065, Lâm Quang Thự,Hòa Minh,liên chiểu,8.736715727550983,5.198557424836991,4.471440439971447,1.0473189942805592,4.394449154672439,0.6931471805599453,1.5040773967762742,2.8903717578961645,2.1675343441666213,1.648381168799228
3.6,75.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,15.0,2,16.0901491,108.2407351, Dương Văn An,Mân Thái,sơn trà,2.888641188460089,4.590062129490787,5.465505606059654,1.2809338454620642,4.31748811353631,0.6931471805599453,1.6094379124341003,2.70805020110221,1.0607862145530451,1.5238935598176178
3.85,75.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,15.0,2,16.0752857,108.1776873, Vũ Quỳnh,Thanh Khê Tây,thanh khê,7.562952792406229,4.023285872636029,3.337764407866583,1.3480731482996928,4.31748811353631,0.6931471805599453,1.6094379124341003,2.70805020110221,2.023261694940651,1.3920989500095395
2.75,7.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,16.0,2,16.0828595,108.1605917, Dương Đức Hiền,Hòa Minh,liên chiểu,9.514074086369494,6.035119204714847,5.321416671860528,1.0116009116784799,1.9459101490553132,0.6931471805599453,1.5040773967762742,2.772588722239781,2.2527721850692695,1.7975956065855483
3.4,8.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.5,2,16.0723676,108.1691148, Nguyễn Chích,Hòa Minh,liên chiểu,8.432938900380046,4.762482349928247,3.9620865112555057,1.2237754316221157,2.0794415416798357,0.6931471805599453,1.6094379124341003,2.803360380906535,2.132145335265658,1.5607690343941403
4.7,85.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,3,16.0941609,108.2307191, Lê Cảnh Tuân,Nại Hiên Đông,sơn trà,3.7059296862349647,4.328675447880873,5.07172769609242,1.547562508716013,4.442651256490317,1.0986122886681098,1.6094379124341003,2.8903717578961645,1.3099341547298509,1.4652615940348417
14.5,84.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,18.5,3,16.0595032,108.2194331, Phan Châu Trinh,Phước Ninh,hải châu,3.066888792395223,0.83389697303422,1.811941099415868,2.6741486494265287,4.430816798843313,1.0986122886681098,1.5040773967762742,2.917770732084279,1.1206636250665825,-0.1816454177863959
3.1,83.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.5,2,16.0723676,108.1691148, Nguyễn Chích,Hòa Minh,liên chiểu,8.432938900380046,4.762482349928247,3.9620865112555057,1.1314021114911006,4.418840607796598,0.6931471805599453,1.6094379124341003,2.803360380906535,2.132145335265658,1.5607690343941403
6.4,11.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,112.0,4,16.0723072,108.1657415, Phú Xuân 3,Hòa Minh,liên chiểu,8.791578927358282,5.106621296924027,4.289236317817542,1.8562979903656263,2.3978952727983707,1.3862943611198906,1.6094379124341003,4.718498871295094,2.173794323251776,1.630537991190514
7.8,100.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,1,16.0340309,108.2154818, Tố Hữu,Hòa Cường Nam,hải châu,4.841058814599871,2.86634382424269,2.909345599704624,2.0541237336955462,4.605170185988092,0.0,1.6094379124341003,2.995732273553991,1.5771334601504094,1.0530372887990815
4.5,85.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,17.0,2,16.0941609,108.2307191, Lê Cảnh Tuân,Nại Hiên Đông,sơn trà,3.7059296862349647,4.328675447880873,5.07172769609242,1.5040773967762742,4.442651256490317,0.6931471805599453,1.6094379124341003,2.833213344056216,1.3099341547298509,1.4652615940348417
6.8,4.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,7.0,6.0,1,16.0517207,108.2401221, Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,1.6599054092668464,3.171826157774691,4.053959031899559,1.916922612182061,1.3862943611198906,0.0,1.9459101490553132,1.791759469228055,0.5067606183755253,1.1543074970294693
9.1,54.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.2,13.0,3,16.0500842,108.2170537, Lê Đình Thám,Hòa Thuận Đông,hải châu,3.6513084003744862,1.2081348459811625,1.7301866778981936,2.2082744135228043,3.9889840465642745,1.0986122886681098,1.4350845252893227,2.5649493574615367,1.2950855692168888,0.1890777207505908
3.45,75.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,15.0,1,16.0803013,108.167305, Lê Văn Thịnh,Hòa Minh,liên chiểu,8.753452646844902,5.264879996077193,4.565079089409037,1.2383742310432684,4.31748811353631,0.0,1.6094379124341003,2.70805020110221,2.169448210750914,1.6610583525583151
6.35,125.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,25.0,1,16.0899243,108.2356287, Khúc Hạo,Nại Hiên Đông,sơn trà,3.049734169809512,4.218831609521078,5.053577315996597,1.8484548129046001,4.8283137373023015,0.0,1.6094379124341003,3.2188758248682006,1.1150544293813858,1.4395582199306711
3.4,83.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.5,2,16.0723676,108.1691148, Nguyễn Chích,Hòa Minh,liên chiểu,8.432938900380046,4.762482349928247,3.9620865112555057,1.2237754316221157,4.418840607796598,0.6931471805599453,1.6094379124341003,2.803360380906535,2.132145335265658,1.5607690343941403
5.89,75.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,15.0,3,16.0752857,108.1776873, Vũ Quỳnh,Thanh Khê Tây,thanh khê,7.562952792406229,4.023285872636029,3.337764407866583,1.7732559976634952,4.31748811353631,1.0986122886681098,1.6094379124341003,2.70805020110221,2.023261694940651,1.3920989500095395
5.6,99.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,22.0,2,16.0785792,108.1608542, Hồ Tùng Mậu,Hòa Minh,liên chiểu,9.39884321511939,5.823249419566241,5.059854558965857,1.7227665977411035,4.59511985013459,0.6931471805599453,1.5040773967762742,3.091042453358316,2.2405866194818405,1.7618584254540959
3.3,90.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,2,16.0729992,108.166384, Phú Xuân 5,Hòa Minh,liên chiểu,8.730658471664759,5.06231790158307,4.2568301889875295,1.1939224684724346,4.499809670330265,0.6931471805599453,1.6094379124341003,2.8903717578961645,2.1668407933146225,1.6218244617280542
10.5,75.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,14.5,5,16.0515372,108.2430561, An Thượng 29,Mỹ An,ngũ hành sơn,1.5538599558396735,3.479760890847416,4.367490997046025,2.3513752571634776,4.31748811353631,1.6094379124341003,1.6094379124341003,2.6741486494265287,0.44074212937725044,1.2469635818991707
10.5,100.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,16.0551547,108.2319754, Bằng Lăng 1,An Hải Tây,sơn trà,1.98429333224363,2.232316133727303,3.144595095951363,2.3513752571634776,4.605170185988092,1.0986122886681098,1.6094379124341003,2.995732273553991,0.6852628468472276,0.8030396714640934
2.8,7.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,16.0,1,16.0825005,108.1603489, Lê Thiệt,Hòa Minh,liên chiểu,9.531286737984184,6.041923958396908,5.32242558054408,1.0296194171811581,1.9459101490553132,0.0,1.5040773967762742,2.772588722239781,2.2545797282772857,1.798722497383281
2.1,50.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6.9,7.1,2,16.0138538,108.1958513, Cách Mạng Tháng 8,Hòa Thọ Đông,cẩm lệ,7.905836607919737,5.343723328342092,4.853666284353989,0.7419373447293773,3.912023005428146,0.6931471805599453,1.9315214116032138,1.9600947840472698,2.0676012978154645,1.6759226625030326
3.3,69.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,18.0,2,16.0658149,108.2389006, Nguyễn Công Trứ,An Hải Đông,sơn trà,0.9309766536152076,2.995052110385181,3.992244118741639,1.1939224684724346,4.23410650459726,0.6931471805599453,1.3862943611198906,2.8903717578961645,-0.07152107869488963,1.0969616305429881
6.2,110.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,22.0,3,16.0063777,108.2078822, Phạm Hùng,Hòa Xuân,cẩm lệ,7.742359078689389,5.910516326332974,5.653504684737835,1.824549292051046,4.700480365792417,1.0986122886681098,1.6094379124341003,3.091042453358316,2.0467064316907835,1.776733192463675
11.5,115.0,Không,Nhà mặt tiền,Không có,6.4,18.0,2,16.068177,108.2392192, Dương Đình Nghệ,An Hải Bắc,sơn trà,0.9626007776598884,3.0974688974354536,4.095001816980483,2.4423470353692043,4.74493212836325,0.6931471805599453,1.8562979903656263,2.8903717578961645,-0.038116514239063794,1.1305852932876816
7.45,100.0,Không,Nhà mặt tiền,Không có,5.0,20.0,3,16.0411936,108.2423236, Nguyễn Bá Lân,Mỹ An,ngũ hành sơn,2.681188725243478,3.867530293974993,4.599303491205073,2.0082140323914683,4.605170185988092,1.0986122886681098,1.6094379124341003,2.995732273553991,0.9862602503770094,1.3526161363949738
3.95,83.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.5,3,16.0742324,108.1751349, Lý Thái Tông,Thanh Khê Tây,thanh khê,7.81673709778075,4.2257001290468805,3.496084532525828,1.3737155789130306,4.418840607796598,1.0986122886681098,1.6094379124341003,2.803360380906535,2.056267216560654,1.4411849580975964
14.2,10.0,Không,Nhà mặt tiền,Không có,5.0,20.0,2,16.0473422,108.2438982, Ngô Thì Sĩ,Mỹ An,ngũ hành sơn,1.9807434396693235,3.711270139423909,4.545491156544046,2.653241964607215,2.302585092994046,0.6931471805599453,1.6094379124341003,2.995732273553991,0.68347224881397,1.3113741736688915
2.18,45.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,9.0,1,16.0658589,108.2010178, Điện Biên Phủ,Chính Gián,thanh khê,4.979930709742107,1.3273677504342547,0.9723773652252988,0.7793248768009977,3.8066624897703196,0.0,1.3862943611198906,2.1972245773362196,1.605415977233361,0.28319784614621013
4.1,8.0,Không,Nhà trong hẻm,Không có,5.0,16.5,3,16.0742324,108.1751349, Lý Thái Tông,Thanh Khê Tây,thanh khê,7.81673709778075,4.2257001290468805,3.496084532525828,1.410986973710262,2.0794415416798357,1.0986122886681098,1.6094379124341003,2.803360380906535,2.056267216560654,1.4411849580975964
2.24,45.0,Không,Nhà trong hẻm,Không có,5.0,9.0,1,16.071571,108.2093029, Hải Phòng,Chính Gián,thanh khê,4.158460823571589,1.3409808363383553,1.7399107862228058,0.8064758658669485,3.8066624897703196,0.0,1.6094379124341003,2.1972245773362196,1.4251450114746276,0.2934013136220054
3.85,50.0,Không,Nhà trong hẻm,Không có,4.0,11.5,3,16.0748573,108.2106611, Đinh Tiên Hoàng,Thanh Bình,hải châu,4.09807436098415,1.684355024248506,2.13127179602642,1.3480731482996928,3.912023005428146,1.0986122886681098,1.3862943611198906,2.4423470353692043,1.4105171953290292,0.5213827156006005
5.2,130.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,16.0,9.0,2,16.0454541,108.2183326, Tiểu La,Hòa Cường Bắc,hải châu,3.7946500027329617,1.727962675696051,2.122527554680222,1.6486586255873816,4.867534450455582,0.6931471805599453,2.772588722239781,2.1972245773362196,1.3335921807007063,0.5469430704356534
4.0,61.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.0,10.0,3,16.0538109,108.1773819, Yên Thế,Hòa An,cẩm lệ,7.607475790275915,3.722749856074047,2.7315906013613445,1.3862943611198906,4.110873864173311,1.0986122886681098,1.791759469228055,2.302585092994046,2.029131420434391,1.3144626038269847
2.95,55.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,11.0,2,16.0790801,108.2236839, Nguyễn Du,Thạch Thang,hải châu,2.9976141627984205,2.505138922606017,3.3031497560011363,1.0818051703517284,4.007333185232471,0.6931471805599453,1.6094379124341003,2.3978952727983707,1.097816693198756,0.9183441911252376
2.3,70.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7.0,10.0,2,16.0748573,108.2106611, Đinh Tiên Hoàng,Tam Thuận,thanh khê,4.09807436098415,1.684355024248506,2.13127179602642,0.8329091229351039,4.248495242049359,0.6931471805599453,1.9459101490553132,2.302585092994046,1.4105171953290292,0.5213827156006005
4.0,65.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.0,10.0,3,16.0549152,108.1724385, Lê Thạch,Hòa An,cẩm lệ,8.11241486104981,4.227701217652402,3.244431311718707,1.3862943611198906,4.174387269895637,1.0986122886681098,1.791759469228055,2.302585092994046,2.09339558718929,1.4416583979736481
4.0,60.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.0,10.0,2,16.0534817,108.1772408, Bắc Sơn,Hòa An,cẩm lệ,7.628327178622951,3.7441083055638633,2.7517839672031226,1.3862943611198906,4.0943445622221,0.6931471805599453,1.791759469228055,2.302585092994046,2.0318685786147475,1.3201834859650716
4.0,61.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.0,10.0,2,16.0580766,108.1764603, Cao Sơn Pháo,Hòa An,cẩm lệ,7.643842463512043,3.768617514970002,2.8056523857442,1.3862943611198906,4.110873864173311,0.6931471805599453,1.791759469228055,2.302585092994046,2.033900416996639,1.3267082273019917
6.3,94.0,Không,Nhà mặt tiền,Không có,9.69535971483266,9.69535971483266,1,16.0424604,108.2435322, Dương Thị Xuân Quý,Mỹ An,ngũ hành sơn,2.518996560901923,3.907712906782407,4.6680187160083255,1.840549633397487,4.543294782270004,0.0,2.2716473911350024,2.2716473911350024,0.923860632106311,1.3629522685297002
4.0,43.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,6.557438524302,6.557438524302,1,16.0911135,108.2430679, Ngô Quyền,Mân Thái,sơn trà,2.9411937676216247,4.839028836901054,5.723332137651914,1.3862943611198906,3.7612001156935624,0.0,1.8806000578467812,1.8806000578467812,1.0788155423459893,1.5767140470620868
4.99,90.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,9.486832980505138,9.486832980505138,2,16.0901971,108.2417282, Dã Tượng,Mân Thái,sơn trà,2.8688569449998376,4.66661947405639,5.548639924213576,1.6074359097634274,4.499809670330265,0.6931471805599453,2.2499048351651325,2.2499048351651325,1.053913673434638,1.5404349281938132
3.9,44.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,6.6332495807108,6.6332495807108,3,16.0658589,108.2010178, Điện Biên Phủ,Chính Gián,thanh khê,4.979930709742107,1.3273677504342547,0.9723773652252988,1.3609765531356006,3.784189633918261,1.0986122886681098,1.8920948169591305,1.8920948169591305,1.605415977233361,0.28319784614621013
