Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude,Street,Ward,District,distance_to_beach,distance_to_center,distance_to_airport,log_prices,log_area,log_floors,log_width,log_length,log_distance_to_beach,log_distance_to_center
4.55,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,2,16.0084681,108.2301033, Thanh Lương 7,Hòa Xuân,cẩm lệ,6.516752981454222,6.000091582532596,6.141916674625623,1.5151272329628591,4.605170185988092,0.6931471805599453,1.6094379124341003,2.995732273553991,1.8743762429114899,1.7917747328669977
4.4,100.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,2,16.0098034,108.2246698, Thanh Lương 16,Hòa Xuân,cẩm lệ,6.569163141502388,5.691143295437561,5.751002229346772,1.4816045409242156,4.605170185988092,0.6931471805599453,1.6094379124341003,2.995732273553991,1.882386448660923,1.7389111586112436
5.59,68.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15.11111111111111,2,16.0729586,108.24067, An Cư 4,An Hải Bắc,sơn trà,1.1570947905851132,3.436716005005484,4.423857052576697,1.7209792871670078,4.219507705176107,0.6931471805599453,1.5040773967762742,2.715430308399833,0.14591237275979216,1.2345163657093503
4.2,70.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.7,14.893617021276595,1,16.0856651,108.2335828, Lê Chân,An Hải Bắc,sơn trà,2.7418895900657003,3.71332429879381,4.566521007780694,1.4350845252893227,4.248495242049359,0.0,1.547562508716013,2.700932733333346,1.0086473141243482,1.3119275128281969
5.9,66.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,8.12403840463596,8.12403840463596,1,16.0822959,108.2171632, Phan Kế Bính,Thuận Phước,hải châu,3.778822493181597,2.5729793549480355,3.1792882039424617,1.7749523509116738,4.189654742026425,0.0,2.094827371013213,2.094827371013213,1.3294124513619403,0.9450645095394866
9.5,95.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,21.11111111111111,3,16.0596365,108.2423975, Mỹ Khê,Phước Mỹ,sơn trà,0.8011152803223085,3.2909540562956434,4.259882590320399,2.2512917986064953,4.553876891600541,1.0986122886681098,1.5040773967762742,3.0497994948242666,-0.22175042176708193,1.1911775094552606
4.8,90.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20.0,1,16.0870542,108.2367364, Tôn Quang Phiệt,An Hải Bắc,sơn trà,2.7117932343338107,4.04907193447542,4.918407849547335,1.5686159179138452,4.499809670330265,0.0,1.5040773967762742,2.995732273553991,0.9976101261442983,1.3984877028777432
6.6,80.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.0,2,16.081496,108.2445192, Phước Trường 5,Phước Mỹ,sơn trà,1.8659597220521944,4.26737976400149,5.2223381131915945,1.8870696490323797,4.382026634673881,0.6931471805599453,1.6094379124341003,2.772588722239781,0.6237755170111567,1.4510000004802828
4.2,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,1,16.0234267,108.2459015, Nguyễn Đình Chiểu,Khuê Mỹ,ngũ hành sơn,4.591696956689547,5.433484610345684,5.948903072179581,1.4350845252893227,4.605170185988092,0.0,1.6094379124341003,2.995732273553991,1.5242496630873055,1.6925806611519258
5.1,95.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,19.0,2,16.0254762,108.2435854, Tùng Thiện Vương,Khuê Mỹ,ngũ hành sơn,4.38208837702088,5.098937641485854,5.613598744852072,1.62924053973028,4.553876891600541,0.6931471805599453,1.6094379124341003,2.9444389791664403,1.4775254091627064,1.629032212440648
3.55,70.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,17.5,2,16.0799195,108.2312225, An Hải Bắc 8,An Hải Bắc,sơn trà,2.411934632768166,3.068009051292402,3.955694656434213,1.2669476034873244,4.248495242049359,0.6931471805599453,1.3862943611198906,2.8622008809294686,0.8804291776553189,1.121028833726343
9.0,146.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.6,22.12121212121212,2,16.0385993,108.2163226, Bình An 7,Hòa Cường Bắc,hải châu,4.430477246808124,2.3844057784968635,2.5259648623036592,2.1972245773362196,4.983606621708336,0.6931471805599453,1.8870696490323797,3.0965369726759566,1.4885073089109753,0.8689499438202112
34.0,411.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,11.0,37.36363636363637,2,16.0427332,108.2428481, Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,2.50293418993956,3.829086990259891,4.588877644417808,3.5263605246161616,6.018593214496234,0.6931471805599453,2.3978952727983707,3.620697941697864,0.9174637196307758,1.3426263910304799
3.9,65.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,16.0,1,16.0339425,108.219098, Tiên Sơn 5,Hòa Cường Nam,hải châu,4.582231807894451,2.9562304973276463,3.1186181015865646,1.3609765531356006,4.174387269895637,0.0,1.3862943611198906,2.772588722239781,1.5221861737368807,1.0839149761378746
8.5,60.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,12.0,4,16.0512309,108.2443867, An Thượng 38,Mỹ An,ngũ hành sơn,1.548929419426012,3.6260687754731418,4.5132904749324485,2.1400661634962708,4.0943445622221,1.3862943611198906,1.6094379124341003,2.4849066497880004,0.43756399514548194,1.2881490794647352
3.65,69.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15.333333333333334,2,16.0946584,108.22922, Nại Hiên Đông 12,Nại Hiên Đông,sơn trà,3.833655648300424,4.30484621751508,5.023785009994465,1.2947271675944,4.23410650459726,0.6931471805599453,1.5040773967762742,2.7300291078209855,1.3438188253317156,1.4597414154100818
7.5,90.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20.0,3,16.0579292,108.2114082, Tôn Thất Tùng,Thạc Gián,thanh khê,3.943058251983498,0.1937859436213134,0.9388221503467716,2.0149030205422647,4.499809670330265,1.0986122886681098,1.5040773967762742,2.995732273553991,1.371956628304876,-1.6410011124897033
4.8,105.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,21.0,2,16.0347723,108.2437771, Mỹ Đa Tây 10,Khuê Mỹ,ngũ hành sơn,3.357166841218652,4.406084594858873,5.052068177198778,1.5686159179138452,4.653960350157523,0.6931471805599453,1.6094379124341003,3.044522437723423,1.2110974162620702,1.482986448118412
3.6,80.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.0,2,16.0135082,108.2549107, Sơn Thủy 12,Hòa Hải,ngũ hành sơn,5.740205091479348,6.894203244438475,7.392885633093755,1.2809338454620642,4.382026634673881,0.6931471805599453,1.6094379124341003,2.772588722239781,1.7474949399160489,1.930680949011786
5.4,79.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.5,14.363636363636363,1,16.0633931,108.2362933, Lương Thế Vinh,An Hải Đông,sơn trà,1.215663852331567,2.669815913127641,3.662582500898097,1.6863989535702288,4.3694478524670215,0.0,1.7047480922384253,2.6646997602285962,0.1952903081008322,0.9820095236411043
8.7,54.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7.3484692283495345,7.3484692283495345,3,16.0660045,108.2146665, Nguyễn Hoàng,Hải Châu II,hải châu,3.5205314637386107,0.7725095334843736,1.6107506734934671,2.163323025660538,3.9889840465642745,1.0986122886681098,1.9944920232821373,1.9944920232821373,1.258611962229717,-0.2581109292062918
5.3,90.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,2,16.0194329,108.2558202, Trương Văn Hiến,Khuê Mỹ,ngũ hành sơn,5.107547219312547,6.4940397111811095,7.059691298718684,1.667706820558076,4.499809670330265,0.6931471805599453,1.6094379124341003,2.8903717578961645,1.6307192927599141,1.8708847887191038
4.85,47.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,10.444444444444445,3,16.0209503,108.215313, Trần Huấn,Khuê Trung,cẩm lệ,5.961716239766386,4.302196988071364,4.23536536938587,1.5789787049493917,3.8501476017100584,1.0986122886681098,1.5040773967762742,2.3460702049337847,1.7853583993171704,1.4591258196789811
6.0,73.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,14.5,3,16.0342226,108.2172068, Hoàng Xuân Nhị,Hòa Cường Nam,hải châu,4.696667207691948,2.877812585867674,2.9826643240350688,1.791759469228055,4.290459441148391,1.0986122886681098,1.6094379124341003,2.6741486494265287,1.546853152435932,1.0570304867713765
5.65,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,2,16.0418126,108.2395435, Mỹ An 12,Mỹ An,ngũ hành sơn,2.693581567136234,3.5801500378537936,4.298702674820636,1.7316555451583497,4.605170185988092,0.6931471805599453,1.6094379124341003,2.995732273553991,0.9908717456337964,1.275404709549435
7.6,75.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,15.4,3,16.0402327,108.2410216, Ngũ Hành Sơn,Mỹ An,ngũ hành sơn,2.8165482638412187,3.80899102707286,4.514306850790539,2.028148247292285,4.31748811353631,1.0986122886681098,1.6094379124341003,2.7343675094195836,1.0355121153113378,1.337364331776407
13.5,85.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,21.25,3,16.0509864,108.2092584, Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,4.376549968531205,0.9937343156077776,0.9864826413782092,2.6026896854443837,4.442651256490317,1.0986122886681098,1.3862943611198906,3.056356895370426,1.476260735589179,-0.006285396174347479
5.0,83.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.6,3,16.0234267,108.2459015, Nguyễn Đình Chiểu,Khuê Mỹ,ngũ hành sơn,4.591696956689547,5.433484610345684,5.948903072179581,1.6094379124341003,4.418840607796598,1.0986122886681098,1.6094379124341003,2.8094026953624978,1.5242496630873055,1.6925806611519258
5.3,100.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,2,16.0870717,108.2386061, Lý Đạo Thành,An Hải Bắc,sơn trà,2.634482816326766,4.18581107245375,5.069723403502555,1.667706820558076,4.605170185988092,0.6931471805599453,1.6094379124341003,2.995732273553991,0.9686868880901395,1.4317004898121906
5.3,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,2,16.0870717,108.2386061, Lý Đạo Thành,Mân Thái,sơn trà,2.634482816326766,4.18581107245375,5.069723403502555,1.667706820558076,4.605170185988092,0.6931471805599453,1.6094379124341003,2.995732273553991,0.9686868880901395,1.4317004898121906
2.2,48.0,Đông Bắc,Nhà trong hẻm,Không có,4.0,12.0,2,16.0720556,108.1787232, Dũng Sĩ Thanh Khê,Thanh Khê Tây,thanh khê,7.40673918359789,3.779687431961192,3.0428607700637973,0.7884573603642703,3.871201010907891,0.6931471805599453,1.3862943611198906,2.4849066497880004,2.0023902862602365,1.3296413162551368
2.8,97.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.6,21.086956521739133,1,16.0603604,108.1884148, Cù Chính Lan,Hòa Khê,thanh khê,6.347202740844192,2.4865191630200023,1.5640190494046662,1.0296194171811581,4.574710978503383,0.0,1.5260563034950492,3.0486546750083336,1.8480142025972506,0.9108838059678139
3.59,69.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,13.8,2,16.0421575,108.2174963, Lê Thanh Nghị,Hòa Cường Bắc,hải châu,4.082812514447704,2.036224213688871,2.3012870060921142,1.2781522025001875,4.23410650459726,0.6931471805599453,1.6094379124341003,2.624668592163159,1.4067860927055595,0.711097217226614
2.9,4.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,2.0,2.0,3,16.0514959,108.2191998, Núi Thành,Hòa Thuận Đông,hải châu,3.376175222701541,1.213026467784076,1.8791434565918272,1.0647107369924282,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.216743477845812,0.1931184498261467
3.85,40.0,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.6,8.695652173913045,3,16.0537399,108.2145067, Lê Đình Lý,Hòa Thuận Đông,hải châu,3.744699722914002,0.7238769705305493,1.324223103855504,1.3480731482996928,3.6888794541139363,1.0986122886681098,1.5260563034950492,2.162823150618887,1.3203414329572016,-0.32313383124261763
3.5,43.0,Tây,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,10.75,3,16.0397362,108.219754, Núi Thành,Hòa Cường Bắc,hải châu,4.07355919466838,2.37008851645957,2.661952843685695,1.252762968495368,3.7612001156935624,1.0986122886681098,1.3862943611198906,2.3749057545736716,1.4045171123110378,0.8629273031667121
2.9,60.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.3,11.320754716981131,1,16.078156,108.2150772, Lý Tự Trọng,Thanh Bình,hải châu,3.771723411774994,2.0788740580823646,2.670660212424873,1.0647107369924282,4.0943445622221,0.0,1.667706820558076,2.4266377416640244,1.327532035405848,0.7318264289179865
2.55,35.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.916079783099616,5.916079783099616,3,16.062005,108.2217525, Cô Giang,Phước Ninh,hải châu,2.778604223800476,1.1124147320007802,2.109965120504508,0.9360933591703348,3.5553480614894135,1.0986122886681098,1.7776740307447068,1.7776740307447068,1.0219487238496852,0.10653308672829294
3.2,46.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,6.782329983125268,6.782329983125268,3,16.0685192,108.2025325, Hải Phòng,Tam Thuận,thanh khê,4.833384548582905,1.381971954966235,1.2507303124951104,1.1631508098056809,3.828641396489095,1.0986122886681098,1.9143206982445475,1.9143206982445475,1.5755469569608112,0.32351143206159333
3.25,63.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,14.0,2,16.0658589,108.2010178, Điện Biên Phủ,Chính Gián,thanh khê,4.979930709742107,1.3273677504342547,0.9723773652252988,1.1786549963416462,4.143134726391533,0.6931471805599453,1.5040773967762742,2.6390573296152584,1.605415977233361,0.28319784614621013
4.1,53.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,6.0,8.833333333333334,3,16.0613126,108.1905719, Hà Huy Tập,Hòa Khê,thanh khê,6.109392732361489,2.2618638249502485,1.3710939417820018,1.410986973710262,3.970291913552122,1.0986122886681098,1.791759469228055,2.178532444324067,1.8098273791052037,0.8161891747103457
4.29,60.0,Tây,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,15.0,3,16.0597313,108.2094218, Phạm Văn Nghị,Thạc Gián,thanh khê,4.119364320879205,0.2376428236570848,0.774631462620533,1.4562867329399256,4.0943445622221,1.0986122886681098,1.3862943611198906,2.70805020110221,1.41569886040861,-1.4369864734868978
4.3,83.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,9.1104335791443,9.1104335791443,3,16.0552021,108.209206, Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,4.240509967391169,0.5584894351342555,0.734545376373614,1.4586150226995167,4.418840607796598,1.0986122886681098,2.209420303898299,2.209420303898299,1.444683537339475,-0.5825195771526863
5.3,70.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,14.0,2,16.0614405,108.2329761, Đông Giang,An Hải Tây,sơn trà,1.6053198904577066,2.291260145068444,3.276823363851232,1.667706820558076,4.248495242049359,0.6931471805599453,1.6094379124341003,2.6390573296152584,0.4733230454190301,0.8291019479059771
3.3,67.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,8.18535277187245,8.18535277187245,2,16.0658149,108.2389006, Nguyễn Công Trứ,An Hải Đông,sơn trà,0.9309766536152076,2.995052110385181,3.992244118741639,1.1939224684724346,4.204692619390966,0.6931471805599453,2.102346309695483,2.102346309695483,-0.07152107869488963,1.0969616305429881
3.8,75.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.4,17.045454545454543,2,16.0755463,108.2138896, Cao Thắng,Thanh Bình,hải châu,3.789550318465386,1.7737122572239,2.357160324896641,1.33500106673234,4.31748811353631,0.6931471805599453,1.4816045409242156,2.835883572612095,1.3322473625734998,0.5730746707450196
2.95,49.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,7.0,7.0,3,16.0651121,108.2111701, Hùng Vương,Vĩnh Trung,thanh khê,3.892570365243455,0.6047946017099922,1.2614865291769353,1.0818051703517284,3.8918202981106265,1.0986122886681098,1.9459101490553132,1.9459101490553132,1.3590697016964626,-0.502866379900709
4.3,80.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,17.77777777777778,2,16.0414912,108.244925, Lưu Quang Thuận,Mỹ An,ngũ hành sơn,2.604488057423962,4.090182562902044,4.845412493437245,1.4586150226995167,4.382026634673881,0.6931471805599453,1.5040773967762742,2.8779492378976075,0.9572361328303242,1.4085896054649032
3.1,60.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,13.333333333333334,3,16.0597313,108.2094218, Phạm Văn Nghị,Thạc Gián,thanh khê,4.119364320879205,0.2376428236570848,0.774631462620533,1.1314021114911006,4.0943445622221,1.0986122886681098,1.5040773967762742,2.5902671654458267,1.41569886040861,-1.4369864734868978
4.7,85.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,17.0,3,16.0660304,108.182963, Trần Cao Vân,Thanh Khê Tây,thanh khê,6.911780426380437,3.148430426905482,2.322831028240368,1.547562508716013,4.442651256490317,1.0986122886681098,1.6094379124341003,2.833213344056216,1.9332272639804529,1.1469040514833555
3.2,100.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,20.0,1,16.026322,108.2458276, Trần Hoành,Khuê Mỹ,ngũ hành sơn,4.27189353432422,5.195924875802955,5.746532033007104,1.1631508098056809,4.605170185988092,0.0,1.6094379124341003,2.995732273553991,1.4520571796067567,1.6478746406212619
2.5,71.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,8.426149773176359,8.426149773176359,2,16.0601827,108.2110936, Hàm Nghi,Thạc Gián,thanh khê,3.935356444308812,0.0819226596194309,0.9596855236353072,0.9162907318741551,4.2626798770413155,0.6931471805599453,2.1313399385206577,2.1313399385206577,1.3700014608187643,-2.5019796521604443
4.85,50.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,7.071067811865476,7.071067811865476,4,16.077247,108.2196748, Lý Tự Trọng,Thạch Thang,hải châu,3.280930062097949,2.126937362188647,2.8679327567243256,1.5789787049493917,3.912023005428146,1.3862943611198906,1.9560115027140732,1.9560115027140732,1.188126937719452,0.7546830868839777
4.38,54.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,4.3,12.558139534883722,3,16.0606335,108.2093442, Phan Thanh,Thạc Gián,thanh khê,4.114958404858942,0.2681464382618427,0.8084728356482012,1.4770487243883548,3.9889840465642745,1.0986122886681098,1.4586150226995167,2.5303690238647576,1.4146287259027184,-1.3162220362748591
3.6,48.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6.928203230275509,6.928203230275509,2,16.048629,108.2433567, Mai Thúc Lân,Mỹ An,ngũ hành sơn,1.8545136052748432,3.606758729710618,4.456732819636649,1.2809338454620642,3.871201010907891,0.6931471805599453,1.9356005054539454,1.9356005054539454,0.6176224542780218,1.2828095102222166
4.5,65.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,6.0,10.833333333333334,3,16.0785524,108.2159741, Đống Đa,Thuận Phước,hải châu,3.701212010223355,2.140773490999176,2.757123206999029,1.5040773967762742,4.174387269895637,1.0986122886681098,1.791759469228055,2.3826278006675823,1.308660336341368,0.7611672081206097
4.0,75.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,17.0,2,16.086695,108.2447962, Tân Thái 5,Mân Thái,sơn trà,2.4308153052169583,4.640066051143442,5.564259198968629,1.3862943611198906,4.31748811353631,0.6931471805599453,1.6094379124341003,2.833213344056216,0.8882267176295546,1.5347286012970696
4.5,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,16.0058917,108.224025, Diệp Minh Châu,Hòa Xuân,cẩm lệ,6.997242141992403,6.096368849499732,6.1223822141657855,1.5040773967762742,4.605170185988092,1.0986122886681098,1.6094379124341003,2.995732273553991,1.9455160917095438,1.8076933233615808
4.55,51.0,Tây,Nhà trong hẻm,Giấy tờ hợp lệ,3.7,13.783783783783782,3,16.0454541,108.2183326, Tiểu La,Hòa Cường Bắc,hải châu,3.7946500027329617,1.727962675696051,2.122527554680222,1.5151272329628591,3.9318256327243257,1.0986122886681098,1.308332819650179,2.623492813074147,1.3335921807007063,0.5469430704356534
2.55,54.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,12.0,2,16.0613126,108.1905719, Hà Huy Tập,Hòa Khê,thanh khê,6.109392732361489,2.2618638249502485,1.3710939417820018,0.9360933591703348,3.9889840465642745,0.6931471805599453,1.5040773967762742,2.4849066497880004,1.8098273791052037,0.8161891747103457
3.45,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,2,15.9989212,108.2086868, Hà Duy Phiên,Hòa Xuân,cẩm lệ,8.40162393085591,6.729368205304527,6.4831039517632485,1.2383742310432684,4.605170185988092,0.6931471805599453,1.6094379124341003,2.995732273553991,2.1284250122662725,1.906481261880568
1.9,40.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,10.0,2,16.071571,108.2093029, Hải Phòng,Chính Gián,thanh khê,4.158460823571589,1.3409808363383553,1.7399107862228058,0.6418538861723947,3.6888794541139363,0.6931471805599453,1.3862943611198906,2.302585092994046,1.4251450114746276,0.2934013136220054
4.8,64.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,16.0,2,16.0633931,108.2362933, Lương Thế Vinh,An Hải Đông,sơn trà,1.215663852331567,2.669815913127641,3.662582500898097,1.5686159179138452,4.1588830833596715,0.6931471805599453,1.3862943611198906,2.772588722239781,0.1952903081008322,0.9820095236411043
4.99,61.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,11.0,2,16.0475714,108.2408626, Tôn Thất Thiệp,Mỹ An,ngũ hành sơn,2.045667273186712,3.40119461739246,4.2244276178148725,1.6074359097634274,4.110873864173311,0.6931471805599453,1.6094379124341003,2.3978952727983707,0.7157240312289701,1.2241267279669346
6.1,147.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,8.0,19.0,2,16.0296252,108.2455868, Hoàng Văn Hòe,Khuê Mỹ,ngũ hành sơn,3.908035837976196,4.923992876618552,5.515354322426145,1.8082887711792655,4.990432586778736,0.6931471805599453,2.0794415416798357,2.9444389791664403,1.3630349045520491,1.5941197616555538
5.6,60.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4.18,13.82,3,16.0636784,108.2133627, Bàu Hạc 5,Vĩnh Trung,thanh khê,3.6603554670809886,0.4807057154292239,1.3495811290127642,1.7227665977411035,4.0943445622221,1.0986122886681098,1.430311246536665,2.626116818339524,1.2975602648504996,-0.7325000143479876
3.7,75.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,15.0,2,16.0715331,108.1710847, Phú Lộc 15,Hòa Minh,liên chiểu,8.214445803447756,4.533922675467434,3.73204268311749,1.308332819650179,4.31748811353631,0.6931471805599453,1.6094379124341003,2.70805020110221,2.10589428767346,1.5115874975657224
5.0,90.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,5.5,1,16.0277607,108.2121296, Trần Kim Bảng,Khuê Trung,cẩm lệ,5.5899031392691,3.5309748773522127,3.413365163948269,1.6094379124341003,4.499809670330265,0.0,1.6094379124341003,1.7047480922384253,1.7209619595158294,1.2615740020390955
3.45,110.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,22.0,2,15.9980558,108.213865, Trung Lương 7,Hòa Xuân,cẩm lệ,8.22753956392262,6.82184879602733,6.655575284420419,1.2383742310432684,4.700480365792417,0.6931471805599453,1.6094379124341003,3.091042453358316,2.1074870105655306,1.9201305195801026
2.95,70.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,14.0,1,16.0213078,108.2115639, Trương Quang Giao,Khuê Trung,cẩm lệ,6.171528804000226,4.244668049210876,4.086230578096328,1.0818051703517284,4.248495242049359,0.0,1.6094379124341003,2.6390573296152584,1.8199465874517868,1.445663618639929
4.45,5.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.3,12.5,1,16.0484714,108.2406022, An Thượng 18,Mỹ An,ngũ hành sơn,1.963053599086896,3.3373555285958,4.173249433381312,1.4929040961781488,1.6094379124341003,0.0,1.4586150226995167,2.5257286443082556,0.6745012196015866,1.2051787354773253
6.0,5.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5.3,9.57,3,16.0641146,108.2325071, Nguyễn Bỉnh Khiêm,An Hải Tây,sơn trà,1.611730732050568,2.286262437953129,3.283072765258442,1.791759469228055,1.6094379124341003,1.0986122886681098,1.667706820558076,2.258633205464863,0.47730859046089347,0.8269183610375567
6.1,100.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,16.0088599,108.1988691, Nguyễn Hữu Tiến,Hòa Thọ Đông,cẩm lệ,8.098230179819634,5.785903931892826,5.366594133248076,1.8082887711792655,4.605170185988092,1.0986122886681098,1.6094379124341003,2.995732273553991,2.0916455414860313,1.7554246028718283
5.0,90.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20.0,2,16.0901971,108.2417282, Dã Tượng,Mân Thái,sơn trà,2.8688569449998376,4.66661947405639,5.548639924213576,1.6094379124341003,4.499809670330265,0.6931471805599453,1.5040773967762742,2.995732273553991,1.053913673434638,1.5404349281938132
4.7,100.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,16.0116317,108.2207762, Thanh Lương 18,Hòa Xuân,cẩm lệ,6.55302312005709,5.404545852664643,5.403988349491654,1.547562508716013,4.605170185988092,1.0986122886681098,1.6094379124341003,2.995732273553991,1.8799264882148914,1.6872404240021865
5.6,99.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,22.0,1,16.0785792,108.1608542, Hồ Tùng Mậu,Hòa Minh,liên chiểu,9.39884321511939,5.823249419566241,5.059854558965857,1.7227665977411035,4.59511985013459,0.0,1.5040773967762742,3.091042453358316,2.2405866194818405,1.7618584254540959
3.05,8.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,18.1,1,16.0811599,108.1636578, Hòa Minh 8,Hòa Minh,liên chiểu,9.154717477720116,5.658321012793387,4.943636670918696,1.1151415906193203,2.0794415416798357,0.0,1.5040773967762742,2.89591193827178,2.214269317761725,1.733127207359267
4.5,88.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,17.5,3,16.0775276,108.1653082, Phùng Chí Kiên,Hòa Minh,liên chiểu,8.909861511722013,5.337082919859059,4.5856977231146026,1.5040773967762742,4.477336814478207,1.0986122886681098,1.6094379124341003,2.8622008809294686,2.187158698345315,1.674679234023142
4.85,95.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,19.0,1,16.0336383,108.2103962, Bùi Kỷ,Khuê Trung,cẩm lệ,5.269286728745239,2.883261442826172,2.7372494936368192,1.5789787049493917,4.553876891600541,0.0,1.6094379124341003,2.9444389791664403,1.6618950078040915,1.0589220988409718
8.0,100.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,16.0211542,108.2065983, Hà Tông Quyền,Khuê Trung,cẩm lệ,6.528920245396716,4.295695938128101,4.0128531176394535,2.0794415416798357,4.605170185988092,1.0986122886681098,1.6094379124341003,2.995732273553991,1.876241576690573,1.4576135767985474
