area,price,num_of_stories,num_of_bedrooms,num_of_toilets
38.0,1.85,2.0,2.0,2.0
93.0,9.5,2.0,3.0,3.0
124.0,14.0,3.0,4.0,4.0
68.0,5.65,3.0,3.0,3.0
80.0,5.1,3.0,3.0,3.0
45.0,4.58,3.0,3.0,3.0
68.0,2.45,2.0,2.0,2.0
38.0,1.95,2.0,2.0,2.0
38.0,1.95,2.0,2.0,2.0
29.0,1.59,2.0,2.0,2.0
85.0,3.8,3.0,4.0,3.0
56.0,7.8,4.0,3.0,3.0
70.0,2.95,2.0,2.0,2.0
75.0,4.7,3.0,5.0,5.0
80.0,5.6,3.0,3.0,3.0
80.0,5.6,3.0,3.0,3.0
150.0,9.3,1.0,2.0,1.0
60.0,8.1,2.0,3.0,2.0
70.0,2.97,2.0,3.0,2.0
70.0,2.97,2.0,3.0,2.0
65.0,2.65,2.0,2.0,2.0
85.0,6.35,3.0,3.0,4.0
50.0,1.95,2.0,2.0,2.0
56.0,4.67,3.0,2.0,2.0
50.0,3.85,3.0,3.0,2.0
30.0,2.65,3.0,3.0,2.0
55.0,5.59,3.0,3.0,3.0
63.0,2.58,2.0,3.0,2.0
70.0,2.98,2.0,2.0,2.0
73.0,4.48,2.0,3.0,3.0
77.0,4.75,2.0,3.0,2.0
81.0,3.6,2.0,2.0,2.0
70.0,4.8,3.0,4.0,4.0
85.0,6.35,3.0,3.0,4.0
74.0,5.4,2.0,3.0,3.0
36.0,2.15,2.0,3.0,2.0
81.0,3.6,2.0,2.0,2.0
72.0,3.35,2.0,3.0,2.0
48.0,3.5,2.0,2.0,2.0
61.0,2.55,3.0,3.0,2.0
150.0,10.2,2.0,4.0,4.0
150.0,10.2,2.0,4.0,4.0
108.0,8.1,4.0,5.0,5.0
65.0,3.25,2.0,3.0,2.0
100.0,3.35,3.0,3.0,2.0
82.0,4.2,2.0,2.0,2.0
56.0,4.67,3.0,2.0,2.0
100.0,4.4,3.0,3.0,3.0
100.0,2.95,1.0,2.0,2.0
92.0,2.9,2.0,2.0,1.0
50.0,2.68,1.0,2.0,1.0
68.0,3.85,2.0,2.0,2.0
143.0,7.9,2.0,5.0,4.0
83.0,3.8,3.0,3.0,3.0
140.0,2.75,1.0,5.0,5.0
92.0,4.65,1.0,2.0,2.0
68.0,2.45,2.0,2.0,2.0
65.0,3.25,2.0,3.0,2.0
140.0,6.95,2.0,4.0,3.0
60.0,4.9,3.0,5.0,5.0
50.0,4.5,2.0,2.0,2.0
116.0,12.9,1.0,2.0,1.0
156.0,10.5,3.0,5.0,5.0
66.0,4.0,2.0,3.0,3.0
92.0,7.45,3.0,3.0,3.0
127.0,5.55,2.0,3.0,2.0
115.0,12.0,1.0,4.0,4.0
110.0,6.3,2.0,4.0,2.0
77.0,3.85,2.0,3.0,2.0
68.0,5.5,2.0,2.0,3.0
72.0,9.99,4.0,3.0,4.0
54.0,7.0,3.0,3.0,3.0
75.0,3.68,2.0,3.0,3.0
56.0,4.15,3.0,4.0,4.0
92.0,4.65,1.0,2.0,2.0
60.0,4.9,3.0,5.0,5.0
50.0,2.1,2.0,2.0,2.0
46.0,1.95,3.0,2.0,2.0
50.0,2.55,2.0,3.0,2.0
82.0,4.2,2.0,2.0,2.0
90.0,3.25,1.0,2.0,2.0
90.0,3.25,1.0,2.0,2.0
87.0,5.7,2.0,3.0,2.0
60.0,5.0,3.0,3.0,3.0
54.0,3.75,3.0,3.0,3.0
60.0,2.85,1.0,2.0,2.0
46.0,1.95,3.0,2.0,2.0
60.0,2.85,1.0,2.0,2.0
46.0,1.95,3.0,2.0,2.0
107.0,13.2,3.0,3.0,3.0
87.0,5.7,2.0,3.0,2.0
87.0,5.7,2.0,3.0,2.0
57.0,4.67,3.0,3.0,3.0
93.0,5.5,2.0,3.0,2.0
42.0,1.99,2.0,3.0,2.0
41.0,1.85,2.0,2.0,2.0
99.0,9.5,2.0,3.0,4.0
57.0,4.67,3.0,3.0,3.0
104.0,7.3,3.0,3.0,4.0
65.0,2.65,1.0,2.0,2.0
85.0,5.95,2.0,3.0,2.0
3.0,2.15,2.0,2.0,1.0
56.0,6.95,3.0,3.0,3.0
70.0,3.75,2.0,3.0,2.0
180.0,12.8,3.0,4.0,4.0
100.0,5.9,3.0,4.0,4.0
54.0,2.95,2.0,4.0,2.0
117.0,7.8,3.0,5.0,3.0
57.0,4.67,3.0,3.0,3.0
68.0,2.45,2.0,2.0,2.0
150.0,15.5,3.0,4.0,4.0
3.0,2.15,2.0,2.0,1.0
65.0,2.65,1.0,2.0,2.0
47.0,5.1,3.0,3.0,3.0
59.0,3.1,2.0,3.0,2.0
56.0,2.58,2.0,2.0,2.0
81.0,6.1,4.0,4.0,3.0
75.0,2.65,1.0,3.0,1.0
66.0,2.6,2.0,3.0,2.0
63.0,4.5,2.0,4.0,3.0
117.0,7.8,3.0,5.0,3.0
73.0,3.75,2.0,2.0,2.0
57.0,3.65,3.0,4.0,3.0
56.0,2.58,2.0,2.0,2.0
67.0,12.0,3.0,3.0,4.0
66.0,2.6,2.0,3.0,2.0
64.0,5.9,2.0,3.0,3.0
130.0,13.0,2.0,3.0,3.0
130.0,16.9,2.0,3.0,3.0
54.0,2.95,2.0,4.0,2.0
85.0,5.5,3.0,4.0,3.0
63.0,4.7,2.0,4.0,3.0
50.0,3.35,3.0,3.0,3.0
107.0,13.2,3.0,3.0,3.0
63.0,4.7,2.0,4.0,3.0
190.0,12.0,3.0,5.0,5.0
160.0,3.3,1.0,2.0,2.0
62.0,4.7,2.0,3.0,3.0
83.0,13.99,4.0,4.0,4.0
83.0,13.99,4.0,4.0,4.0
40.0,3.05,3.0,3.0,4.0
58.0,2.65,2.0,3.0,2.0
33.0,1.88,3.0,2.0,2.0
150.0,10.0,2.0,5.0,5.0
65.0,5.0,2.0,3.0,3.0
60.0,3.67,3.0,4.0,3.0
100.0,2.85,1.0,3.0,2.0
82.0,4.35,1.0,4.0,4.0
33.0,2.45,3.0,3.0,2.0
33.0,1.88,3.0,2.0,2.0
150.0,10.0,2.0,5.0,5.0
33.0,1.88,3.0,2.0,2.0
33.0,2.45,3.0,3.0,2.0
155.0,12.9,3.0,5.0,4.0
64.0,3.0,3.0,3.0,3.0
64.0,3.0,3.0,3.0,3.0
110.0,6.9,2.0,3.0,2.0
37.0,2.15,2.0,2.0,2.0
180.0,14.5,2.0,3.0,2.0
94.0,3.9,1.0,2.0,2.0
41.0,1.75,2.0,2.0,2.0
50.0,4.5,2.0,2.0,2.0
100.0,4.39,3.0,3.0,3.0
57.0,3.4,2.0,3.0,3.0
44.0,4.65,3.0,3.0,3.0
80.0,13.7,3.0,4.0,3.0
57.0,5.65,3.0,3.0,3.0
73.0,12.99,3.0,3.0,3.0
72.0,9.99,4.0,3.0,4.0
168.0,10.5,2.0,2.0,2.0
54.0,2.92,2.0,4.0,2.0
50.0,4.5,2.0,2.0,2.0
100.0,6.8,3.0,4.0,3.0
55.0,3.6,2.0,4.0,2.0
90.0,6.1,3.0,3.0,4.0
50.0,4.5,2.0,2.0,2.0
82.0,5.6,3.0,3.0,3.0
85.0,3.75,2.0,2.0,2.0
122.0,5.8,2.0,3.0,3.0
60.0,3.25,3.0,3.0,3.0
93.0,6.95,3.0,4.0,4.0
44.0,2.28,2.0,3.0,1.0
67.0,2.45,2.0,2.0,2.0
75.0,4.4,1.0,4.0,2.0
93.0,7.35,3.0,3.0,3.0
107.0,13.2,3.0,3.0,3.0
82.0,5.2,2.0,2.0,2.0
141.0,14.0,1.0,3.0,2.0
80.0,5.9,2.0,3.0,3.0
132.0,9.0,3.0,5.0,5.0
180.0,14.5,1.0,3.0,2.0
120.0,8.0,4.0,4.0,4.0
37.0,1.85,1.0,2.0,1.0
100.0,9.5,2.0,3.0,4.0
40.0,1.99,2.0,2.0,2.0
100.0,3.45,1.0,4.0,3.0
60.0,3.25,3.0,3.0,3.0
56.0,6.95,3.0,3.0,3.0
72.0,3.35,2.0,3.0,2.0
60.0,3.99,3.0,4.0,3.0
44.0,4.65,3.0,3.0,3.0
100.0,6.5,3.0,3.0,3.0
156.0,10.3,4.0,5.0,5.0
80.0,5.8,3.0,3.0,3.0
87.0,12.9,3.0,3.0,4.0
40.0,1.99,2.0,2.0,2.0
56.0,4.75,3.0,3.0,3.0
149.0,9.5,2.0,5.0,5.0
100.0,14.15,4.0,4.0,4.0
80.0,10.5,3.0,3.0,3.0
90.0,3.79,2.0,3.0,3.0
82.0,4.2,2.0,2.0,2.0
60.0,2.25,1.0,2.0,1.0
100.0,14.15,4.0,4.0,4.0
80.0,10.5,3.0,3.0,3.0
72.0,9.99,4.0,3.0,4.0
55.0,3.2,3.0,2.0,2.0
120.0,4.4,2.0,3.0,3.0
68.0,2.45,2.0,2.0,2.0
28.0,1.56,2.0,2.0,2.0
40.0,2.45,2.0,2.0,2.0
76.0,3.3,3.0,3.0,4.0
82.0,4.2,2.0,2.0,2.0
51.0,1.78,2.0,3.0,2.0
83.0,3.55,2.0,3.0,2.0
87.0,5.45,2.0,2.0,2.0
90.0,3.8,2.0,3.0,3.0
99.0,5.29,2.0,2.0,2.0
80.0,10.5,3.0,3.0,3.0
150.0,9.5,2.0,5.0,5.0
74.0,5.2,2.0,3.0,2.0
87.0,5.45,2.0,2.0,2.0
85.0,6.35,3.0,3.0,4.0
40.0,2.7,2.0,2.0,2.0
100.0,14.15,4.0,4.0,4.0
72.0,3.35,2.0,2.0,2.0
88.0,6.3,3.0,3.0,4.0
56.0,5.6,2.0,3.0,2.0
53.0,5.5,4.0,3.0,4.0
53.0,5.5,4.0,3.0,4.0
72.0,9.99,4.0,3.0,4.0
30.0,2.6,3.0,3.0,3.0
88.0,6.3,3.0,3.0,4.0
45.0,2.75,2.0,3.0,2.0
41.0,1.79,2.0,2.0,2.0
98.0,9.5,2.0,3.0,4.0
100.0,14.2,4.0,4.0,4.0
85.0,6.2,3.0,4.0,4.0
90.0,3.8,2.0,3.0,3.0
120.0,9.99,3.0,3.0,4.0
150.0,9.5,2.0,5.0,5.0
48.0,2.6,2.0,2.0,3.0
60.0,4.1,3.0,4.0,3.0
99.0,5.29,2.0,2.0,2.0
70.0,7.4,3.0,4.0,3.0
35.0,2.55,2.0,3.0,2.0
54.0,2.92,2.0,4.0,2.0
35.0,2.55,2.0,3.0,2.0
51.0,4.3,3.0,3.0,3.0
72.0,3.39,2.0,4.0,2.0
82.0,2.1,1.0,2.0,1.0
90.0,3.85,2.0,3.0,3.0
54.0,2.92,2.0,4.0,2.0
45.0,2.75,2.0,2.0,2.0
90.0,3.85,2.0,3.0,3.0
98.0,9.5,2.0,3.0,4.0
31.0,1.68,2.0,2.0,1.0
53.0,2.95,2.0,4.0,2.0
60.0,3.55,2.0,3.0,2.0
150.0,4.58,2.0,3.0,2.0
151.0,16.0,3.0,4.0,4.0
180.0,14.5,2.0,4.0,4.0
73.0,5.19,2.0,3.0,3.0
100.0,9.5,2.0,3.0,4.0
70.0,4.8,3.0,4.0,4.0
100.0,9.5,2.0,3.0,4.0
70.0,2.8,2.0,2.0,2.0
70.0,4.8,3.0,4.0,4.0
70.0,7.5,3.0,4.0,3.0
64.0,2.75,2.0,3.0,2.0
72.0,3.7,2.0,3.0,2.0
110.0,12.8,3.0,4.0,4.0
65.0,2.55,2.0,2.0,1.0
86.0,6.3,3.0,3.0,4.0
70.0,4.8,3.0,4.0,4.0
54.0,2.92,2.0,4.0,2.0
85.0,4.3,2.0,3.0,2.0
50.0,2.55,2.0,3.0,2.0
48.0,2.48,2.0,3.0,2.0
90.0,2.7,1.0,3.0,1.0
61.0,3.65,3.0,3.0,3.0
100.0,2.8,1.0,2.0,2.0
85.0,4.3,2.0,3.0,2.0
128.0,8.4,3.0,3.0,3.0
140.0,6.5,2.0,4.0,3.0
82.0,3.2,1.0,2.0,2.0
140.0,6.5,2.0,4.0,3.0
140.0,6.5,2.0,4.0,3.0
50.0,4.3,4.0,4.0,4.0
105.0,7.0,3.0,3.0,4.0
75.0,4.45,2.0,2.0,2.0
75.0,4.45,2.0,2.0,2.0
51.0,1.78,1.0,2.0,2.0
90.0,7.8,3.0,4.0,3.0
51.0,1.78,1.0,2.0,2.0
56.0,5.3,2.0,2.0,2.0
100.0,2.7,1.0,2.0,1.0
105.0,7.1,3.0,3.0,4.0
70.0,4.65,3.0,3.0,4.0
90.0,2.95,2.0,3.0,2.0
88.0,6.3,3.0,3.0,4.0
90.0,2.95,2.0,3.0,2.0
42.0,2.69,3.0,3.0,2.0
100.0,2.7,1.0,2.0,1.0
42.0,2.69,3.0,3.0,2.0
106.0,3.49,3.0,3.0,4.0
99.0,5.29,2.0,2.0,2.0
71.0,11.99,4.0,4.0,4.0
91.0,7.15,2.0,3.0,2.0
82.0,4.3,2.0,2.0,2.0
70.0,3.5,2.0,4.0,1.0
133.0,2.55,2.0,5.0,5.0
87.0,5.45,2.0,2.0,2.0
83.0,3.55,2.0,3.0,2.0
70.0,4.5,3.0,3.0,3.0
78.0,4.65,3.0,4.0,4.0
100.0,7.6,3.0,4.0,4.0
106.0,3.49,3.0,3.0,4.0
70.0,3.5,2.0,4.0,1.0
48.0,6.5,2.0,2.0,2.0
56.0,7.99,3.0,3.0,2.0
99.0,5.35,2.0,2.0,2.0
70.0,3.7,2.0,2.0,2.0
78.0,4.65,3.0,3.0,4.0
107.0,14.0,3.0,5.0,5.0
107.0,6.15,2.0,3.0,3.0
78.0,4.65,3.0,3.0,4.0
77.0,5.0,3.0,3.0,4.0
78.0,4.65,3.0,3.0,5.0
102.0,6.9,3.0,3.0,4.0
75.0,3.9,2.0,2.0,2.0
70.0,3.5,2.0,4.0,1.0
68.0,5.7,3.0,3.0,3.0
106.0,3.49,3.0,3.0,4.0
28.0,1.58,2.0,2.0,2.0
82.0,3.1,2.0,3.0,2.0
82.0,4.3,2.0,2.0,2.0
72.0,3.99,2.0,3.0,2.0
186.0,11.7,1.0,2.0,2.0
106.0,3.49,3.0,3.0,4.0
66.0,5.5,3.0,3.0,4.0
60.0,2.78,2.0,3.0,2.0
100.0,6.5,3.0,3.0,2.0
91.0,7.15,2.0,3.0,2.0
45.0,3.55,2.0,3.0,3.0
90.0,6.1,3.0,3.0,4.0
135.0,8.0,3.0,5.0,4.0
106.0,3.49,3.0,3.0,4.0
66.0,5.5,3.0,3.0,4.0
64.0,3.0,3.0,3.0,3.0
80.0,2.9,2.0,3.0,3.0
46.0,3.45,3.0,3.0,3.0
61.0,3.65,3.0,3.0,3.0
45.0,3.35,2.0,3.0,3.0
46.0,3.45,3.0,3.0,3.0
90.0,10.7,3.0,3.0,4.0
98.0,5.25,2.0,3.0,3.0
82.0,4.8,3.0,3.0,3.0
102.0,6.9,3.0,3.0,4.0
100.0,6.2,3.0,3.0,3.0
52.0,2.85,2.0,3.0,2.0
82.0,4.8,3.0,3.0,3.0
75.0,4.45,2.0,2.0,2.0
53.0,3.35,3.0,3.0,3.0
66.0,5.5,3.0,3.0,4.0
70.0,3.45,3.0,3.0,4.0
63.0,2.48,2.0,2.0,2.0
53.0,3.35,3.0,3.0,3.0
82.0,4.8,3.0,3.0,3.0
60.0,10.8,4.0,4.0,4.0
83.0,3.8,3.0,3.0,3.0
100.0,5.8,3.0,3.0,3.0
35.0,1.8,2.0,2.0,1.0
98.0,3.3,2.0,3.0,2.0
52.0,5.5,3.0,3.0,3.0
46.0,3.45,3.0,3.0,3.0
71.0,11.99,4.0,4.0,4.0
82.0,9.9,3.0,4.0,3.0
75.0,7.3,4.0,4.0,4.0
60.0,4.8,2.0,3.0,3.0
50.0,3.8,2.0,2.0,2.0
82.0,9.9,3.0,4.0,3.0
98.0,3.3,2.0,3.0,2.0
100.0,5.3,3.0,3.0,3.0
41.0,2.59,2.0,2.0,2.0
135.0,13.99,2.0,5.0,5.0
78.0,8.3,3.0,4.0,3.0
40.0,2.85,3.0,3.0,5.0
50.0,2.75,2.0,2.0,2.0
98.0,3.3,2.0,3.0,2.0
52.0,5.5,3.0,3.0,3.0
100.0,4.59,3.0,4.0,4.0
75.0,2.95,1.0,2.0,1.0
99.0,6.4,3.0,3.0,3.0
65.0,2.85,1.0,2.0,1.0
100.0,4.45,3.0,3.0,3.0
70.0,3.15,2.0,2.0,1.0
45.0,2.09,2.0,2.0,2.0
55.0,6.99,3.0,3.0,3.0
100.0,5.3,3.0,3.0,2.0
84.0,5.6,2.0,3.0,2.0
160.0,3.1,1.0,2.0,2.0
83.0,3.8,3.0,3.0,3.0
65.0,2.55,2.0,2.0,1.0
46.0,3.75,3.0,4.0,4.0
110.0,12.8,3.0,4.0,4.0
100.0,5.3,3.0,3.0,2.0
61.0,3.95,3.0,4.0,3.0
160.0,3.1,1.0,2.0,2.0
78.0,4.29,3.0,4.0,3.0
58.0,4.35,3.0,4.0,3.0
58.0,4.35,3.0,4.0,3.0
100.0,5.25,1.0,2.0,1.0
78.0,4.3,3.0,4.0,3.0
84.0,5.6,2.0,3.0,2.0
36.0,2.6,4.0,3.0,2.0
78.0,4.3,3.0,4.0,3.0
84.0,5.6,2.0,3.0,2.0
157.0,2.65,1.0,3.0,1.0
100.0,5.25,1.0,2.0,1.0
78.0,4.3,3.0,4.0,3.0
124.0,5.3,3.0,5.0,3.0
90.0,6.49,3.0,4.0,4.0
100.0,5.25,1.0,2.0,1.0
100.0,5.25,1.0,2.0,1.0
36.0,2.59,4.0,3.0,2.0
100.0,5.25,1.0,2.0,1.0
55.0,3.85,2.0,2.0,2.0
84.0,5.6,2.0,3.0,2.0
98.0,5.25,2.0,3.0,3.0
60.0,4.55,2.0,3.0,3.0
100.0,4.7,2.0,3.0,2.0
75.0,2.75,3.0,5.0,3.0
50.0,4.6,2.0,2.0,2.0
62.0,4.68,2.0,3.0,2.0
100.0,2.8,1.0,2.0,2.0
60.0,2.78,2.0,3.0,2.0
75.0,4.5,3.0,3.0,4.0
71.0,1.8,1.0,2.0,1.0
80.0,5.2,3.0,3.0,3.0
68.0,5.8,3.0,2.0,2.0
50.0,2.99,3.0,3.0,3.0
41.0,2.55,2.0,2.0,2.0
42.0,2.55,2.0,2.0,2.0
85.0,3.65,3.0,3.0,3.0
74.0,3.45,3.0,3.0,3.0
50.0,3.15,2.0,3.0,2.0
70.0,3.75,2.0,3.0,3.0
72.0,3.28,2.0,3.0,4.0
84.0,5.8,3.0,2.0,3.0
98.0,6.5,3.0,5.0,5.0
90.0,6.7,3.0,5.0,5.0
41.0,5.78,3.0,3.0,3.0
75.0,3.6,3.0,3.0,3.0
99.0,6.5,3.0,3.0,3.0
125.0,3.35,1.0,3.0,2.0
100.0,2.8,1.0,2.0,2.0
61.0,3.4,3.0,4.0,4.0
106.0,14.8,3.0,3.0,3.0
122.0,4.79,1.0,3.0,3.0
100.0,7.0,3.0,4.0,4.0
47.0,5.15,2.0,2.0,2.0
72.0,3.48,3.0,3.0,3.0
60.0,2.78,2.0,3.0,2.0
60.0,3.65,3.0,4.0,3.0
55.0,2.75,3.0,3.0,2.0
61.0,2.75,2.0,3.0,3.0
70.0,2.55,2.0,3.0,2.0
60.0,2.35,2.0,3.0,2.0
120.0,2.69,2.0,3.0,2.0
90.0,1.85,1.0,2.0,1.0
87.0,5.85,3.0,4.0,4.0
85.0,6.45,3.0,3.0,4.0
81.0,5.6,3.0,3.0,4.0
74.0,3.45,3.0,3.0,3.0
90.0,2.7,2.0,3.0,2.0
143.0,9.99,3.0,5.0,5.0
78.0,3.79,2.0,3.0,3.0
81.0,5.65,3.0,4.0,4.0
90.0,6.23,3.0,3.0,3.0
100.0,5.99,3.0,4.0,3.0
76.0,12.5,3.0,5.0,3.0
100.0,5.3,2.0,3.0,2.0
90.0,5.3,1.0,2.0,1.0
81.0,4.1,2.0,3.0,3.0
75.0,3.75,2.0,3.0,2.0
64.0,5.89,2.0,2.0,2.0
76.0,5.35,4.0,5.0,5.0
60.0,2.78,2.0,3.0,2.0
72.0,4.2,1.0,2.0,1.0
67.0,2.68,2.0,2.0,2.0
90.0,6.23,3.0,3.0,3.0
76.0,5.35,4.0,5.0,5.0
112.0,6.79,2.0,3.0,2.0
99.0,6.5,3.0,3.0,3.0
55.0,6.99,3.0,3.0,3.0
100.0,10.5,4.0,5.0,5.0
73.0,2.7,2.0,3.0,2.0
100.0,5.8,3.0,4.0,4.0
100.0,5.3,2.0,4.0,3.0
82.0,3.7,1.0,2.0,1.0
120.0,4.15,3.0,3.0,3.0
126.0,5.5,2.0,3.0,2.0
120.0,3.49,3.0,3.0,4.0
61.0,3.35,2.0,3.0,3.0
55.0,6.99,3.0,3.0,3.0
99.0,6.5,3.0,3.0,3.0
104.0,7.25,3.0,4.0,4.0
90.0,7.35,3.0,4.0,4.0
90.0,7.1,2.0,3.0,2.0
101.0,2.75,1.0,2.0,2.0
75.0,2.99,1.0,2.0,1.0
100.0,9.99,3.0,5.0,5.0
56.0,7.2,3.0,4.0,5.0
71.0,4.15,2.0,4.0,3.0
67.0,2.6,2.0,3.0,3.0
85.0,5.75,4.0,4.0,4.0
60.0,3.8,3.0,4.0,4.0
20.0,1.85,3.0,2.0,2.0
41.0,2.9,3.0,3.0,2.0
99.0,3.9,2.0,3.0,2.0
130.0,3.65,3.0,4.0,3.0
35.0,2.89,2.0,2.0,2.0
120.0,3.49,3.0,3.0,4.0
84.0,2.69,2.0,3.0,2.0
61.0,3.35,2.0,3.0,3.0
28.0,1.58,2.0,2.0,2.0
100.0,9.99,3.0,5.0,5.0
156.0,8.6,3.0,5.0,4.0
60.0,3.35,2.0,3.0,3.0
86.0,6.5,2.0,3.0,2.0
75.0,2.99,1.0,2.0,1.0
92.0,5.0,1.0,2.0,1.0
55.0,3.45,1.0,2.0,1.0
82.0,5.0,1.0,2.0,1.0
28.0,2.15,2.0,2.0,2.0
66.0,4.05,3.0,3.0,4.0
48.0,2.79,3.0,3.0,3.0
100.0,7.8,3.0,3.0,4.0
51.0,3.3,2.0,2.0,2.0
43.0,4.29,3.0,3.0,3.0
48.0,2.79,3.0,3.0,3.0
79.0,4.29,2.0,3.0,2.0
41.0,5.8,3.0,3.0,3.0
54.0,2.95,2.0,4.0,2.0
90.0,6.6,2.0,2.0,2.0
131.0,3.8,3.0,4.0,4.0
60.0,3.8,3.0,4.0,4.0
85.0,5.75,4.0,4.0,4.0
67.0,2.6,2.0,3.0,3.0
50.0,3.95,3.0,3.0,3.0
43.0,2.28,2.0,2.0,2.0
99.0,4.19,2.0,3.0,2.0
48.0,2.95,2.0,2.0,1.0
30.0,2.16,2.0,2.0,2.0
100.0,5.0,2.0,2.0,2.0
86.0,6.0,3.0,3.0,4.0
100.0,5.3,2.0,4.0,3.0
100.0,5.2,4.0,4.0,3.0
90.0,6.9,2.0,2.0,2.0
58.0,2.6,2.0,2.0,2.0
41.0,2.9,3.0,3.0,2.0
106.0,3.85,2.0,3.0,2.0
100.0,5.8,3.0,4.0,4.0
69.0,2.42,2.0,2.0,2.0
99.0,4.15,2.0,3.0,2.0
43.0,2.29,2.0,2.0,2.0
41.0,2.9,3.0,3.0,2.0
100.0,4.5,2.0,4.0,4.0
100.0,5.4,3.0,4.0,4.0
102.0,8.4,1.0,2.0,2.0
99.0,4.15,2.0,3.0,2.0
125.0,4.8,3.0,4.0,2.0
60.0,4.19,1.0,2.0,1.0
80.0,5.5,2.0,3.0,2.0
77.0,5.1,2.0,3.0,2.0
100.0,4.65,2.0,3.0,2.0
87.0,5.4,4.0,5.0,5.0
80.0,3.65,2.0,3.0,3.0
94.0,6.5,4.0,4.0,4.0
93.0,6.5,4.0,4.0,5.0
99.0,5.7,4.0,3.0,4.0
70.0,5.56,3.0,3.0,3.0
63.0,4.75,1.0,2.0,1.0
119.0,4.1,2.0,5.0,3.0
119.0,4.1,2.0,5.0,3.0
112.0,6.8,3.0,3.0,3.0
92.0,7.45,3.0,3.0,3.0
87.0,5.85,3.0,4.0,4.0
70.0,6.4,2.0,3.0,2.0
90.0,2.8,2.0,3.0,2.0
90.0,3.4,2.0,3.0,3.0
70.0,6.4,2.0,3.0,2.0
92.0,7.45,3.0,3.0,3.0
54.0,7.5,3.0,3.0,3.0
69.0,2.42,2.0,2.0,2.0
190.0,5.6,1.0,3.0,2.0
33.0,1.82,2.0,2.0,2.0
75.0,3.75,2.0,3.0,2.0
81.0,4.1,2.0,3.0,3.0
130.0,5.55,2.0,3.0,2.0
130.0,5.55,2.0,3.0,2.0
70.0,6.4,2.0,3.0,2.0
80.0,5.5,2.0,3.0,3.0
70.0,5.5,3.0,4.0,3.0
70.0,5.5,2.0,3.0,2.0
35.0,2.1,2.0,2.0,2.0
45.0,2.3,2.0,3.0,2.0
55.0,2.95,2.0,4.0,2.0
100.0,4.87,3.0,4.0,4.0
94.0,6.5,4.0,4.0,5.0
81.0,5.65,3.0,4.0,4.0
60.0,2.35,2.0,3.0,2.0
80.0,4.5,2.0,2.0,2.0
81.0,6.5,3.0,3.0,3.0
40.0,2.66,3.0,2.0,2.0
40.0,2.66,3.0,2.0,2.0
74.0,3.45,3.0,3.0,3.0
71.0,4.15,2.0,4.0,3.0
112.0,7.9,3.0,4.0,5.0
90.0,1.85,1.0,2.0,1.0
90.0,2.7,2.0,3.0,2.0
40.0,2.66,3.0,2.0,2.0
50.0,2.23,2.0,2.0,2.0
46.0,2.3,2.0,3.0,2.0
68.0,3.39,3.0,3.0,2.0
50.0,2.23,2.0,2.0,2.0
46.0,2.3,2.0,3.0,2.0
62.0,2.59,1.0,2.0,2.0
90.0,6.8,3.0,5.0,5.0
60.0,2.35,2.0,3.0,2.0
46.0,2.3,2.0,3.0,2.0
46.0,2.3,2.0,3.0,2.0
90.0,3.55,2.0,3.0,2.0
37.0,1.88,2.0,2.0,2.0
100.0,5.7,3.0,4.0,4.0
50.0,2.23,2.0,2.0,2.0
62.0,3.15,2.0,3.0,2.0
60.0,3.65,3.0,4.0,4.0
96.0,9.5,2.0,4.0,3.0
99.0,12.5,4.0,4.0,4.0
73.0,8.5,3.0,3.0,2.0
93.0,6.55,3.0,3.0,4.0
130.0,16.9,3.0,4.0,4.0
90.0,5.1,4.0,4.0,4.0
90.0,4.9,3.0,3.0,3.0
90.0,3.75,2.0,3.0,3.0
100.0,2.85,2.0,4.0,4.0
75.0,3.9,3.0,4.0,4.0
70.0,16.0,3.0,3.0,3.0
80.0,4.19,1.0,2.0,2.0
61.0,2.75,2.0,3.0,3.0
85.0,5.2,1.0,2.0,1.0
58.0,5.2,2.0,2.0,2.0
61.0,6.5,4.0,3.0,3.0
90.0,3.55,2.0,3.0,2.0
90.0,3.55,2.0,3.0,2.0
171.0,3.1,1.0,2.0,1.0
100.0,8.4,2.0,3.0,3.0
68.0,1.95,2.0,3.0,1.0
106.0,4.7,1.0,5.0,5.0
50.0,2.25,2.0,2.0,2.0
90.0,5.5,4.0,5.0,4.0
28.0,1.58,2.0,2.0,2.0
5.0,3.6,3.0,2.0,2.0
90.0,2.7,1.0,2.0,2.0
65.0,4.45,3.0,3.0,3.0
80.0,3.65,2.0,3.0,3.0
85.0,5.3,4.0,5.0,5.0
105.0,5.99,3.0,3.0,3.0
60.0,2.99,3.0,4.0,3.0
67.0,3.7,4.0,4.0,4.0
51.0,3.15,1.0,2.0,2.0
61.0,3.4,3.0,4.0,4.0
51.0,3.15,1.0,2.0,2.0
72.0,3.28,2.0,3.0,4.0
70.0,3.75,2.0,3.0,3.0
74.0,3.45,3.0,3.0,3.0
61.0,2.69,2.0,3.0,3.0
62.0,2.75,1.0,2.0,2.0
60.0,3.25,3.0,3.0,4.0
55.0,3.9,2.0,2.0,2.0
125.0,16.95,4.0,5.0,5.0
106.0,4.7,1.0,5.0,5.0
77.0,4.9,3.0,3.0,3.0
67.0,3.7,4.0,4.0,4.0
40.0,1.75,2.0,3.0,2.0
55.0,2.75,2.0,2.0,2.0
