area,price,num_of_stories,num_of_bedrooms,num_of_toilets
90.0,4.6,2.0,3.0,2.0
85.1,12.0,3.0,4.0,4.0
56.0,4.6,3.0,3.0,3.0
81.0,6.05,3.0,3.0,3.0
44.0,1.97,2.0,2.0,2.0
96.0,5.8,2.0,3.0,2.0
95.0,7.7,3.0,3.0,3.0
122.0,3.5,1.0,4.0,2.0
108.0,4.8,4.0,3.0,3.0
81.0,11.9,3.0,5.0,3.0
100.0,6.2,3.0,3.0,4.0
68.0,5.6,3.0,4.0,5.0
73.0,7.55,2.0,3.0,2.0
122.0,15.5,2.0,2.0,2.0
104.0,8.8,2.0,3.0,3.0
138.0,13.79,2.0,4.0,3.0
103.0,15.5,3.0,4.0,3.0
122.0,15.5,2.0,3.0,2.0
110.0,8.49,3.0,3.0,3.0
100.0,6.5,3.0,4.0,4.0
100.0,5.9,3.0,4.0,4.0
106.0,7.7,3.0,4.0,3.0
100.0,12.0,3.0,4.0,4.0
100.0,2.95,1.0,2.0,1.0
51.5,2.9,2.0,2.0,2.0
126.0,3.0,2.0,4.0,2.0
95.0,6.5,4.0,5.0,5.0
45.0,2.05,2.0,3.0,2.0
106.0,4.75,3.0,4.0,4.0
45.0,2.69,2.0,2.0,2.0
55.0,3.25,1.0,2.0,1.0
90.0,8.1,3.0,3.0,4.0
90.0,4.45,2.0,3.0,3.0
54.8,7.0,3.0,3.0,3.0
68.0,3.35,2.0,3.0,2.0
102.5,8.0,2.0,3.0,3.0
90.0,4.6,2.0,3.0,2.0
100.0,4.6,2.0,3.0,3.0
95.0,7.5,3.0,3.0,4.0
160.0,6.0,2.0,5.0,3.0
95.0,6.5,4.0,5.0,5.0
56.0,3.4,1.0,2.0,2.0
100.0,5.2,1.0,2.0,1.0
80.0,7.95,3.0,4.0,3.0
75.0,4.5,3.0,5.0,3.0
55.0,3.25,1.0,2.0,1.0
65.0,3.25,2.0,2.0,2.0
112.5,7.2,3.0,3.0,4.0
100.0,4.65,2.0,4.0,4.0
110.0,14.0,3.0,3.0,3.0
65.0,3.25,2.0,2.0,2.0
93.3,9.2,3.0,4.0,3.0
68.0,2.45,3.0,3.0,2.0
130.0,5.1,3.0,3.0,4.0
130.0,5.1,3.0,3.0,4.0
56.0,3.39,1.0,2.0,1.0
82.0,12.5,2.0,2.0,2.0
100.0,4.5,2.0,3.0,2.0
110.0,4.8,3.0,5.0,4.0
135.0,14.5,2.0,4.0,4.0
120.0,12.1,4.0,5.0,5.0
106.2,13.0,4.0,4.0,4.0
49.0,2.99,3.0,3.0,3.0
160.0,13.5,2.0,4.0,3.0
100.0,3.05,2.0,3.0,2.0
125.0,4.3,2.0,3.0,2.0
100.0,4.15,3.0,3.0,3.0
100.0,5.6,2.0,4.0,2.0
125.0,4.65,2.0,3.0,2.0
100.0,4.5,2.0,3.0,3.0
80.0,4.9,3.0,3.0,4.0
120.0,16.5,4.0,5.0,6.0
117.0,10.5,2.0,4.0,3.0
36.0,2.98,3.0,5.0,3.0
50.0,6.75,4.0,4.0,5.0
50.0,4.1,4.0,3.0,3.0
92.0,4.6,1.0,2.0,2.0
52.0,4.65,3.0,3.0,3.0
56.0,4.4,3.0,4.0,3.0
51.0,4.3,4.0,4.0,4.0
64.0,6.3,1.0,2.0,2.0
75.0,5.5,3.0,4.0,3.0
97.3,11.0,2.0,3.0,2.0
99.0,11.0,3.0,4.0,3.0
49.0,5.1,3.0,4.0,3.0
175.0,6.69,2.0,5.0,5.0
76.0,7.25,4.0,3.0,5.0
85.0,5.75,4.0,4.0,6.0
95.0,9.8,3.0,4.0,4.0
170.0,8.8,3.0,4.0,4.0
81.2,4.35,3.0,3.0,2.0
105.0,6.3,3.0,4.0,5.0
118.0,6.8,4.0,5.0,5.0
100.0,5.9,3.0,3.0,3.0
100.0,6.8,2.0,3.0,3.0
116.0,6.25,3.0,3.0,4.0
100.0,7.9,3.0,3.0,3.0
144.0,17.0,2.0,3.0,3.0
90.0,7.2,2.0,4.0,2.0
79.6,6.0,2.0,3.0,2.0
84.0,2.75,1.0,3.0,2.0
43.0,2.65,2.0,2.0,2.0
65.0,2.4,2.0,3.0,2.0
37.0,2.2,1.0,2.0,2.0
73.0,2.7,1.0,3.0,2.0
114.5,9.5,3.0,3.0,3.0
100.0,8.0,3.0,3.0,3.0
65.0,3.15,1.0,2.0,2.0
173.0,4.35,2.0,4.0,3.0
100.0,7.2,3.0,3.0,3.0
100.0,7.9,2.0,4.0,3.0
90.0,3.95,2.0,3.0,3.0
90.0,7.2,3.0,3.0,3.0
43.0,3.43,4.0,2.0,3.0
49.0,3.0,2.0,3.0,2.0
70.0,4.55,3.0,4.0,3.0
129.0,3.25,2.0,4.0,2.0
85.0,4.45,2.0,3.0,2.0
90.0,4.5,2.0,3.0,2.0
36.0,3.35,2.0,2.0,2.0
44.0,9.35,2.0,2.0,2.0
120.0,7.8,2.0,3.0,2.0
70.0,3.28,1.0,2.0,1.0
72.0,4.8,3.0,3.0,3.0
56.0,5.7,2.0,3.0,3.0
120.0,12.5,4.0,3.0,3.0
120.0,12.5,4.0,4.0,4.0
73.0,9.0,3.0,4.0,4.0
90.0,4.6,2.0,3.0,2.0
90.0,5.49,4.0,4.0,3.0
108.0,5.05,2.0,2.0,2.0
108.0,5.7,4.0,4.0,4.0
50.0,3.4,3.0,3.0,4.0
79.0,5.65,3.0,4.0,3.0
95.0,5.3,2.0,3.0,3.0
55.0,3.4,1.0,2.0,1.0
50.0,9.5,4.0,3.0,4.0
81.0,5.95,3.0,3.0,3.0
80.0,6.59,4.0,4.0,4.0
102.6,3.5,1.0,2.0,1.0
95.0,5.5,3.0,3.0,3.0
67.5,6.98,3.0,4.0,4.0
112.5,6.7,3.0,3.0,3.0
90.0,12.8,3.0,5.0,4.0
70.0,9.5,4.0,5.0,5.0
65.5,7.9,3.0,4.0,3.0
77.0,1.85,1.0,2.0,1.0
80.0,2.39,1.0,2.0,1.0
50.6,3.0,2.0,3.0,2.0
95.0,6.2,3.0,2.0,2.0
118.0,6.5,3.0,4.0,4.0
181.6,16.8,3.0,5.0,4.0
112.0,7.5,3.0,3.0,4.0
100.0,7.2,3.0,3.0,4.0
120.0,7.2,3.0,3.0,4.0
95.0,6.2,3.0,4.0,3.0
67.0,2.85,2.0,2.0,2.0
100.0,5.9,3.0,3.0,3.0
100.0,4.35,2.0,3.0,2.0
112.5,7.5,2.0,3.0,4.0
95.0,13.5,3.0,4.0,4.0
100.0,5.7,1.0,2.0,1.0
120.0,13.0,3.0,4.0,4.0
95.5,8.5,3.0,4.0,4.0
100.0,2.7,2.0,3.0,2.0
120.0,7.5,2.0,3.0,3.0
183.0,12.0,3.0,4.0,4.0
100.0,5.9,3.0,3.0,3.0
120.0,12.0,4.0,4.0,5.0
105.0,8.2,3.0,4.0,4.0
159.0,7.5,1.0,2.0,2.0
79.0,6.8,4.0,4.0,4.0
100.0,7.6,3.0,3.0,2.0
124.0,7.31,3.0,3.0,5.0
93.0,9.3,2.0,3.0,4.0
133.0,6.5,2.0,2.0,3.0
56.0,4.6,3.0,3.0,4.0
95.0,6.4,4.0,5.0,5.0
100.0,8.2,3.0,3.0,3.0
100.0,8.0,3.0,3.0,3.0
90.5,6.8,2.0,4.0,4.0
100.0,7.5,3.0,3.0,4.0
182.0,12.5,2.0,3.0,4.0
120.0,15.5,4.0,5.0,4.0
72.4,4.95,3.0,4.0,4.0
71.0,10.0,4.0,2.0,2.0
100.0,5.9,3.0,3.0,4.0
100.0,6.3,2.0,3.0,4.0
90.0,3.65,3.0,3.0,3.0
183.0,12.0,3.0,3.0,4.0
60.0,8.3,4.0,3.0,4.0
70.0,9.5,4.0,5.0,5.0
80.0,5.6,3.0,3.0,3.0
80.0,5.1,3.0,3.0,2.0
100.0,7.0,3.0,3.0,4.0
100.0,6.75,3.0,4.0,4.0
95.0,4.9,2.0,3.0,3.0
180.0,14.5,2.0,4.0,4.0
61.0,3.9,3.0,3.0,3.0
135.0,14.8,2.0,4.0,4.0
52.0,12.5,2.0,3.0,3.0
125.0,3.65,2.0,4.0,2.0
85.0,5.5,3.0,3.0,3.0
123.2,17.4,2.0,3.0,2.0
112.5,6.7,3.0,3.0,4.0
82.0,7.5,3.0,3.0,3.0
85.0,14.5,4.0,4.0,4.0
76.0,7.2,4.0,3.0,5.0
48.0,2.35,3.0,5.0,3.0
100.0,8.0,3.0,3.0,3.0
112.5,7.5,3.0,3.0,3.0
127.0,12.3,3.0,5.0,5.0
85.0,7.6,3.0,3.0,4.0
73.5,7.2,2.0,3.0,3.0
108.0,16.5,3.0,4.0,4.0
108.0,4.2,1.0,3.0,1.0
64.0,3.25,2.0,2.0,2.0
100.0,7.1,2.0,3.0,3.0
85.0,5.1,2.0,3.0,2.0
150.0,11.0,2.0,3.0,3.0
85.0,3.9,1.0,2.0,2.0
136.0,9.85,3.0,4.0,3.0
100.0,7.2,3.0,3.0,4.0
105.0,8.2,3.0,4.0,4.0
50.0,3.9,3.0,4.0,4.0
80.0,7.5,4.0,3.0,5.0
70.0,5.35,2.0,3.0,3.0
90.0,15.5,4.0,5.0,5.0
60.0,4.0,3.0,4.0,3.0
100.0,8.0,3.0,3.0,4.0
100.0,6.8,2.0,3.0,3.0
144.0,17.0,2.0,3.0,2.0
110.0,7.95,4.0,4.0,4.0
75.0,9.6,4.0,3.0,4.0
103.0,15.0,3.0,4.0,4.0
60.0,3.55,3.0,2.0,3.0
103.0,15.5,3.0,3.0,6.0
90.0,8.65,3.0,4.0,3.0
161.4,8.55,1.0,3.0,2.0
79.0,11.3,3.0,4.0,5.0
51.2,5.1,1.0,2.0,1.0
81.0,5.3,1.0,2.0,1.0
60.0,4.35,3.0,3.0,3.0
60.0,3.85,3.0,3.0,2.0
90.0,6.5,2.0,3.0,2.0
43.0,2.35,2.0,2.0,2.0
186.0,6.9,2.0,4.0,4.0
65.0,2.4,2.0,3.0,2.0
95.0,6.3,4.0,5.0,5.0
53.0,13.5,4.0,3.0,3.0
95.0,9.6,3.0,4.0,4.0
100.0,7.0,3.0,3.0,4.0
42.0,2.9,3.0,3.0,3.0
81.0,5.2,3.0,4.0,3.0
112.5,6.7,3.0,3.0,4.0
120.0,5.4,1.0,2.0,1.0
43.7,8.5,4.0,3.0,3.0
120.0,7.2,3.0,3.0,4.0
100.0,4.45,3.0,2.0,3.0
102.5,8.2,2.0,3.0,3.0
144.0,9.52,4.0,3.0,3.0
155.0,10.8,3.0,4.0,5.0
180.0,12.8,2.0,4.0,4.0
54.0,5.7,3.0,3.0,3.0
70.0,12.9,4.0,4.0,4.0
105.0,8.2,3.0,3.0,3.0
44.0,8.5,4.0,3.0,3.0
81.0,12.0,4.0,4.0,4.0
93.0,6.9,3.0,4.0,4.0
112.5,6.7,3.0,3.0,4.0
85.0,5.015,2.0,3.0,1.0
76.0,7.25,4.0,4.0,5.0
127.0,10.58,4.0,4.0,5.0
95.0,6.4,4.0,5.0,5.0
58.0,3.99,3.0,3.0,3.0
100.0,4.39,1.0,3.0,2.0
83.0,6.19,4.0,4.0,4.0
51.7,5.49,3.0,3.0,2.0
120.0,16.0,4.0,4.0,5.0
98.5,4.6,1.0,2.0,1.0
95.0,6.4,4.0,5.0,4.0
158.0,7.2,2.0,2.0,2.0
105.0,6.4,2.0,2.0,2.0
84.0,15.0,4.0,5.0,5.0
73.0,5.2,2.0,3.0,2.0
72.0,4.8,3.0,3.0,3.0
75.0,4.4,3.0,3.0,3.0
51.0,3.4,3.0,3.0,3.0
70.0,6.2,4.0,4.0,4.0
100.0,6.75,3.0,3.0,3.0
70.0,13.0,3.0,4.0,4.0
103.1,5.35,1.0,2.0,1.0
100.0,8.75,3.0,3.0,4.0
160.0,7.2,2.0,2.0,2.0
100.0,8.75,3.0,3.0,4.0
45.0,4.48,3.0,3.0,4.0
90.0,12.0,3.0,4.0,5.0
85.0,8.9,4.0,4.0,4.0
100.0,12.5,3.0,3.0,3.0
40.0,3.8,4.0,3.0,3.0
97.0,7.2,3.0,3.0,3.0
105.0,8.2,3.0,4.0,4.0
51.0,4.1,3.0,3.0,3.0
100.0,7.5,3.0,3.0,3.0
68.0,6.75,2.0,3.0,3.0
83.0,15.2,4.0,5.0,4.0
90.0,5.39,3.0,3.0,4.0
150.0,7.5,3.0,4.0,4.0
80.0,5.6,3.0,3.0,3.0
140.0,7.2,2.0,4.0,2.0
158.0,7.2,2.0,3.0,3.0
72.0,5.6,3.0,3.0,3.0
100.0,5.3,1.0,2.0,2.0
105.0,8.2,3.0,3.0,3.0
85.0,2.75,2.0,2.0,2.0
100.0,4.6,2.0,4.0,4.0
105.0,8.2,3.0,4.0,4.0
110.0,5.09,3.0,3.0,3.0
112.5,6.6,3.0,4.0,4.0
90.0,7.0,2.0,4.0,2.0
138.0,2.65,2.0,3.0,2.0
110.0,10.0,1.0,2.0,2.0
125.0,5.75,3.0,3.0,3.0
70.0,7.3,3.0,3.0,3.0
90.0,5.9,3.0,3.0,3.0
100.0,6.1,3.0,3.0,4.0
90.0,7.8,1.0,2.0,2.0
75.0,5.5,2.0,3.0,3.0
80.0,8.5,4.0,5.0,5.0
90.0,13.5,4.0,4.0,3.0
40.0,2.2,2.0,2.0,2.0
158.0,7.2,2.0,3.0,2.0
83.0,8.6,3.0,4.0,4.0
100.0,13.9,4.0,4.0,4.0
80.0,8.5,2.0,3.0,3.0
90.0,6.85,1.0,5.0,4.0
100.0,6.0,3.0,3.0,3.0
40.0,2.95,2.0,2.0,2.0
100.0,6.8,2.0,3.0,3.0
90.0,3.4,2.0,3.0,2.0
75.0,2.8,1.0,2.0,1.0
94.0,12.8,3.0,3.0,4.0
97.5,9.4,3.0,4.0,4.0
90.0,4.6,2.0,3.0,2.0
182.5,15.5,3.0,4.0,5.0
138.0,13.0,2.0,5.0,3.0
90.0,4.5,2.0,3.0,2.0
52.0,5.5,3.0,3.0,3.0
41.1,6.3,3.0,3.0,3.0
125.0,7.5,3.0,3.0,3.0
51.6,9.7,3.0,4.0,4.0
132.0,12.0,3.0,3.0,3.0
180.0,14.5,2.0,5.0,5.0
100.0,4.89,3.0,3.0,3.0
144.0,13.49,3.0,3.0,3.0
73.0,5.0,3.0,4.0,4.0
90.0,5.5,4.0,4.0,3.0
127.0,13.8,3.0,5.0,5.0
75.0,7.4,4.0,5.0,4.0
56.3,4.35,1.0,2.0,2.0
107.0,5.6,1.0,2.0,1.0
120.0,16.0,4.0,5.0,4.0
56.0,2.83,2.0,2.0,2.0
60.0,2.8,2.0,3.0,2.0
55.0,3.15,2.0,3.0,2.0
125.0,7.75,2.0,3.0,3.0
80.0,7.3,3.0,4.0,3.0
70.0,5.5,3.0,3.0,4.0
62.3,2.48,2.0,2.0,2.0
128.5,13.0,2.0,2.0,2.0
48.0,2.59,2.0,2.0,2.0
125.0,7.79,2.0,3.0,3.0
82.0,5.2,2.0,2.0,2.0
95.0,7.69,3.0,3.0,3.0
75.0,4.8,1.0,2.0,2.0
100.0,7.5,2.0,2.0,2.0
79.3,7.2,3.0,4.0,4.0
67.4,7.0,2.0,3.0,2.0
60.0,5.0,1.0,2.0,2.0
80.0,4.5,2.0,2.0,2.0
76.5,7.2,2.0,2.0,3.0
76.0,7.25,4.0,3.0,5.0
76.0,7.25,4.0,4.0,5.0
150.0,10.0,2.0,3.0,3.0
93.0,9.3,3.0,3.0,3.0
95.0,7.1,3.0,4.0,3.0
155.0,11.0,3.0,4.0,4.0
180.0,15.0,2.0,4.0,5.0
100.0,10.3,2.0,3.0,2.0
90.0,7.2,2.0,3.0,2.0
89.0,5.8,3.0,4.0,3.0
50.0,2.55,2.0,2.0,2.0
100.0,9.0,3.0,4.0,3.0
100.0,3.0,2.0,2.0,1.0
55.0,2.65,2.0,2.0,2.0
105.0,4.2,3.0,4.0,4.0
110.0,5.7,3.0,3.0,4.0
96.0,3.5,1.0,2.0,2.0
48.0,2.7,1.0,2.0,1.0
100.0,3.65,2.0,3.0,3.0
75.0,7.8,2.0,3.0,2.0
80.0,3.0,1.0,2.0,2.0
130.0,14.0,3.0,3.0,3.0
125.0,5.5,3.0,5.0,5.0
81.0,5.5,3.0,3.0,3.0
125.0,6.85,4.0,4.0,5.0
105.0,2.79,2.0,3.0,2.0
75.0,7.25,4.0,4.0,4.0
60.0,5.0,1.0,3.0,2.0
76.0,7.25,4.0,4.0,4.0
161.6,2.95,2.0,2.0,1.0
91.5,6.5,3.0,4.0,4.0
180.0,12.7,3.0,4.0,5.0
51.0,5.5,2.0,2.0,2.0
56.0,6.85,3.0,3.0,4.0
144.0,16.99,2.0,4.0,5.0
62.0,6.69,2.0,3.0,2.0
56.0,4.49,1.0,2.0,2.0
102.0,8.5,3.0,3.0,3.0
118.0,6.8,4.0,4.0,4.0
100.0,4.25,2.0,3.0,2.0
108.0,16.67,3.0,5.0,5.0
109.0,6.0,3.0,3.0,2.0
76.0,7.25,4.0,3.0,5.0
144.0,9.4,2.0,2.0,2.0
100.0,6.1,3.0,3.0,3.0
75.0,4.3,3.0,4.0,3.0
100.0,8.2,4.0,4.0,4.0
107.5,7.6,3.0,3.0,3.0
125.0,7.7,2.0,3.0,3.0
92.5,6.0,1.0,2.0,1.0
100.0,4.99,2.0,2.0,2.0
112.5,7.5,3.0,3.0,4.0
107.5,5.6,1.0,2.0,1.0
95.0,6.4,4.0,5.0,5.0
72.0,5.75,3.0,3.0,4.0
100.0,6.75,3.0,4.0,4.0
71.3,5.0,1.0,2.0,2.0
100.0,6.5,3.0,4.0,4.0
144.0,17.0,3.0,3.0,3.0
180.0,14.5,2.0,3.0,2.0
100.0,5.8,3.0,3.0,3.0
108.0,15.8,3.0,4.0,3.0
122.0,7.7,3.0,4.0,5.0
105.0,4.55,2.0,3.0,3.0
100.0,3.9,2.0,4.0,2.0
160.0,6.5,3.0,4.0,5.0
105.0,5.49,2.0,3.0,3.0
129.2,13.8,3.0,3.0,4.0
90.0,2.15,2.0,3.0,2.0
100.0,6.7,3.0,4.0,3.0
75.0,4.25,2.0,3.0,2.0
112.5,7.4,3.0,4.0,5.0
92.5,7.65,4.0,4.0,3.0
44.0,8.5,4.0,3.0,3.0
130.0,13.5,3.0,4.0,4.0
126.0,7.95,2.0,3.0,3.0
60.0,1.45,2.0,3.0,2.0
134.0,13.4,1.0,4.0,4.0
93.0,9.5,2.0,2.0,3.0
55.0,6.95,3.0,3.0,3.0
50.0,6.7,4.0,4.0,3.0
159.3,9.0,3.0,3.0,3.0
70.0,5.4,2.0,3.0,3.0
93.0,6.99,3.0,4.0,5.0
92.5,6.0,1.0,2.0,1.0
80.0,3.95,1.0,2.0,1.0
100.0,6.0,2.0,5.0,5.0
100.0,6.75,3.0,4.0,3.0
100.0,4.25,2.0,3.0,2.0
160.0,14.0,2.0,3.0,3.0
121.0,5.7,2.0,3.0,3.0
50.0,4.05,4.0,4.0,4.0
75.0,5.5,3.0,3.0,4.0
136.6,5.35,3.0,4.0,4.0
68.0,5.6,3.0,4.0,5.0
90.0,6.5,2.0,3.0,2.0
162.0,8.55,2.0,3.0,3.0
125.0,4.8,3.0,4.0,3.0
59.6,4.5,2.0,3.0,1.0
122.5,7.6,3.0,4.0,6.0
170.1,13.2,2.0,3.0,2.0
170.1,13.2,2.0,3.0,2.0
115.0,10.5,2.0,4.0,4.0
70.0,5.5,3.0,3.0,3.0
90.0,3.75,3.0,3.0,3.0
99.0,5.7,4.0,3.0,3.0
158.42,12.5,2.0,3.0,3.0
98.0,7.8,3.0,4.0,3.0
105.5,3.75,2.0,2.0,2.0
132.6,8.5,2.0,3.0,2.0
56.0,4.65,3.0,3.0,3.0
41.8,2.85,3.0,3.0,3.0
116.5,8.2,3.0,5.0,3.0
92.4,5.75,2.0,3.0,2.0
100.0,6.9,4.0,5.0,5.0
142.5,7.5,1.0,5.0,4.0
42.0,3.5,3.0,3.0,3.0
125.0,6.2,1.0,3.0,2.0
57.3,4.1,3.0,3.0,2.0
60.0,5.6,3.0,3.0,3.0
140.0,6.4,2.0,2.0,2.0
144.0,17.0,2.0,4.0,4.0
108.0,16.2,3.0,4.0,5.0
43.0,3.7,2.0,2.0,2.0
50.0,3.25,3.0,3.0,3.0
85.0,5.95,2.0,3.0,3.0
85.0,5.57,3.0,3.0,3.0
76.0,12.3,2.0,4.0,3.0
50.0,2.5,2.0,2.0,2.0
82.0,2.65,2.0,2.0,2.0
100.0,2.65,1.0,2.0,1.0
88.0,3.65,1.0,3.0,1.0
100.0,2.9,2.0,3.0,2.0
110.0,3.79,3.0,3.0,3.0
100.0,4.85,1.0,2.0,2.0
107.0,4.2,2.0,5.0,4.0
30.0,2.15,3.0,3.0,2.0
48.0,4.3,3.0,3.0,3.0
40.0,1.95,2.0,2.0,2.0
100.0,4.95,3.0,3.0,3.0
150.0,4.5,2.0,4.0,3.0
82.0,2.65,2.0,2.0,2.0
40.0,1.95,2.0,2.0,2.0
48.0,4.3,3.0,3.0,3.0
82.0,2.65,2.0,2.0,2.0
109.0,6.9,1.0,2.0,1.0
54.0,5.4,4.0,4.0,4.0
188.0,10.5,1.0,5.0,5.0
88.0,12.7,4.0,4.0,4.0
65.0,7.5,4.0,5.0,5.0
60.0,13.9,4.0,4.0,5.0
118.0,6.3,2.0,3.0,2.0
90.0,5.45,4.0,4.0,3.0
40.0,2.75,2.0,3.0,2.0
100.0,6.5,2.0,3.0,3.0
50.0,3.7,4.0,5.0,2.0
66.0,4.75,4.0,4.0,4.0
66.0,4.75,4.0,4.0,4.0
73.0,4.48,2.0,3.0,3.0
48.0,2.35,3.0,5.0,3.0
73.0,4.48,2.0,3.0,3.0
63.0,2.58,2.0,3.0,2.0
63.0,2.58,2.0,3.0,2.0
55.0,5.59,3.0,3.0,3.0
50.0,3.55,3.0,3.0,3.0
55.0,5.59,3.0,3.0,3.0
105.0,8.2,3.0,4.0,4.0
100.0,6.75,3.0,4.0,4.0
95.0,6.5,1.0,2.0,1.0
80.0,8.3,3.0,4.0,4.0
93.0,5.55,1.0,2.0,1.0
50.0,2.68,2.0,2.0,2.0
50.0,2.68,2.0,2.0,2.0
140.0,12.3,3.0,4.0,4.0
66.0,4.75,4.0,4.0,4.0
85.0,3.99,2.0,3.0,2.0
45.0,4.58,3.0,3.0,3.0
45.0,4.58,3.0,3.0,3.0
52.0,4.4,3.0,3.0,3.0
160.0,16.0,4.0,5.0,5.0
90.0,5.5,4.0,4.0,4.0
40.0,2.85,2.0,2.0,2.0
72.0,5.75,4.0,4.0,5.0
72.0,5.75,4.0,4.0,5.0
61.0,3.2,3.0,3.0,3.0
55.0,3.5,1.0,2.0,1.0
55.0,3.5,1.0,2.0,1.0
65.0,2.1,1.0,2.0,2.0
45.0,2.65,1.0,2.0,2.0
130.0,2.99,1.0,2.0,1.0
100.0,6.75,3.0,4.0,3.0
100.0,6.75,3.0,4.0,3.0
112.0,6.45,3.0,3.0,4.0
60.0,2.85,2.0,3.0,2.0
80.0,3.25,3.0,3.0,4.0
61.0,3.5,3.0,5.0,5.0
72.0,8.99,4.0,3.0,4.0
28.0,1.58,2.0,2.0,2.0
55.0,4.2,2.0,3.0,2.0
72.0,5.75,3.0,3.0,4.0
111.0,6.45,3.0,3.0,3.0
80.0,7.0,3.0,3.0,3.0
35.0,2.45,2.0,2.0,2.0
55.0,3.8,1.0,2.0,1.0
50.0,2.35,3.0,5.0,3.0
61.0,3.5,3.0,5.0,5.0
67.0,2.45,2.0,2.0,2.0
50.0,2.35,3.0,5.0,3.0
130.0,2.99,1.0,2.0,1.0
35.0,2.45,2.0,2.0,2.0
67.0,3.9,2.0,3.0,2.0
100.0,10.5,3.0,4.0,4.0
41.0,3.45,3.0,3.0,2.0
51.0,4.15,3.0,3.0,3.0
100.0,4.25,2.0,3.0,3.0
62.0,5.1,3.0,3.0,3.0
70.0,5.65,3.0,4.0,3.0
72.0,9.99,4.0,3.0,4.0
50.0,3.3,2.0,3.0,2.0
70.0,5.95,2.0,3.0,2.0
90.0,6.8,3.0,5.0,5.0
70.0,5.95,2.0,3.0,2.0
40.0,2.2,2.0,2.0,2.0
105.0,8.2,3.0,4.0,4.0
100.0,10.0,3.0,4.0,4.0
70.0,4.9,3.0,4.0,3.0
82.0,8.4,3.0,3.0,3.0
87.0,5.7,2.0,3.0,2.0
68.0,3.34,2.0,2.0,2.0
51.0,3.6,3.0,3.0,3.0
94.0,7.9,3.0,5.0,4.0
85.0,11.4,3.0,4.0,4.0
68.0,3.85,2.0,2.0,2.0
71.0,2.8,2.0,2.0,2.0
82.0,5.4,2.0,2.0,2.0
95.0,6.35,2.0,2.0,2.0
65.0,3.25,2.0,2.0,2.0
26.0,1.75,2.0,2.0,2.0
71.0,2.8,2.0,2.0,2.0
96.0,5.3,3.0,5.0,5.0
78.0,4.65,3.0,3.0,3.0
77.0,3.8,2.0,3.0,2.0
75.0,4.55,2.0,3.0,2.0
95.0,8.0,3.0,3.0,3.0
77.0,3.55,2.0,2.0,2.0
48.0,4.6,3.0,2.0,2.0
38.0,2.75,2.0,3.0,2.0
50.0,3.55,3.0,3.0,3.0
56.0,4.67,3.0,2.0,2.0
26.0,1.75,2.0,2.0,2.0
46.0,1.92,3.0,2.0,2.0
84.0,3.49,3.0,3.0,2.0
45.0,2.65,2.0,2.0,2.0
30.0,1.98,2.0,2.0,2.0
77.0,3.8,2.0,3.0,2.0
130.0,2.99,1.0,2.0,1.0
65.0,3.45,2.0,2.0,2.0
106.0,3.85,2.0,3.0,2.0
82.0,5.4,2.0,2.0,2.0
50.0,3.55,3.0,3.0,3.0
50.0,2.3,2.0,2.0,2.0
50.0,2.3,2.0,2.0,2.0
60.0,2.85,2.0,3.0,2.0
130.0,6.3,3.0,3.0,3.0
105.0,3.5,2.0,3.0,2.0
105.0,3.5,2.0,3.0,2.0
54.0,2.95,2.0,4.0,2.0
85.0,2.39,2.0,2.0,1.0
100.0,6.75,3.0,4.0,3.0
86.0,6.3,3.0,3.0,4.0
26.0,1.75,2.0,2.0,2.0
112.0,2.75,1.0,3.0,2.0
19.0,1.29,2.0,2.0,2.0
68.0,3.2,1.0,2.0,1.0
50.0,3.7,4.0,5.0,2.0
110.0,4.5,1.0,3.0,3.0
64.0,3.25,2.0,3.0,2.0
72.0,5.75,4.0,4.0,5.0
65.0,3.85,3.0,3.0,3.0
58.0,2.85,2.0,2.0,1.0
58.0,2.85,1.0,2.0,1.0
50.0,3.95,3.0,3.0,2.0
50.0,3.95,3.0,3.0,2.0
58.0,2.85,1.0,2.0,1.0
56.0,4.15,3.0,3.0,3.0
45.0,3.5,4.0,3.0,4.0
50.0,3.85,3.0,3.0,2.0
72.0,3.3,2.0,3.0,2.0
72.0,3.3,2.0,3.0,2.0
150.0,7.1,3.0,3.0,3.0
81.0,5.3,3.0,3.0,3.0
90.0,3.9,2.0,3.0,2.0
112.0,3.95,2.0,3.0,3.0
118.0,14.0,4.0,5.0,5.0
112.0,3.95,2.0,3.0,3.0
90.0,6.8,3.0,5.0,5.0
70.0,4.8,3.0,4.0,4.0
65.0,2.65,2.0,2.0,2.0
108.0,14.7,3.0,3.0,3.0
46.0,1.95,3.0,2.0,2.0
60.0,8.5,2.0,3.0,3.0
81.0,5.35,3.0,4.0,4.0
26.0,1.75,2.0,2.0,2.0
105.0,4.3,2.0,3.0,2.0
100.0,10.5,2.0,3.0,3.0
26.0,1.75,2.0,2.0,2.0
64.0,3.29,2.0,3.0,3.0
54.0,2.95,2.0,2.0,2.0
125.0,6.2,1.0,2.0,1.0
87.0,2.89,2.0,3.0,2.0
87.0,2.89,2.0,3.0,2.0
52.0,3.2,2.0,2.0,2.0
90.0,6.1,3.0,3.0,3.0
99.0,5.25,2.0,2.0,2.0
52.0,3.2,2.0,2.0,2.0
82.0,5.45,2.0,2.0,2.0
70.0,5.65,3.0,4.0,3.0
