price,area,road_width,floors,bedroom,loc,garage
": 7,4 tỷ","64 m
2","7,5m",4 lầu,5 phòng ngủ,"Đường An Nhơn 4, Phường Thọ Quang, Quận Sơn Trà,",chỗ để xe
": 23,2 tỷ","150 m
2",10m,6 lầu,14 phòng ngủ,"Đường Phan Châu Trinh, Phường Hải Châu I, Quận Hải Châu,",chỗ để xe
": 2,3 tỷ","52 m
2",5m,2 lầu,2 phòng ngủ,"Đường Ông Ích Đường, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 3,6 tỷ","75 m
2",3m,2 lầu,2 phòng ngủ,"Đường Phan Châu Trinh, Phường Bình Hiên, Quận Hải Châu,",0
": 3,5 tỷ","80 m
2",3m,2 lầu,2 phòng ngủ,"Đường Nguyễn Văn Linh, Phường Bình Hiên, Quận Hải Châu,",0
": 5,68 tỷ","112 m
2",3m,2 lầu,3 phòng ngủ,"Đường Hoàng Diệu, Phường Bình Hiên, Quận Hải Châu,",0
": 3,6 tỷ","64 m
2",3m,3 lầu,3 phòng ngủ,"Đường Phạm Nhữ Tăng, Phường Hòa Khê, Quận Thanh Khê,",0
: 16 tỷ,"260 m
2",7m,1 lầu,3 phòng ngủ,"Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
: 4 tỷ,"70 m
2",4m,3 lầu,4 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 2,6 tỷ","70 m
2",3m,2 lầu,3 phòng ngủ,"Đường Trường Chinh, Phường An Khê, Quận Thanh Khê,",0
": 2,95 tỷ","80 m
2",3m,2 lầu,2 phòng ngủ,"Đường Trường Chinh, Phường An Khê, Quận Thanh Khê,",0
": 2,7 tỷ","60 m
2",7m,1 lầu,2 phòng ngủ,"Đường Nguyễn Như Hạnh, Phường Hòa Minh, Quận Liên Chiểu,",0
": 3,85 tỷ","75 m
2",3m,2 lầu,3 phòng ngủ,"Đường Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 2,85 tỷ","90 m
2",5m,2 lầu,3 phòng ngủ,"Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 4,5 tỷ","80 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu,",chỗ để xe
": 4,5 tỷ","100 m
2",3m,2 lầu,3 phòng ngủ,"Đường Đặng Thai Mai, Phường Thạc Gián, Quận Thanh Khê,",0
": 2,2 tỷ","36 m
2",3m,2 lầu,2 phòng ngủ,"Đường Hoàng Diệu, Phường Bình Hiên, Quận Hải Châu,",0
": 3,6 tỷ","55 m
2",5m,3 lầu,3 phòng ngủ,"Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu,",0
": 3,8 tỷ","55 m
2",3m,3 lầu,3 phòng ngủ,"Đường Châu Thượng Văn, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 3,9 tỷ","45 m
2",3m,3 lầu,3 phòng ngủ,"Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 3,9 tỷ","90 m
2",4m,1 lầu,2 phòng ngủ,"Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu,",chỗ để xe
: 6 tỷ,"80 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Duy Tân, Phường Hòa Thuận Đông, Quận Hải Châu,",chỗ để xe
": 15,5 tỷ","147 m
2",10m,2 lầu,3 phòng ngủ,"Đường Mai Thúc Lân, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 3,1 tỷ","60 m
2",3m,2 lầu,3 phòng ngủ,"Đường Trần Xuân Lê, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 3,1 tỷ","51 m
2","2,5m",2 lầu,3 phòng ngủ,"Đường Hùng Vương, Phường Hải Châu I, Quận Hải Châu,",0
": 4,3 tỷ","98 m
2",4m,2 lầu,3 phòng ngủ,"Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu,",chỗ để xe
": 3,3 tỷ","100 m
2",4m,2 lầu,3 phòng ngủ,"Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",0
": 2,9 tỷ","70 m
2",4m,2 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Hòa Khê, Quận Thanh Khê,",0
": 6,7 tỷ","100 m
2",6m,3 lầu,4 phòng ngủ,"Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu,",chỗ để xe
": 3,35 tỷ","127 m
2",3m,1 lầu,3 phòng ngủ,"Đường Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà,",chỗ để xe
: 8 tỷ,"100 m
2",10m,3 lầu,4 phòng ngủ,"Đường Khúc Hạo, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 7,7 tỷ","125 m
2","7,5m",1 lầu,3 phòng ngủ,"Đường Nguyễn Khánh Toàn, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 3,5 tỷ","72 m
2",5m,2 lầu,3 phòng ngủ,"Đường Cẩm Bắc, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",0
": 12,9 tỷ","120 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Tiên Sơn 8, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 6,4 tỷ","85 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường An Hải 20, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 7,7 tỷ","90 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Tiên Sơn 8, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 3,6 tỷ","100 m
2",5m,2 lầu,3 phòng ngủ,"Đường Cẩm Bắc 9, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 6,6 tỷ","90 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Nguyễn Cư Trinh, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 5,4 tỷ","80 m
2",4m,3 lầu,4 phòng ngủ,"Đường Lê Cơ, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 5,4 tỷ","100 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Lương Văn Can, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 5,95 tỷ","95 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Đoàn Khuê, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 10,5 tỷ","105 m
2","7,5m",4 lầu,4 phòng ngủ,"Đường Phạm Cự Lượng, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 4,7 tỷ","100 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Nguyễn Thượng Hiền, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 5,9 tỷ","100 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Đỗ Thúc Tịnh, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
: 8 tỷ,"100 m
2",10m,3 lầu,4 phòng ngủ,"Đường Khúc Hạo, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 7,7 tỷ","125 m
2","7,5m",1 lầu,3 phòng ngủ,"Đường Nguyễn Khánh Toàn, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 7,7 tỷ","90 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Tiên Sơn 8, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 3,5 tỷ","72 m
2",5m,2 lầu,3 phòng ngủ,"Đường Cẩm Bắc, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",0
": 3,6 tỷ","100 m
2",5m,2 lầu,3 phòng ngủ,"Đường Cẩm Bắc 9, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 6,4 tỷ","85 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường An Hải 20, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 12,9 tỷ","120 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Tiên Sơn 8, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 4,05 tỷ","75 m
2",4m,2 lầu,3 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,",0
": 3,6 tỷ","60 m
2",3m,2 lầu,2 phòng ngủ,"Đường Phan Châu Trinh, Phường Bình Hiên, Quận Hải Châu,",0
": 4,55 tỷ","90 m
2",3m,2 lầu,3 phòng ngủ,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
": 2,3 tỷ","52 m
2",5m,2 lầu,2 phòng ngủ,"Đường Ông Ích Đường, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 3,4 tỷ","52 m
2",3m,4 lầu,3 phòng ngủ,"Đường Trường Chinh, Phường An Khê, Quận Thanh Khê,",chỗ để xe
": 4,15 tỷ","81 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Đỗ Thúc Tịnh, Phường Khuê Trung, Quận Cẩm Lệ,",0
: 4 tỷ,"75 m
2",3m,3 lầu,3 phòng ngủ,"Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu,",0
": 2,85 tỷ","132 m
2",3m,1 lầu,7 phòng ngủ,"Đường Âu Cơ, Phường Hòa Hiệp Bắc, Quận Liên Chiểu,",0
": 3,6 tỷ","64 m
2",3m,3 lầu,3 phòng ngủ,"Đường Phạm Nhữ Tăng, Phường Hòa Khê, Quận Thanh Khê,",0
": 3,85 tỷ","60 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Hòa Minh 3, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
": 10,5 tỷ","120 m
2","5,5m",3 lầu,5 phòng ngủ,"Đường Tiên Sơn 8, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 2,95 tỷ","120 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Huỳnh Tịnh Của, Xã Hòa Châu, Huyện Hòa Vang,",chỗ để xe
": 2,95 tỷ","66 m
2",4m,2 lầu,3 phòng ngủ,"Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 2,4 tỷ","80 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Nguyễn Nhàn, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",0
": 5,59 tỷ","70 m
2",4m,4 lầu,4 phòng ngủ,"Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,",0
: 6 tỷ,"125 m
2","7,5m",2 lầu,2 phòng ngủ,"Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
: 16 tỷ,"138 m
2",10m,3 lầu,4 phòng ngủ,"Đường Mai Thúc Lân, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
: 16 tỷ,"100 m
2",10m,5 lầu,5 phòng ngủ,"Đường Phan Đăng Lưu, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 14,2 tỷ","100 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Huỳnh Thúc Kháng, Phường Nam Dương, Quận Hải Châu,",0
": 9,2 tỷ","100 m
2",10m,3 lầu,4 phòng ngủ,"Đường Lương Định Của, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 13,5 tỷ","100 m
2",10m,7 lầu,14 phòng ngủ,"Đường Lương Định Của, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 6,2 tỷ","90 m
2",10m,3 lầu,13 phòng ngủ,"Đường Dương Quảng Hàm, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 7,4 tỷ","64 m
2","7,5m",4 lầu,5 phòng ngủ,"Đường An Nhơn 4, Phường Thọ Quang, Quận Sơn Trà,",chỗ để xe
": 23,2 tỷ","150 m
2",10m,6 lầu,14 phòng ngủ,"Đường Phan Châu Trinh, Phường Hải Châu I, Quận Hải Châu,",chỗ để xe
": 5,75 tỷ","100 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Hòa An 5, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
: 16 tỷ,"100 m
2",10m,5 lầu,5 phòng ngủ,"Đường Phan Đăng Lưu, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
: 18 tỷ,"150 m
2",10m,3 lầu,3 phòng ngủ,"Đường Mai Thúc Lân, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 10,9 tỷ","60 m
2",7m,4 lầu,4 phòng ngủ,"Đường Nguyễn Chí Thanh, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 4,1 tỷ","100 m
2",7m,2 lầu,3 phòng ngủ,"Đường Cẩm Bắc 9, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 4,5 tỷ","60 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Trần Xuân Lê, Phường Hòa Khê, Quận Thanh Khê,",0
": 15,5 tỷ","71 m
2","7,5m",4 lầu,4 phòng ngủ,"Đường Trần Bình Trọng, Phường Nam Dương, Quận Hải Châu,",0
": 3,9 tỷ","100 m
2","5,5m",2 lầu,2 phòng ngủ,"Đường Đào Doãn Địch, Phường Hòa Minh, Quận Liên Chiểu,",0
": 10,5 tỷ","120 m
2","5,5m",3 lầu,5 phòng ngủ,"Đường Tiên Sơn 8, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 3,85 tỷ","60 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Hòa Minh 3, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
": 3,8 tỷ","80 m
2",7m,2 lầu,3 phòng ngủ,"Đường Nguyễn Địa Lô, Phường Nại Hiên Đông, Quận Sơn Trà,",chỗ để xe
": 7,5 tỷ","125 m
2",10m,3 lầu,3 phòng ngủ,"Đường Khúc Hạo, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 2,95 tỷ","120 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Huỳnh Tịnh Của, Xã Hòa Châu, Huyện Hòa Vang,",chỗ để xe
": 4,05 tỷ","75 m
2",4m,2 lầu,3 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,",0
": 3,4 tỷ","52 m
2",3m,4 lầu,3 phòng ngủ,"Đường Trường Chinh, Phường An Khê, Quận Thanh Khê,",chỗ để xe
": 4,15 tỷ","81 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Đỗ Thúc Tịnh, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 3,6 tỷ","60 m
2",3m,2 lầu,2 phòng ngủ,"Đường Phan Châu Trinh, Phường Bình Hiên, Quận Hải Châu,",0
": 4,55 tỷ","90 m
2",3m,2 lầu,3 phòng ngủ,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
": 2,3 tỷ","52 m
2",5m,2 lầu,2 phòng ngủ,"Đường Ông Ích Đường, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
: 4 tỷ,"75 m
2",3m,3 lầu,3 phòng ngủ,"Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu,",0
": 2,85 tỷ","132 m
2",3m,1 lầu,7 phòng ngủ,"Đường Âu Cơ, Phường Hòa Hiệp Bắc, Quận Liên Chiểu,",0
": 3,6 tỷ","64 m
2",3m,3 lầu,3 phòng ngủ,"Đường Phạm Nhữ Tăng, Phường Hòa Khê, Quận Thanh Khê,",0
": 4,5 tỷ","60 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Trần Xuân Lê, Phường Hòa Khê, Quận Thanh Khê,",0
: 16 tỷ,"100 m
2",10m,5 lầu,5 phòng ngủ,"Đường Phan Đăng Lưu, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 15,5 tỷ","71 m
2","7,5m",4 lầu,4 phòng ngủ,"Đường Trần Bình Trọng, Phường Nam Dương, Quận Hải Châu,",0
": 10,5 tỷ","183 m
2",30m,2 lầu,1 phòng ngủ,"Đường Nguyễn Lương Bằng, Phường Hòa Hiệp Nam, Quận Liên Chiểu,",0
": 5,1 tỷ","100 m
2",6m,1 lầu,2 phòng ngủ,"Đường Hoàng Văn Thái, Phường Hòa Hiệp Nam, Quận Liên Chiểu,",0
": 5,1 tỷ","100 m
2",6m,1 lầu,2 phòng ngủ,"Đường Hoàng Văn Thái, Phường Hòa Hiệp Nam, Quận Liên Chiểu,",0
": 10,5 tỷ","183 m
2",30m,2 lầu,1 phòng ngủ,"Đường Nguyễn Lương Bằng, Phường Hòa Hiệp Nam, Quận Liên Chiểu,",0
": 12,5 tỷ","170 m
2",30m,3 lầu,3 phòng ngủ,"Đường Tôn Đức Thắng, Phường Hòa Khánh Nam, Quận Liên Chiểu,",0
": 6,3 tỷ","105 m
2",5m,2 lầu,3 phòng ngủ,"Đường Thi Sách, Phường Hòa Thuận Tây, Quận Hải Châu,",0
": 12,5 tỷ","170 m
2",33m,3 lầu,3 phòng ngủ,"Đường Tôn Đức Thắng, Phường Hòa Khánh Nam, Quận Liên Chiểu,",0
": 6,55 tỷ","92 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Nguyễn Thúy, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
": 14,5 tỷ","170 m
2",30m,3 lầu,3 phòng ngủ,"Đường Tôn Đức Thắng, Phường Hòa Hiệp Nam, Quận Liên Chiểu,",0
": 8,5 tỷ","125 m
2",4m,1 lầu,2 phòng ngủ,"Đường Nguyễn Văn Thoại, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
: 20 tỷ,"193 m
2","7,5m",4 lầu,6 phòng ngủ,"Đường An Nhơn, Phường Phước Mỹ, Quận Sơn Trà,",0
: 17 tỷ,"75 m
2",11m,6 lầu,9 phòng ngủ,"Đường Chính Hữu, Phường Phước Mỹ, Quận Sơn Trà,",0
": 2,98 tỷ","60 m
2",3m,2 lầu,2 phòng ngủ,"Đường Nguyễn Công Trứ, Phường Phước Mỹ, Quận Sơn Trà,",0
": 8,9 tỷ","133 m
2",6m,3 lầu,4 phòng ngủ,"Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 22,5 tỷ","90 m
2",7m,4 lầu,7 phòng ngủ,"Đường An Thượng 3, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 6,5 tỷ","97 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Mỹ An 23, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 6,1 tỷ","93 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Thế Lữ, Phường An Hải Bắc, Quận Sơn Trà,",0
: 25 tỷ,"129 m
2",7m,3 lầu,4 phòng ngủ,"Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà,",0
": 13,5 tỷ","91 m
2",5m,7 lầu,14 phòng ngủ,"Đường Nguyễn Đức An, Phường Phước Mỹ, Quận Sơn Trà,",0
": 14,5 tỷ","160 m
2",5m,2 lầu,4 phòng ngủ,"Đường Lê Văn Thứ, Phường Phước Mỹ, Quận Sơn Trà,",0
": 14,5 tỷ","160 m
2","7,5m",2 lầu,4 phòng ngủ,"Đường Lê Văn Thứ, Phường Phước Mỹ, Quận Sơn Trà,",0
": 3,5 tỷ","42 m
2",3m,3 lầu,3 phòng ngủ,"Đường Chính Hữu, Phường An Hải Đông, Quận Sơn Trà,",0
": 14,5 tỷ","160 m
2",5m,2 lầu,4 phòng ngủ,"Đường Lê Văn Thứ, Phường Phước Mỹ, Quận Sơn Trà,",0
": 14,5 tỷ","160 m
2","7,5m",2 lầu,4 phòng ngủ,"Đường Lê Văn Thứ, Phường Phước Mỹ, Quận Sơn Trà,",0
": 3,5 tỷ","42 m
2",3m,3 lầu,3 phòng ngủ,"Đường Chính Hữu, Phường An Hải Đông, Quận Sơn Trà,",0
: 10 tỷ,"95 m
2",4m,5 lầu,7 phòng ngủ,"Đường Tô Hiến Thành, Phường An Hải Đông, Quận Sơn Trà,",0
": 7,15 tỷ","90 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Nguyễn Đình Trân, Phường Hòa Hải, Quận Ngũ Hành Sơn,",0
": 7,2 tỷ","200 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Nguyễn Duy Trinh, Phường Hòa Hải, Quận Ngũ Hành Sơn,",0
": 15,9 tỷ","89 m
2",5m,7 lầu,11 phòng ngủ,"Đường Lê Ninh, Phường An Hải Bắc, Quận Sơn Trà,",0
": 11,5 tỷ","60 m
2",5m,5 lầu,9 phòng ngủ,"Đường An Thượng 37, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 5,05 tỷ","56 m
2",4m,1 lầu,3 phòng ngủ,"Đường An Thượng 18, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 4,5 tỷ","105 m
2",11m,2 lầu,3 phòng ngủ,"Đường Hồ Sỹ Dương, Phường Hòa Xuân, Quận Cẩm Lệ,",0
: 18 tỷ,"100 m
2",20m,6 lầu,14 phòng ngủ,"Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 6,05 tỷ","100 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Giang Châu 1, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",0
": 5,9 tỷ","115 m
2",4m,1 lầu,2 phòng ngủ,"Đường Lưu Quang Thuận, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 5,6 tỷ","70 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Lưu Trọng Lư, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 7,8 tỷ","119 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Sơn Thủy 1, Phường Hòa Hải, Quận Ngũ Hành Sơn,",0
: 7 tỷ,"56 m
2","5,5m",4 lầu,5 phòng ngủ,"Đường Phạm Tu, Phường An Hải Bắc, Quận Sơn Trà,",0
: 4 tỷ,"58 m
2","4,5m",3 lầu,3 phòng ngủ,"Đường Ngô Gia Khảm, Phường Hòa Khê, Quận Thanh Khê,",0
: 8 tỷ,"46 m
2",7m,4 lầu,4 phòng ngủ,"Đường Nguyễn Hoàng, Phường Hải Châu II, Quận Hải Châu,",0
: 15 tỷ,"81 m
2","5,5m",5 lầu,8 phòng ngủ,"Đường Mỹ Đa Đông 11, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 21,5 tỷ","182 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Dương Tụ Quán, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 2,59 tỷ","40 m
2",3m,2 lầu,2 phòng ngủ,"Đường Nguyễn Chí Thanh, Phường Hải Châu I, Quận Hải Châu,",0
": 4,38 tỷ","98 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Hoàng Minh Giám, Phường Hòa Xuân, Quận Cẩm Lệ,",0
": 17,5 tỷ","175 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Nguyễn Duy Hiệu, Phường An Hải Đông, Quận Sơn Trà,",0
": 10,8 tỷ","155 m
2",7m,3 lầu,4 phòng ngủ,"Đường Ngô Thì Hiệu, Phường Nại Hiên Đông, Quận Sơn Trà,",0
": 4,65 tỷ","74 m
2",5m,3 lầu,3 phòng ngủ,"Đường Hà Huy Tập, Phường Chính Gián, Quận Thanh Khê,",0
": 4,25 tỷ","100 m
2",5m,2 lầu,3 phòng ngủ,"Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu,",0
": 3,45 tỷ","60 m
2",4m,3 lầu,3 phòng ngủ,"Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu,",0
": 4,65 tỷ","100 m
2","7,5m",3 lầu,2 phòng ngủ,"Đường Hói Kiểng 7, Phường Hòa Quý, Quận Ngũ Hành Sơn,",0
": 4,7 tỷ","100 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Diệp Minh Châu, Phường Hòa Xuân, Quận Cẩm Lệ,",0
": 6,1 tỷ","90 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Bàu Năng 1, Phường Hòa Minh, Quận Liên Chiểu,",0
": 5,09 tỷ","76 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Nguyễn Huy Tự, Phường Hòa Minh, Quận Liên Chiểu,",0
": 6,9 tỷ","100 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Mỹ Đa Tây 5, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",0
": 5,3 tỷ","100 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Bùi Thiện Ngộ, Phường Hòa Xuân, Quận Cẩm Lệ,",0
": 4,5 tỷ","75 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Phú Xuân 8, Phường Hòa Minh, Quận Liên Chiểu,",0
": 4,99 tỷ","100 m
2","7,5m",2 lầu,2 phòng ngủ,"Đường Thanh Lương 8, Phường Hòa Xuân, Quận Cẩm Lệ,",0
": 7,5 tỷ","112 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Hồ Trung Lượng, Phường Hòa Xuân, Quận Cẩm Lệ,",0
": 4,25 tỷ","100 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Cẩm Chánh 5, Phường Hòa Xuân, Quận Cẩm Lệ,",0
": 3,4 tỷ","90 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Miếu Bông 5, Xã Hòa Phước, Huyện Hòa Vang,",0
": 7,5 tỷ","114 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Đinh Văn Chấp, Phường Hòa Xuân, Quận Cẩm Lệ,",0
": 4,29 tỷ","100 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Hồ Tỵ, Phường Hòa Xuân, Quận Cẩm Lệ,",0
": 5,59 tỷ","70 m
2",4m,4 lầu,4 phòng ngủ,"Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 2,95 tỷ","66 m
2",4m,2 lầu,3 phòng ngủ,"Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 2,4 tỷ","80 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Nguyễn Nhàn, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",0
": 3,6 tỷ","70 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Trần Huy Liệu, Phường Khuê Trung, Quận Cẩm Lệ,",0
: 12 tỷ,"82 m
2",10m,3 lầu,4 phòng ngủ,"Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 4,85 tỷ","100 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Đông Thạnh 2, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 10,7 tỷ","92 m
2","5,5m",5 lầu,4 phòng ngủ,"Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà,",0
": 10,5 tỷ","183 m
2",30m,2 lầu,1 phòng ngủ,"Đường Nguyễn Lương Bằng, Phường Hòa Hiệp Nam, Quận Liên Chiểu,",0
": 5,1 tỷ","100 m
2",6m,1 lầu,2 phòng ngủ,"Đường Hoàng Văn Thái, Phường Hòa Hiệp Nam, Quận Liên Chiểu,",0
": 10,5 tỷ","183 m
2",30m,2 lầu,1 phòng ngủ,"Đường Nguyễn Lương Bằng, Phường Hòa Hiệp Nam, Quận Liên Chiểu,",0
