price,area,road_width,floors,bedroom,loc,garage
": 8,59 tỷ","96 m
2","7,5m",2 lầu,2 phòng ngủ,"Đường Tố Hữu, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 7,2 tỷ","88 m
2","5,5m",2 lầu,4 phòng ngủ,"Đường Nguyễn Tư Giản, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 5,9 tỷ","70 m
2","5,5m",2 lầu,4 phòng ngủ,"Đường Nguyễn Hành, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 5,7 tỷ","54 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Cô Bắc, Phường Hải Châu II, Quận Hải Châu,",chỗ để xe
": 3,6 tỷ","106 m
2","7,5m",2 lầu,1 phòng ngủ,"Phường Hòa Thọ Tây, Quận Cẩm Lệ,",0
": 3,85 tỷ","90 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Bàu Gia Thượng 2, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",0
": 3,65 tỷ","75 m
2",6m,1 lầu,2 phòng ngủ,"Đường Nguyễn Thị Ba, Phường Nại Hiên Đông, Quận Sơn Trà,",0
": 3,75 tỷ","55 m
2",5m,2 lầu,2 phòng ngủ,"Đường An Trung, Phường An Hải Tây, Quận Sơn Trà,",0
": 3,6 tỷ","100 m
2",8m,1 lầu,2 phòng ngủ,"Đường Ngô Thì Hương, Phường Nại Hiên Đông, Quận Sơn Trà,",0
": 2,75 tỷ","51 m
2",5m,1 lầu,2 phòng ngủ,"Đường An Hải 14, Phường An Hải Bắc, Quận Sơn Trà,",0
": 3,99 tỷ","75 m
2",6m,2 lầu,3 phòng ngủ,"Đường Mân Quang 12, Phường Thọ Quang, Quận Sơn Trà,",0
": 4,5 tỷ","80 m
2",8m,3 lầu,4 phòng ngủ,"Đường Võ Duy Ninh, Phường Thọ Quang, Quận Sơn Trà,",0
": 4,3 tỷ","77 m
2",6m,2 lầu,3 phòng ngủ,"Đường Tân Thái, Phường Mân Thái, Quận Sơn Trà,",0
": 3,45 tỷ","72 m
2",6m,2 lầu,3 phòng ngủ,"Đường Nguyễn Hiền, Phường Nại Hiên Đông, Quận Sơn Trà,",0
": 2,65 tỷ","100 m
2",6m,1 lầu,2 phòng ngủ,"Đường Đặng Nhữ Lâm, Phường Thọ Quang, Quận Sơn Trà,",0
": 2,5 tỷ","60 m
2",4m,1 lầu,2 phòng ngủ,"Đường Trương Định, Phường Mân Thái, Quận Sơn Trà,",0
": 3,3 tỷ","69 m
2",5m,2 lầu,2 phòng ngủ,"Đường Nại Hiên Đông, Phường Nại Hiên Đông, Quận Sơn Trà,",0
": 3,3 tỷ","72 m
2",6m,2 lầu,3 phòng ngủ,"Đường Ngô Trí Hòa, Phường Nại Hiên Đông, Quận Sơn Trà,",0
": 4,9 tỷ","75 m
2",6m,2 lầu,3 phòng ngủ,"Đường An Hải 5, Phường An Hải Bắc, Quận Sơn Trà,",0
": 2,35 tỷ","72 m
2",4m,1 lầu,1 phòng ngủ,"Đường Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà,",0
": 2,6 tỷ","64 m
2",3m,1 lầu,2 phòng ngủ,"Đường Trương Định, Phường Mân Thái, Quận Sơn Trà,",0
": 3,25 tỷ","65 m
2",4m,2 lầu,2 phòng ngủ,"Đường Trương Định, Phường Mân Thái, Quận Sơn Trà,",0
": 2,75 tỷ","51 m
2",5m,1 lầu,2 phòng ngủ,"Đường An Hải 14, Phường An Hải Bắc, Quận Sơn Trà,",0
": 3,99 tỷ","75 m
2",6m,2 lầu,3 phòng ngủ,"Đường Mân Quang 12, Phường Thọ Quang, Quận Sơn Trà,",0
": 4,5 tỷ","80 m
2",8m,3 lầu,4 phòng ngủ,"Đường Võ Duy Ninh, Phường Thọ Quang, Quận Sơn Trà,",0
": 4,8 tỷ","80 m
2",11m,2 lầu,2 phòng ngủ,"Đường Phạm Bằng, Phường Thọ Quang, Quận Sơn Trà,",0
": 2,5 tỷ","60 m
2",3m,1 lầu,2 phòng ngủ,"Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà,",0
": 3,1 tỷ","65 m
2",3m,2 lầu,3 phòng ngủ,"Đường Chính Hữu, Phường An Hải Bắc, Quận Sơn Trà,",0
": 2,5 tỷ","65 m
2",4m,1 lầu,2 phòng ngủ,"Đường Lê Tấn Trung., Phường Thọ Quang, Quận Sơn Trà,",0
: 3 tỷ,"72 m
2",6m,1 lầu,2 phòng ngủ,"Đường Nguyễn Thị Ba, Phường Nại Hiên Đông, Quận Sơn Trà,",0
": 3,8 tỷ","100 m
2",6m,1 lầu,3 phòng ngủ,"Đường Lê Tấn Trung., Phường Thọ Quang, Quận Sơn Trà,",0
": 12,5 tỷ","280 m
2",30m,1 lầu,3 phòng ngủ,"Đường Yết Kiêu, Phường Thọ Quang, Quận Sơn Trà,",0
": 3,99 tỷ","75 m
2",6m,2 lầu,3 phòng ngủ,"Đường Mân Quang 12, Phường Thọ Quang, Quận Sơn Trà,",0
": 4,5 tỷ","80 m
2",8m,3 lầu,4 phòng ngủ,"Đường Võ Duy Ninh, Phường Thọ Quang, Quận Sơn Trà,",0
": 5,4 tỷ","75 m
2","5,5m",1 lầu,2 phòng ngủ,"Đường Mỹ Đa Đông 8, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
: 12 tỷ,"100 m
2","5,5m",8 lầu,13 phòng ngủ,"Đường Song Hào, Phường Hòa Hải, Quận Ngũ Hành Sơn,",chỗ để xe
": 6,8 tỷ","125 m
2","5,5m",4 lầu,4 phòng ngủ,"Đường Chương Dương, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 6,65 tỷ","85 m
2",5m,4 lầu,3 phòng ngủ,"Đường Bàu Năng 8, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
": 12,5 tỷ","150 m
2","7,5m",4 lầu,8 phòng ngủ,"Đường Nại Nam, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 5,5 tỷ","86 m
2","7,5m",1 lầu,3 phòng ngủ,"Đường Phan Anh, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 3,9 tỷ","45 m
2",15m,2 lầu,2 phòng ngủ,"Đường Ông Ích Đường, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 2,7 tỷ","64 m
2",4m,2 lầu,2 phòng ngủ,"Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ,",chỗ để xe
": 4,6 tỷ","100 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường An Hòa 8, Phường Khuê Trung, Quận Cẩm Lệ,",0
: 4 tỷ,"60 m
2","3,5m",3 lầu,4 phòng ngủ,"Đường Bình Hòa 2, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 4,5 tỷ","93 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Lê Văn Linh, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 3,8 tỷ","55 m
2",30m,3 lầu,4 phòng ngủ,"Đường Trường Sơn, Phường Hòa Thọ Tây, Quận Cẩm Lệ,",0
": 4,8 tỷ","56 m
2",11m,3 lầu,3 phòng ngủ,"Đường Lê Trọng Tấn, Phường Hòa Phát, Quận Cẩm Lệ,",0
": 3,4 tỷ","142 m
2","5,5m",2 lầu,4 phòng ngủ,"Đường Trường Chinh, Phường Hòa Phát, Quận Cẩm Lệ,",0
": 3,5 tỷ","70 m
2","5,5m",2 lầu,2 phòng ngủ,"Đường Trần Quý Hai, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",0
": 2,65 tỷ","87 m
2","2,5m",2 lầu,3 phòng ngủ,"Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ,",0
": 3,9 tỷ","70 m
2","5,5m",3 lầu,6 phòng ngủ,"Đường Bình Hòa 8, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 3,55 tỷ","109 m
2","7,5m",1 lầu,1 phòng ngủ,"Đường Nguyễn Công Hoan, Phường Hòa An, Quận Cẩm Lệ,",0
: 6 tỷ,"65 m
2","5,5m",2 lầu,2 phòng ngủ,"Đường Dương Trí Trạch, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 25,5 tỷ","90 m
2","10,m",8 lầu,16 phòng ngủ,"Đường An Thượng 3, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 6,5 tỷ","100 m
2","7,5m",4 lầu,11 phòng ngủ,"Đường Đỗ Thúc Tịnh, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 9,85 tỷ","98 m
2","7,5m",5 lầu,6 phòng ngủ,"Đường Nguyễn Bình, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 7,2 tỷ","74 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Lưu Quý Kỳ, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 7,5 tỷ","104 m
2",7m,1 lầu,2 phòng ngủ,"Đường Trần Khánh Dư, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 5,7 tỷ","76 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Nguyễn Thành Ý, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
: 8 tỷ,"71 m
2",33m,2 lầu,3 phòng ngủ,"Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 5,4 tỷ","70 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Lưu Trọng Lư, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 6,7 tỷ","100 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Trần Văn Giáp, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 7,5 tỷ","103 m
2","7,5m",1 lầu,1 phòng ngủ,"Đường Cao Sơn Pháo, Phường Hòa An, Quận Cẩm Lệ,",chỗ để xe
": 4,95 tỷ","73 m
2","5,5m",1 lầu,2 phòng ngủ,"Đường Phạm Thế Hiển, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 10,5 tỷ","126 m
2",5m,4 lầu,9 phòng ngủ,"Đường Nguyễn Thiện Kế, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 8,2 tỷ","92 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Thạch Lam, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 6,5 tỷ","70 m
2",15m,2 lầu,2 phòng ngủ,"Đường Ông Ích Đường, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 7,85 tỷ","85 m
2","5,5m",1 lầu,3 phòng ngủ,"Đường Hải Hồ, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 6,5 tỷ","90 m
2",15m,2 lầu,3 phòng ngủ,"Đường Nguyễn Phước Tấn, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 4,9 tỷ","65 m
2",10m,3 lầu,3 phòng ngủ,"Đường Trần Phước Thành, Phường Khuê Trung, Quận Cẩm Lệ,",0
: 8 tỷ,"105 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Hoàng Bích Sơn, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 5,75 tỷ","90 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Cao Sơn Pháo, Phường Hòa An, Quận Cẩm Lệ,",chỗ để xe
": 5,9 tỷ","100 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Trịnh Lỗi, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 8,3 tỷ","86 m
2","7,5m",1 lầu,1 phòng ngủ,"Đường Thanh Hải, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 5,95 tỷ","105 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Lý Triện, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 4,7 tỷ","100 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Diệp Minh Châu, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 5,7 tỷ","76 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Nguyễn Thành Ý, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
: 25 tỷ,"188 m
2",22m,3 lầu,3 phòng ngủ,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
: 23 tỷ,"176 m
2","10,m",1 lầu,2 phòng ngủ,"Đường Hoàng Diệu, Phường Phước Ninh, Quận Hải Châu,",chỗ để xe
": 5,7 tỷ","72 m
2","5,5m",4 lầu,4 phòng ngủ,"Đường Dương Quảng Hàm, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 14,5 tỷ","85 m
2","7,5m",4 lầu,4 phòng ngủ,"Đường Nguyễn Trãi, Phường Hải Châu I, Quận Hải Châu,",chỗ để xe
": 10,9 tỷ","110 m
2","10,m",5 lầu,4 phòng ngủ,"Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 4,1 tỷ","92 m
2","7,5m",1 lầu,2 phòng ngủ,"Đường Nguyễn Như Hạnh, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
: 7 tỷ,"81 m
2","7,5m",1 lầu,1 phòng ngủ,"Đường Nguyễn Khoái, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 8,9 tỷ","81 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Nguyễn Khoái, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 7,6 tỷ","74 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Lương Nhữ Hộc, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 9,2 tỷ","118 m
2",4m,3 lầu,13 phòng ngủ,"Đường Tôn Thất Thiệp, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 4,9 tỷ","65 m
2",10m,3 lầu,3 phòng ngủ,"Đường Trần Phước Thành, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 5,5 tỷ","110 m
2","5,5m",2 lầu,2 phòng ngủ,"Đường Bùi Xương Trạch, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
: 20 tỷ,"265 m
2","10,m",6 lầu,10 phòng ngủ,"Đường Nguyễn Đình Tựu, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
: 8 tỷ,"105 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Hoàng Bích Sơn, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 5,75 tỷ","90 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Cao Sơn Pháo, Phường Hòa An, Quận Cẩm Lệ,",chỗ để xe
": 4,6 tỷ","90 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Nguyễn Thị Bảy, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
": 6,9 tỷ","154 m
2",7m,2 lầu,3 phòng ngủ,"Đường Mai Lão Bạng, Phường Thuận Phước, Quận Hải Châu,",chỗ để xe
": 6,1 tỷ","83 m
2","5,5m",1 lầu,4 phòng ngủ,"Đường Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 6,5 tỷ","90 m
2",15m,2 lầu,3 phòng ngủ,"Đường Nguyễn Phước Tấn, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 7,85 tỷ","85 m
2","5,5m",1 lầu,3 phòng ngủ,"Đường Hải Hồ, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 13,8 tỷ","130 m
2","10,m",3 lầu,3 phòng ngủ,"Đường Lê Thanh Nghị, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
: 15 tỷ,"160 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Tố Hữu, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
: 11 tỷ,"110 m
2","7,5m",2 lầu,4 phòng ngủ,"Đường Thanh Thủy, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 5,4 tỷ","90 m
2","5,5m",2 lầu,2 phòng ngủ,"Đường Dương Quảng Hàm, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 8,5 tỷ","100 m
2","10,m",3 lầu,4 phòng ngủ,"Đường Nguyễn Đình Tựu, Phường An Khê, Quận Thanh Khê,",chỗ để xe
": 7,5 tỷ","100 m
2","10,m",2 lầu,3 phòng ngủ,"Đường Nguyễn Đình Tựu, Phường An Khê, Quận Thanh Khê,",chỗ để xe
": 8,5 tỷ","100 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Lê Nổ, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
: 7 tỷ,"100 m
2","10,m",3 lầu,3 phòng ngủ,"Đường Trần Nguyên Đán, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
": 9,2 tỷ","100 m
2","7,5m",3 lầu,8 phòng ngủ,"Đường Lê Nổ, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 4,89 tỷ","137 m
2","5,5m",2 lầu,10 phòng ngủ,"Đường Hồ Sỹ Dương, Phường Hòa Phát, Quận Cẩm Lệ,",chỗ để xe
: 6 tỷ,"73 m
2","7,5m",1 lầu,1 phòng ngủ,"Đường Hoàng Sĩ Khải, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
: 6 tỷ,"60 m
2","5,5m",1 lầu,1 phòng ngủ,"Đường Phạm Ngọc Thạch, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
: 7 tỷ,"140 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Phạm Hùng, Xã Hòa Châu, Huyện Hòa Vang,",chỗ để xe
": 5,7 tỷ","76 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Nguyễn Thành Ý, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 4,8 tỷ","75 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Vũ Quỳnh, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
": 5,95 tỷ","105 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Lý Triện, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 4,6 tỷ","90 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Nguyễn Thị Bảy, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
: 8 tỷ,"133 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Nguyễn Trác, Phường Hòa Thuận Tây, Quận Hải Châu,",chỗ để xe
: 8 tỷ,"71 m
2",33m,2 lầu,3 phòng ngủ,"Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 5,4 tỷ","70 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Lưu Trọng Lư, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 4,95 tỷ","73 m
2","5,5m",1 lầu,2 phòng ngủ,"Đường Phạm Thế Hiển, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 6,7 tỷ","100 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Trần Văn Giáp, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 7,5 tỷ","103 m
2","7,5m",1 lầu,1 phòng ngủ,"Đường Cao Sơn Pháo, Phường Hòa An, Quận Cẩm Lệ,",chỗ để xe
": 4,9 tỷ","65 m
2",10m,3 lầu,3 phòng ngủ,"Đường Trần Phước Thành, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 4,7 tỷ","100 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Diệp Minh Châu, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
: 7 tỷ,"81 m
2","7,5m",1 lầu,1 phòng ngủ,"Đường Nguyễn Khoái, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 8,9 tỷ","81 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Nguyễn Khoái, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 4,1 tỷ","92 m
2","7,5m",1 lầu,2 phòng ngủ,"Đường Nguyễn Như Hạnh, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
": 7,6 tỷ","74 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Lương Nhữ Hộc, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 9,2 tỷ","118 m
2",4m,3 lầu,13 phòng ngủ,"Đường Tôn Thất Thiệp, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 7,2 tỷ","90 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Nguyễn Đăng Đạo, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
: 18 tỷ,"129 m
2",15m,2 lầu,2 phòng ngủ,"Đường Đống Đa, Phường Thuận Phước, Quận Hải Châu,",chỗ để xe
": 9,85 tỷ","98 m
2","7,5m",5 lầu,6 phòng ngủ,"Đường Nguyễn Bình, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 6,5 tỷ","90 m
2",15m,2 lầu,3 phòng ngủ,"Đường Nguyễn Phước Tấn, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 7,85 tỷ","85 m
2","5,5m",1 lầu,3 phòng ngủ,"Đường Hải Hồ, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
: 25 tỷ,"188 m
2",22m,3 lầu,3 phòng ngủ,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
": 14,5 tỷ","85 m
2","7,5m",4 lầu,4 phòng ngủ,"Đường Nguyễn Trãi, Phường Hải Châu I, Quận Hải Châu,",chỗ để xe
": 10,9 tỷ","110 m
2","10,m",5 lầu,4 phòng ngủ,"Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 5,7 tỷ","72 m
2","5,5m",4 lầu,4 phòng ngủ,"Đường Dương Quảng Hàm, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 7,85 tỷ","85 m
2","5,5m",1 lầu,3 phòng ngủ,"Đường Hải Hồ, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 6,5 tỷ","90 m
2",15m,2 lầu,3 phòng ngủ,"Đường Nguyễn Phước Tấn, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 5,5 tỷ","77 m
2",15m,1 lầu,1 phòng ngủ,"Đường Kinh Dương Vương, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
": 7,5 tỷ","65 m
2","5,5m",5 lầu,9 phòng ngủ,"Đường Cao Xuân Dục, Phường Thuận Phước, Quận Hải Châu,",chỗ để xe
": 4,9 tỷ","65 m
2",10m,3 lầu,3 phòng ngủ,"Đường Trần Phước Thành, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 6,6 tỷ","100 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Bế Văn Đàn, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
: 33 tỷ,"140 m
2",15m,7 lầu,21 phòng ngủ,"Đường Võ Nguyên Giáp, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
: 9 tỷ,"100 m
2","10,m",5 lầu,7 phòng ngủ,"Đường Hồ Tùng Mậu, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
": 6,5 tỷ","73 m
2","5,5m",3 lầu,5 phòng ngủ,"Đường Dương Thưởng, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 4,6 tỷ","90 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Nguyễn Thị Bảy, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
: 6 tỷ,"65 m
2","5,5m",2 lầu,2 phòng ngủ,"Đường Dương Trí Trạch, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 5,9 tỷ","100 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Trịnh Lỗi, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
: 10 tỷ,"100 m
2","10,m",3 lầu,5 phòng ngủ,"Đường Ngô Tất Tố, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 8,3 tỷ","86 m
2","7,5m",1 lầu,1 phòng ngủ,"Đường Thanh Hải, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 5,95 tỷ","105 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Lý Triện, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 6,1 tỷ","83 m
2","5,5m",1 lầu,4 phòng ngủ,"Đường Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 2,8 tỷ","70 m
2","3,5m",2 lầu,3 phòng ngủ,"Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 5,3 tỷ","96 m
2",6m,3 lầu,6 phòng ngủ,"Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu,",chỗ để xe
: 7 tỷ,"54 m
2",8m,3 lầu,3 phòng ngủ,"Đường Cô Bắc, Phường Hải Châu II, Quận Hải Châu,",chỗ để xe
: 11 tỷ,"110 m
2",11m,8 lầu,12 phòng ngủ,"Đường Minh Mạng, Phường Hòa Quý, Quận Ngũ Hành Sơn,",chỗ để xe
": 4,3 tỷ","66 m
2",5m,2 lầu,2 phòng ngủ,"Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu,",chỗ để xe
": 14,4 tỷ","106 m
2",10m,6 lầu,11 phòng ngủ,"Đường Nguyễn Duy Hiệu, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 6,5 tỷ","122 m
2",6m,3 lầu,3 phòng ngủ,"Đường Nguyễn Đức An, Phường Mân Thái, Quận Sơn Trà,",chỗ để xe
": 2,3 tỷ","120 m
2",4m,1 lầu,2 phòng ngủ,"Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 21,5 tỷ","125 m
2",30m,5 lầu,8 phòng ngủ,"Đường Nguyễn Hữu Thọ, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 5,2 tỷ","72 m
2",5m,4 lầu,4 phòng ngủ,"Đường Trương Chí Cương, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 2,9 tỷ","116 m
2","4,5m",2 lầu,3 phòng ngủ,"Đường Trường Chinh, Phường Hòa Phát, Quận Cẩm Lệ,",chỗ để xe
": 12,9 tỷ","109 m
2",7m,2 lầu,3 phòng ngủ,"Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 12,8 tỷ","88 m
2",15m,3 lầu,3 phòng ngủ,"Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 2,74 tỷ","67 m
2",3m,1 lầu,2 phòng ngủ,"Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 12,3 tỷ","95 m
2","9,5m",3 lầu,6 phòng ngủ,"Đường Bùi Thị Xuân, Phường An Hải Tây, Quận Sơn Trà,",chỗ để xe
": 5,5 tỷ","70 m
2","7,5m",2 lầu,4 phòng ngủ,"Đường Bùi Thị Xuân, Phường An Hải Tây, Quận Sơn Trà,",chỗ để xe
": 9,5 tỷ","115 m
2",15m,3 lầu,5 phòng ngủ,"Đường Nguyễn Thị Định, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
