price,area,road_width,floors,bedroom,loc,garage
": 3,58 tỷ","70 m
2",4m,3 lầu,3 phòng ngủ,"Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ,",0
": 5,5 tỷ","120 m
2",10mm,1 lầu,3 phòng ngủ,"Đường Đà Sơn, Phường Hòa Khánh Nam, Quận Liên Chiểu,",chỗ để xe
": 3,8 tỷ","112 m
2",7m,2 lầu,3 phòng ngủ,"Đường Hòa An 25, Phường Hòa An, Quận Cẩm Lệ,",0
": 3,45 tỷ","60 m
2",4m,3 lầu,4 phòng ngủ,"Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu,",0
": 2,1 tỷ","155 m
2",6m,1 lầu,2 phòng ngủ,"Đường Ngô Xuân Thu, Phường Hòa Hiệp Bắc, Quận Liên Chiểu,",chỗ để xe
": 5,15 tỷ","73 m
2",5m5m,3 lầu,4 phòng ngủ,"Đường Phan Phú Tiên, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
": 2,35 tỷ","77 m
2","2,5m",2 lầu,2 phòng ngủ,"Đường Bàu Trảng 1, Phường Thanh Khê Đông, Quận Thanh Khê,",0
": 2,75 tỷ","30 m
2","2,5m",3 lầu,3 phòng ngủ,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,",0
": 3,29 tỷ","75 m
2",5m,2 lầu,3 phòng ngủ,"Đường Hòa An 12, Phường Hòa An, Quận Cẩm Lệ,",0
": 2,25 tỷ","31 m
2",2m,2 lầu,2 phòng ngủ,"Đường Điện Biên Phủ, Phường Thanh Khê Đông, Quận Thanh Khê,",0
": 2,5 tỷ","200 m
2",2m,1 lầu,2 phòng ngủ,"Đường Nguyễn Chánh, Phường Hòa Khánh Bắc, Quận Liên Chiểu,",0
": 3,4 tỷ","63 m
2",3m,3 lầu,3 phòng ngủ,"Đường Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu,",chỗ để xe
": 2,45 tỷ","40 m
2",3m,1 lầu,2 phòng ngủ,"Đường Núi Thành, Phường Nam Dương, Quận Hải Châu,",0
": 5,4 tỷ","100 m
2",7m5m,4 lầu,5 phòng ngủ,"Đường Lê Huy, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 7,2 tỷ","105 m
2",10mm,3 lầu,3 phòng ngủ,"Đường An Xuân, Phường An Khê, Quận Thanh Khê,",chỗ để xe
": 3,95 tỷ","50 m
2",3m,3 lầu,3 phòng ngủ,"Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu,",0
": 4,48 tỷ","44 m
2",5m,3 lầu,3 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,",0
": 2,65 tỷ","42 m
2",2m,2 lầu,2 phòng ngủ,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,",0
": 2,98 tỷ","50 m
2",4m,2 lầu,3 phòng ngủ,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,",0
": 2,85 tỷ","75 m
2",4m,3 lầu,3 phòng ngủ,"Đường Trần Đình Tri, Phường Hòa Khánh Bắc, Quận Liên Chiểu,",0
": 3,55 tỷ","61 m
2",3m,4 lầu,4 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",0
": 5,5 tỷ","75 m
2",5m,3 lầu,3 phòng ngủ,"Đường Phú Lộc 1, Phường Hòa Minh, Quận Liên Chiểu,",0
": 2,6 tỷ","36 m
2",3m,2 lầu,2 phòng ngủ,"Đường Hoàng Diệu, Phường Phước Ninh, Quận Hải Châu,",0
": 2,75 tỷ","76 m
2",5m,2 lầu,3 phòng ngủ,"Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ,",0
": 4,29 tỷ","48 m
2",5m,2 lầu,3 phòng ngủ,"Đường Xuân Hòa 2, Phường Hòa Khê, Quận Thanh Khê,",0
": 1,84 tỷ","60 m
2",5m,2 lầu,2 phòng ngủ,"Đường Nam Cao, Phường Hòa Khánh Nam, Quận Liên Chiểu,",0
": 4,3 tỷ","61 m
2",3m,3 lầu,3 phòng ngủ,"Đường Hoàng Diệu, Phường Bình Hiên, Quận Hải Châu,",0
": 2,49 tỷ","68 m
2",4m,3 lầu,3 phòng ngủ,"Xã Hòa Châu, Huyện Hòa Vang,",0
": 5,7 tỷ","99 m
2",7m,4 lầu,3 phòng ngủ,"Đường Phan Văn Trị, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 3,3 tỷ","50 m
2",7m,3 lầu,3 phòng ngủ,"Đường Nguyễn Mộng Tuân, Phường Hòa Minh, Quận Liên Chiểu,",0
": 2,35 tỷ","48 m
2","2,5m",3 lầu,5 phòng ngủ,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,",0
": 12,7 tỷ","104 m
2","5,5m",6 lầu,13 phòng ngủ,"Đường Lê Văn Thứ, Phường Mân Thái, Quận Sơn Trà,",chỗ để xe
": 5,5 tỷ","100 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Thanh Lương 32, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
: 20 tỷ,"98 m
2",7m,7 lầu,14 phòng ngủ,"Đường An Thượng 10, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 5,45 tỷ","75 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Nguyễn Mỹ, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 8,5 tỷ","112 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Lê Độ, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
: 11 tỷ,"100 m
2","7,5m",3 lầu,6 phòng ngủ,"Đường Nguyễn Thông, Phường An Hải Tây, Quận Sơn Trà,",chỗ để xe
": 12,6 tỷ","130 m
2","7,5m",2 lầu,5 phòng ngủ,"Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
": 2,78 tỷ","100 m
2","5,5m",1 lầu,2 phòng ngủ,"Đường Phù Đổng, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 6,85 tỷ","180 m
2",11m,2 lầu,6 phòng ngủ,"Đường Nguyễn Thế Lịch, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 7,1 tỷ","78 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Tiên Sơn, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
: 28 tỷ,"370 m
2","7,5m",3 lầu,8 phòng ngủ,"Đường Thăng long, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
: 8 tỷ,"94 m
2","7,5m",3 lầu,6 phòng ngủ,"Đường Bùi Thị Xuân, Phường An Hải Tây, Quận Sơn Trà,",chỗ để xe
": 7,1 tỷ","78 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Tiên Sơn 6, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 10,8 tỷ","60 m
2",7m,4 lầu,4 phòng ngủ,"Đường An Thượng, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 11,8 tỷ","76 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Trưng Nữ Vương, Phường Hải Châu I, Quận Hải Châu,",chỗ để xe
": 3,25 tỷ","48 m
2",5m,3 lầu,5 phòng ngủ,"Phường Hòa Hiệp Nam, Quận Liên Chiểu,",0
": 4,3 tỷ","51 m
2",15m,3 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Chính Gián, Quận Thanh Khê,",0
": 6,2 tỷ","80 m
2","7,5m",3 lầu,2 phòng ngủ,"Đường Tiên Sơn 20, Phường Hòa Cường, Quận Hải Châu,",0
": 5,95 tỷ","100 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Trịnh Lỗi, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",0
": 5,95 tỷ","100 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Trịnh Lỗi, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",0
": 2,87 tỷ","53 m
2",3m,2 lầu,2 phòng ngủ,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,",0
": 6,2 tỷ","70 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Lưu Trọng Lư, Phường Hòa Cường, Quận Hải Châu,",0
": 2,35 tỷ","72 m
2",4m,1 lầu,2 phòng ngủ,"Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu,",0
: 30 tỷ,"194 m
2","10,m",1 lầu,2 phòng ngủ,"Đường Lê Thanh Nghị, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 3,79 tỷ","100 m
2",7m,3 lầu,3 phòng ngủ,"Đường Hà Huy Tập, Phường An Khê, Quận Thanh Khê,",0
": 8,5 tỷ","96 m
2",16m,2 lầu,3 phòng ngủ,"Đường Tố Hữu, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 8,5 tỷ","90 m
2",5m,5 lầu,12 phòng ngủ,"Đường Hoàng Diệu, Phường Bình Hiên, Quận Hải Châu,",chỗ để xe
: 7 tỷ,"176 m
2",5m,3 lầu,15 phòng ngủ,"Đường Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 3,5 tỷ","55 m
2",4m,1 lầu,3 phòng ngủ,"Đường An Trung 7, Phường An Hải Tây, Quận Sơn Trà,",chỗ để xe
": 18,5 tỷ","154 m
2",60m,4 lầu,5 phòng ngủ,"Đường Nguyễn Sinh Sắc, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
: 12 tỷ,"58 m
2",10m,3 lầu,5 phòng ngủ,"Đường Nguyễn Thị Minh Khai, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 13,8 tỷ","138 m
2",10m,2 lầu,4 phòng ngủ,"Đường Tiểu La, Phường Hòa Thuận Tây, Quận Hải Châu,",chỗ để xe
": 13,6 tỷ","100 m
2",15m,3 lầu,4 phòng ngủ,"Đường Phan Đăng Lưu, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 7,4 tỷ","93 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Lý Nhân Tông, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 13,8 tỷ","127 m
2",10m,3 lầu,5 phòng ngủ,"Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 5,8 tỷ","115 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Lê Kim Lăng, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 2,55 tỷ","64 m
2",3m,1 lầu,1 phòng ngủ,"Đường Lê Văn Thứ, Phường Mân Thái, Quận Sơn Trà,",0
": 2,7 tỷ","40 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Trường Chinh, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 21,8 tỷ","89 m
2",10m,3 lầu,3 phòng ngủ,"Đường Hoàng Diệu, Phường Nam Dương, Quận Hải Châu,",chỗ để xe
": 7,4 tỷ","93 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Lý Nhân Tông, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 13,8 tỷ","127 m
2",10m,3 lầu,5 phòng ngủ,"Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 5,8 tỷ","115 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Lê Kim Lăng, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 2,55 tỷ","64 m
2",3m,1 lầu,1 phòng ngủ,"Đường Lê Văn Thứ, Phường Mân Thái, Quận Sơn Trà,",0
": 2,7 tỷ","40 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Trường Chinh, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 21,8 tỷ","89 m
2",10m,3 lầu,3 phòng ngủ,"Đường Hoàng Diệu, Phường Nam Dương, Quận Hải Châu,",chỗ để xe
: 7 tỷ,"90 m
2",5m,3 lầu,3 phòng ngủ,"Đường Nguyễn Văn Thoại, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
: 6 tỷ,"90 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Anh Thơ, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 7,5 tỷ","95 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Lý Nhân Tông, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 4,08 tỷ","72 m
2","5,5m",1 lầu,3 phòng ngủ,"Đường Tiên Sơn 17, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 8,3 tỷ","100 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Nguyễn Lộ Trạch, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 7,2 tỷ","90 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Ỷ Lan Nguyên Phi, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 4,8 tỷ","75 m
2","5,5m",2 lầu,2 phòng ngủ,"Đường Dương Bá Trạc, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 8,2 tỷ","125 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Hàn Thuyên, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 6,5 tỷ","120 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Đỗ Đăng Đệ, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 6,2 tỷ","75 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Nguyễn Cư Trinh, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 7,8 tỷ","76 m
2","7,5m",4 lầu,4 phòng ngủ,"Đường Lương Nhữ Hộc, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 5,3 tỷ","90 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Trần Kim Bảng, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 5,45 tỷ","93 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Hồ Tông Thốc, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 5,2 tỷ","82 m
2","5,5m",,2 phòng ngủ,"Đường Lê Đại, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 7,4 tỷ","93 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Lý Nhân Tông, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 5,9 tỷ","92 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Nguyễn Quang Bích, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 11,8 tỷ","81 m
2",11m,3 lầu,3 phòng ngủ,"Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 5,75 tỷ","75 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Cao Xuân Huy, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 9,4 tỷ","91 m
2",15m,4 lầu,4 phòng ngủ,"Đường Nguyễn Thị Định, Phường Phước Mỹ, Quận Sơn Trà,",0
": 5,8 tỷ","83 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Ngô Thị Liễu, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 9,5 tỷ","100 m
2",10m,3 lầu,4 phòng ngủ,"Đường Huỳnh Tấn Phát, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 10,5 tỷ","90 m
2",11m,3 lầu,4 phòng ngủ,"Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 10,5 tỷ","104 m
2",10m,3 lầu,4 phòng ngủ,"Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 6,8 tỷ","100 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Trần Văn Giáp, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 7,8 tỷ","90 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Tố Hữu, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 4,1 tỷ","64 m
2",4m,2 lầu,6 phòng ngủ,"Đường Tiên Sơn 2, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 8,5 tỷ","100 m
2","7,5m",4 lầu,11 phòng ngủ,"Đường Hàn Thuyên, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 15,7 tỷ","140 m
2","7,5m",3 lầu,7 phòng ngủ,"Đường Mai Thúc Lân, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 6,2 tỷ","80 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Nguyễn Cư Trinh, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 9,2 tỷ","100 m
2",7m,4 lầu,12 phòng ngủ,"Đường Hàn Thuyên, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 5,48 tỷ","94 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Nguyễn Khánh Toàn, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 4,19 tỷ","100 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Đòan Ngọc Nhạc, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 9,5 tỷ","80 m
2",10m,4 lầu,3 phòng ngủ,"Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 11,3 tỷ","100 m
2",10m,3 lầu,3 phòng ngủ,"Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 5,7 tỷ","95 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Bùi Kỷ, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 9,2 tỷ","100 m
2","10,m",3 lầu,5 phòng ngủ,"Đường Nguyễn Hữu Dật, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 15,5 tỷ","145 m
2",10m,3 lầu,7 phòng ngủ,"Đường Mai Thúc Lân, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 6,7 tỷ","75 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Hàn Thuyên, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 6,7 tỷ","125 m
2",10m,2 lầu,4 phòng ngủ,"Đường Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 5,5 tỷ","100 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Thanh Lương 32, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 13,4 tỷ","105 m
2","7,5m",2 lầu,2 phòng ngủ,"Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
: 3 tỷ,"100 m
2","5,5m",1 lầu,2 phòng ngủ,"Đường Dương Bá Cung, Phường Hòa Xuân, Quận Cẩm Lệ,",0
": 4,3 tỷ","46 m
2",7m,3 lầu,3 phòng ngủ,"Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu,",0
": 5,8 tỷ","110 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Lê Kim Lăng, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 5,1 tỷ","137 m
2",7m,2 lầu,10 phòng ngủ,"Đường Hồ Sỉ Dương, Phường Hòa Phát, Quận Cẩm Lệ,",chỗ để xe
": 3,6 tỷ","125 m
2","5,5m",1 lầu,2 phòng ngủ,"Đường Cẩm Nam 7, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 3,89 tỷ","110 m
2",6m,3 lầu,3 phòng ngủ,"Đường Hà Huy Tập, Phường An Khê, Quận Thanh Khê,",chỗ để xe
": 4,6 tỷ","90 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Nguyễn Hữu Hào, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 6,8 tỷ","56 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Phạm Tu, Phường Phước Mỹ, Quận Sơn Trà,",0
: 50 tỷ,"80 m
2",10m,3 lầu,3 phòng ngủ,"Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà,",0
": 14,5 tỷ","83 m
2","7,5m",4 lầu,4 phòng ngủ,"Đường Lê Quang Đạo, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 7,1 tỷ","73 m
2","5,5m",2 lầu,2 phòng ngủ,"Đường Thủ Khoa Huân, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
: 5 tỷ,"97 m
2",4m,3 lầu,2 phòng ngủ,"Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 10,5 tỷ","188 m
2",6m,1 lầu,17 phòng ngủ,"Đường Bình An 7, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 10,5 tỷ","188 m
2",6m,1 lầu,17 phòng ngủ,"Đường Bình An 7, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
: 15 tỷ,"88 m
2",10m,3 lầu,4 phòng ngủ,"Đường Lý Thường Kiệt, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 4,85 tỷ","90 m
2",4m,3 lầu,3 phòng ngủ,"Đường Tô Hiến Thành, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 8,94 tỷ","68 m
2","5,5m",4 lầu,5 phòng ngủ,"Đường An Thượng 6, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 10,4 tỷ","105 m
2","7,5m",4 lầu,4 phòng ngủ,"Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà,",0
": 12,7 tỷ","88 m
2",8m,4 lầu,4 phòng ngủ,"Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 4,95 tỷ","200 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Hòa Nam 12, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
": 13,9 tỷ","60 m
2",11m,4 lầu,4 phòng ngủ,"Đường Hoàng Diệu, Phường Phước Ninh, Quận Hải Châu,",chỗ để xe
": 13,5 tỷ","90 m
2",42m,5 lầu,12 phòng ngủ,"Đường Hồ Xuân Hương, Quận Ngũ Hành Sơn,",0
": 3,5 tỷ","90 m
2",5m,2 lầu,10 phòng ngủ,"Đường Lưu Đình Chất, Phường Hòa Quý, Quận Ngũ Hành Sơn,",0
": 3,68 tỷ","70 m
2",4m,3 lầu,3 phòng ngủ,"Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ,",chỗ để xe
": 2,89 tỷ","70 m
2",3m,1 lầu,3 phòng ngủ,"Đường Nguyễn Đình Tứ, Phường Hòa Minh, Quận Liên Chiểu,",0
": 4,35 tỷ","105 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Hói Kiểng 8, Phường Hòa Quý, Quận Ngũ Hành Sơn,",0
": 4,5 tỷ","100 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Trần Lựu, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 5,15 tỷ","100 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Lư Giang, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 3,65 tỷ","100 m
2",5m,3 lầu,5 phòng ngủ,"Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ,",chỗ để xe
: 13 tỷ,"91 m
2","7,5m",6 lầu,14 phòng ngủ,"Đường Nguyễn Đức An, Phường Phước Mỹ, Quận Sơn Trà,",0
: 3 tỷ,"75 m
2",6m,,2 phòng ngủ,"Đường Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà,",0
": 2,95 tỷ","112 m
2",3m,2 lầu,3 phòng ngủ,"Đường Lê Độ, Phường Xuân Hà, Quận Thanh Khê,",0
": 5,8 tỷ","63 m
2","5,5m",4 lầu,5 phòng ngủ,"Đường Nguyễn Đức Cảnh, Phường Thuận Phước, Quận Hải Châu,",chỗ để xe
": 5,95 tỷ","100 m
2",5m,2 lầu,3 phòng ngủ,"Đường Trịnh Lỗi, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 4,75 tỷ","105 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Đoàn Hữu Trưng, Phường Hòa An, Quận Cẩm Lệ,",chỗ để xe
": 3,2 tỷ","75 m
2","5,5m",1 lầu,,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
": 3,85 tỷ","110 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 8,5 tỷ","90 m
2","5,5m",4 lầu,4 phòng ngủ,"Đường Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 23,4 tỷ","160 m
2",30m,2 lầu,2 phòng ngủ,"Đường Xô Viết Nghệ Tĩnh, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
: 6 tỷ,"60 m
2",5m,1 lầu,1 phòng ngủ,"Đường Phạm Ngọc Thạch, Phường Thuận Phước, Quận Hải Châu,",0
": 15,9 tỷ","124 m
2",33m,3 lầu,5 phòng ngủ,"Đường 3/2, Phường Thuận Phước, Quận Hải Châu,",0
": 4,7 tỷ","81 m
2",5m,2 lầu,3 phòng ngủ,"Đường Nguyên Hồng, Phường Hòa Khê, Quận Thanh Khê,",0
": 9,7 tỷ","114 m
2","6,3m",3 lầu,4 phòng ngủ,"Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 3,85 tỷ","65 m
2","2,5m",2 lầu,3 phòng ngủ,"Đường Nguyễn Công Hãng, Phường An Khê, Quận Thanh Khê,",0
": 3,75 tỷ","90 m
2",4m,3 lầu,3 phòng ngủ,"Đường Tôn Đản, Phường Hòa Phát, Quận Cẩm Lệ,",chỗ để xe
": 2,59 tỷ","40 m
2","2,5m",2 lầu,2 phòng ngủ,"Đường Lê Đình Lý, Phường Thạc Gián, Quận Thanh Khê,",0
": 5,7 tỷ","90 m
2",7m5m,4 lầu,3 phòng ngủ,"Đường Bàu Năng 3, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
": 6,7 tỷ","68 m
2",5m,2 lầu,2 phòng ngủ,"Đường An Thượng 14, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
: 3 tỷ,"100 m
2","5,5m",1 lầu,2 phòng ngủ,"Đường Dương Bá Cung, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 7,1 tỷ","94 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Nguyễn Chí Diễu, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 4,7 tỷ","85 m
2",7m,3 lầu,3 phòng ngủ,"Đường Lương Văn Can, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 4,1 tỷ","100 m
2",5m,3 lầu,3 phòng ngủ,"Đường Bình Thái 1, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 6,5 tỷ","93 m
2","6,5m",,3 phòng ngủ,"Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 7,5 tỷ","220 m
2","10,m",2 lầu,3 phòng ngủ,"Đường Nguyễn Khuyến, Phường Hòa Hiệp Bắc, Quận Liên Chiểu,",0
": 2,7 tỷ","64 m
2",5m,2 lầu,3 phòng ngủ,"Đường Đà Sơn, Phường Hòa Khánh Nam, Quận Liên Chiểu,",0
": 3,6 tỷ","72 m
2","4,5m",3 lầu,3 phòng ngủ,"Đường Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu,",0
