price,area,road_width,floors,bedroom,loc,garage
11.5,15.0,33.0,2.0,4.0,"Đường Nguyễn Tất Thành, Phường Xuân Hà, Quận Thanh Khê,",0
17.2,108.0,75.0,4.0,5.0,"Đường Ngô Thì Sĩ, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
14.5,416.0,75.0,2.0,2.0,"Đường Nguyễn Đình Chiểu, Phường Mỹ An, Quận Ngũ Hành Sơn,",1
6.5,15.0,33.0,2.0,5.0,"Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",1
12.95,115.0,10.0,1.0,3.0,"Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu,",1
5.6,68.0,75.0,3.0,4.0,"Đường Trần Huy Liệu, Phường Khuê Trung, Quận Cẩm Lệ,",0
22.5,90.0,55.0,3.0,7.0,"Đường An Thượng 3, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
10.0,80.0,10.0,2.0,3.0,"Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu,",1
25.0,164.0,55.0,6.0,15.0,"Đường An Thượng 17, Phường Mỹ An, Quận Ngũ Hành Sơn,",1
10.9,81.0,55.0,5.0,7.0,"Đường Thạch Lam, Phường Phước Mỹ, Quận Sơn Trà,",1
10.5,180.0,75.0,3.0,4.0,"Đường Cao Sơn Pháo, Phường Hòa An, Quận Cẩm Lệ,",1
9.3,93.0,10.0,3.0,3.0,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",1
13.0,138.0,10.0,2.0,5.0,"Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,",0
10.0,114.0,75.0,3.0,3.0,"Đường Thanh Thủy, Phường Thanh Bình, Quận Hải Châu,",1
5.5,90.0,75.0,2.0,3.0,"Đường Cần Giuộc, Phường An Khê, Quận Thanh Khê,",1
5.9,75.0,55.0,4.0,3.0,"Đường Bế Văn Đàn, Phường Chính Gián, Quận Thanh Khê,",1
4.5,100.0,55.0,2.0,4.0,"Đường Hà Đông 3, Phường Xuân Hà, Quận Thanh Khê,",1
24.0,430.0,27.0,5.0,4.0,"Đường Trần Hưng Đạo, Phường Nại Hiên Đông, Quận Sơn Trà,",0
