price,area,road_width,floors,bedroom,loc,garage
": 6,99 tỷ","180 m
2","3,5m",3 lầu,13 phòng ngủ,"Đường Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 3,2 tỷ","100 m
2","4,5m",1 lầu,4 phòng ngủ,"Đường Trần Xuân Lê, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 4,39 tỷ","65 m
2",3m,3 lầu,4 phòng ngủ,"Đường Hoàng Diệu, Phường Hải Châu I, Quận Hải Châu,",chỗ để xe
": 13,95 tỷ","120 m
2","5,5m",5 lầu,11 phòng ngủ,"Đường Thạch Lam, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 5,9 tỷ","71 m
2",5m,3 lầu,4 phòng ngủ,"Đường Nguyễn Hữu Thọ, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 2,75 tỷ","51 m
2","2,5m",4 lầu,3 phòng ngủ,"Đường Nguyễn Hoàng, Phường Hải Châu I, Quận Hải Châu,",0
": 2,95 tỷ","43 m
2","2,5m",4 lầu,3 phòng ngủ,"Đường Ông Ích Khiêm, Phường Hải Châu I, Quận Hải Châu,",0
": 2,25 tỷ","146 m
2",3m,1 lầu,3 phòng ngủ,"Đường Tôn Đản, Phường Hòa Phát, Quận Cẩm Lệ,",chỗ để xe
": 3,4 tỷ","65 m
2",4m,2 lầu,2 phòng ngủ,"Đường Quang Trung, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 2,1 tỷ","95 m
2",4m,2 lầu,3 phòng ngủ,"Đường Trường Sơn, Phường Hòa Thọ Tây, Quận Cẩm Lệ,",0
": 2,95 tỷ","69 m
2","2,5m",3 lầu,4 phòng ngủ,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,",0
": 15,99 tỷ","90 m
2","5,5m",8 lầu,13 phòng ngủ,"Đường Nguyễn Trọng Nghĩa, Phường Mân Thái, Quận Sơn Trà,",chỗ để xe
": 2,85 tỷ","72 m
2",60m,2 lầu,2 phòng ngủ,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
": 2,15 tỷ","40 m
2",15m,2 lầu,3 phòng ngủ,"Đường Ông Ích Đường, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 27,5 tỷ","240 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Lê Mạnh Trinh, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 2,79 tỷ","114 m
2",3m,1 lầu,2 phòng ngủ,"Đường Mẹ Nhu, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
": 2,75 tỷ","85 m
2",3m,2 lầu,2 phòng ngủ,"Đường Hùng Vương, Phường Vĩnh Trung, Quận Thanh Khê,",chỗ để xe
": 4,59 tỷ","98 m
2",5m,1 lầu,2 phòng ngủ,"Đường Phạm Khiêm Ích, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",0
": 10,9 tỷ","101 m
2",10m,2 lầu,3 phòng ngủ,"Đường Dương Khuê, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 3,8 tỷ","62 m
2",5m,1 lầu,2 phòng ngủ,"Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
: 7 tỷ,"120 m
2",5m,2 lầu,3 phòng ngủ,"Đường Vũ Mộng Nguyên, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",0
": 4,95 tỷ","100 m
2",4m,3 lầu,6 phòng ngủ,"Đường Phạm Viết Chánh, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",0
": 6,99 tỷ","120 m
2",5m,2 lầu,3 phòng ngủ,"Đường Vũ Mộng Nguyên, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",0
": 4,35 tỷ","49 m
2",20m,1 lầu,2 phòng ngủ,"Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 5,99 tỷ","96 m
2",5m,2 lầu,4 phòng ngủ,"Đường Vũ Mộng Nguyên, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",0
": 3,5 tỷ","71 m
2",2m,1 lầu,2 phòng ngủ,"Đường Nguyễn Du, Phường Thạch Thang, Quận Hải Châu,",0
": 6,1 tỷ","167 m
2",2m,2 lầu,2 phòng ngủ,"Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 5,2 tỷ","92 m
2",5m,2 lầu,3 phòng ngủ,"Đường Thành Vinh 4, Phường Thọ Quang, Quận Sơn Trà,",0
: 3 tỷ,"60 m
2",4m,1 lầu,2 phòng ngủ,"Đường Lê Lợi, Phường Thạch Thang, Quận Hải Châu,",0
": 5,1 tỷ","68 m
2",5m,2 lầu,3 phòng ngủ,"Đường Hóa Quê Trung 3, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 5,2 tỷ","88 m
2",5m,2 lầu,3 phòng ngủ,"Đường Mỹ An 23, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
: 9 tỷ,"90 m
2",11m,2 lầu,4 phòng ngủ,"Đường Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",0
": 4,9 tỷ","113 m
2",4m,3 lầu,4 phòng ngủ,"Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà,",0
": 2,85 tỷ","54 m
2",4m,1 lầu,1 phòng ngủ,"Đường Nguyễn Chí Thanh, Phường Hải Châu I, Quận Hải Châu,",0
": 11,5 tỷ","120 m
2","5,5m",1 lầu,1 phòng ngủ,"Đường Huy Cận, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
: 13 tỷ,"106 m
2",11m,3 lầu,3 phòng ngủ,"Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 5,9 tỷ","67 m
2",16m,4 lầu,4 phòng ngủ,"Đường Nguyễn Phước Nguyên, Phường Hòa Khê, Quận Thanh Khê,",0
": 5,8 tỷ","124 m
2",6m,2 lầu,6 phòng ngủ,"Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 6,5 tỷ","94 m
2","3,5m",4 lầu,4 phòng ngủ,"Đường Lê Lai, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 3,5 tỷ","60 m
2",7m,1 lầu,2 phòng ngủ,"Đường Nguyễn Tất Thành, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 10,9 tỷ","82 m
2","5,5m",5 lầu,6 phòng ngủ,"Đường Nguyễn Đình, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 9,9 tỷ","96 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Đặng Tử Kính, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 5,8 tỷ","77 m
2","5,5m",2 lầu,2 phòng ngủ,"Đường Hải Sơn, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
: 18 tỷ,"105 m
2","7,5m",8 lầu,14 phòng ngủ,"Đường Hoàng Bích Sơn, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 7,7 tỷ","140 m
2",7m,1 lầu,3 phòng ngủ,"Đường Hồ Thấu, Phường Mân Thái, Quận Sơn Trà,",chỗ để xe
": 5,3 tỷ","124 m
2","3,5m",3 lầu,5 phòng ngủ,"Đường Hoàng Sỹ Khải, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 6,7 tỷ","100 m
2",5m,3 lầu,4 phòng ngủ,"Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 2,25 tỷ","60 m
2","2,5m",1 lầu,2 phòng ngủ,"Đường Lê Thị Tính, Phường An Khê, Quận Thanh Khê,",0
": 8,5 tỷ","122 m
2",6m,4 lầu,8 phòng ngủ,"Đường Hoàng Văn Thụ, Phường Phước Ninh, Quận Hải Châu,",chỗ để xe
": 7,7 tỷ","100 m
2","5,5m",4 lầu,14 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 2,1 tỷ","82 m
2","2,5m",1 lầu,2 phòng ngủ,"Đường Trương Định, Phường Mân Thái, Quận Sơn Trà,",0
": 2,8 tỷ","65 m
2",3m,1 lầu,2 phòng ngủ,"Đường Lê Văn Thứ, Phường Mân Thái, Quận Sơn Trà,",0
": 3,95 tỷ","72 m
2",6m,3 lầu,3 phòng ngủ,"Đường Nại Hiên Đông, Phường Nại Hiên Đông, Quận Sơn Trà,",chỗ để xe
: 8 tỷ,"95 m
2",10m,2 lầu,3 phòng ngủ,"Đường Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà,",chỗ để xe
": 11,9 tỷ","214 m
2",5m,1 lầu,2 phòng ngủ,"Đường Nguyễn Văn Thoại, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 2,7 tỷ","40 m
2",3m,2 lầu,2 phòng ngủ,"Đường Lý Tự Trọng, Phường Thanh Bình, Quận Hải Châu,",0
": 2,25 tỷ","55 m
2",3m,1 lầu,2 phòng ngủ,"Đường Phan Châu Trinh, Phường Bình Thuận, Quận Hải Châu,",0
": 5,3 tỷ","82 m
2","5,5m",3 lầu,3 phòng ngủ,"Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
: 18 tỷ,"105 m
2","7,5m",8 lầu,14 phòng ngủ,"Đường Hoàng Bích Sơn, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 9,2 tỷ","101 m
2",10m,1 lầu,2 phòng ngủ,"Đường Huỳnh Tấn Phát, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 4,7 tỷ","90 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Đỗ Nhuận, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
": 13,9 tỷ","60 m
2",10m,3 lầu,4 phòng ngủ,"Đường Nguyễn Thị Minh Khai, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 6,45 tỷ","129 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Trần Lê, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 6,8 tỷ","90 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Lê Văn Thứ, Phường Mân Thái, Quận Sơn Trà,",chỗ để xe
": 5,6 tỷ","70 m
2",10m,3 lầu,4 phòng ngủ,"Đường Trần Duy Chiến, Phường Mân Thái, Quận Sơn Trà,",chỗ để xe
": 6,9 tỷ","147 m
2",6m,1 lầu,6 phòng ngủ,"Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 10,7 tỷ","90 m
2",6m,3 lầu,3 phòng ngủ,"Đường An Nhơn 1, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 5,2 tỷ","84 m
2",3m,2 lầu,3 phòng ngủ,"Đường Lê Hồng Phong, Phường Phước Ninh, Quận Hải Châu,",chỗ để xe
": 7,85 tỷ","100 m
2",10m,2 lầu,3 phòng ngủ,"Đường Trương Định, Phường Mân Thái, Quận Sơn Trà,",chỗ để xe
": 1,95 tỷ","35 m
2",2m,3 lầu,3 phòng ngủ,"Đường Triệu Nữ Vương, Phường Hải Châu II, Quận Hải Châu,",chỗ để xe
": 14,5 tỷ","145 m
2","7,5m",7 lầu,30 phòng ngủ,"Đường Lương Văn Can, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 7,3 tỷ","95 m
2","7,5m",4 lầu,14 phòng ngủ,"Đường Trịnh Lỗi, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 6,9 tỷ","175 m
2","5,5m",2 lầu,6 phòng ngủ,"Đường Lê Đại Hành, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 5,3 tỷ","30 m
2",10m,2 lầu,2 phòng ngủ,"Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê,",chỗ để xe
": 8,9 tỷ","90 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Nguyễn Văn Thoại, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 7,5 tỷ","100 m
2",6m,3 lầu,13 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 6,9 tỷ","90 m
2",7m,3 lầu,4 phòng ngủ,"Đường Võ Nguyên Giáp, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 5,9 tỷ","100 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Thanh Lương 9, Phường Hòa Xuân, Quận Cẩm Lệ,",0
": 4,2 tỷ","100 m
2",10m,2 lầu,3 phòng ngủ,"Đường Đô Đốc Lân, Phường Hòa Xuân, Quận Cẩm Lệ,",0
": 7,5 tỷ","190 m
2","7,5m",1 lầu,2 phòng ngủ,"Đường Nguyễn Kim, Phường Hòa Xuân, Quận Cẩm Lệ,",0
": 6,2 tỷ","83 m
2","5,5m",4 lầu,4 phòng ngủ,"Đường Lý Tế Xuyên, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 5,9 tỷ","100 m
2","7,5m",3 lầu,2 phòng ngủ,"Đường Cồn Dầu 19, Phường Hòa Xuân, Quận Cẩm Lệ,",0
": 3,9 tỷ","85 m
2",5m5m,2 lầu,3 phòng ngủ,"Đường Nguyễn Thị Ba, Phường Nại Hiên Đông, Quận Sơn Trà,",0
": 4,97 tỷ","90 m
2",7m5m,2 lầu,3 phòng ngủ,"Đường Nguyễn Trung Trực, Phường Nại Hiên Đông, Quận Sơn Trà,",0
": 4,7 tỷ","79 m
2",10m,2 lầu,2 phòng ngủ,"Đường Phạm Bằng, Phường Thọ Quang, Quận Sơn Trà,",0
": 2,59 tỷ","72 m
2",2m5m,1 lầu,4 phòng ngủ,"Đường Ngô Quyền, Phường Mân Thái, Quận Sơn Trà,",0
": 3,8 tỷ","83 m
2",4mm,3 lầu,3 phòng ngủ,"Đường Vương Thừa Vũ, Phường An Hải Bắc, Quận Sơn Trà,",0
": 4,55 tỷ","75 m
2",5m5m,2 lầu,2 phòng ngủ,"Đường Đinh Lễ, Phường Mân Thái, Quận Sơn Trà,",0
": 2,35 tỷ","68 m
2",1m5m,1 lầu,3 phòng ngủ,"Đường Trương Định, Phường Mân Thái, Quận Sơn Trà,",0
": 2,55 tỷ","64 m
2",2m5m,1 lầu,1 phòng ngủ,"Đường Lê Văn Thứ, Phường Mân Thái, Quận Sơn Trà,",0
: 4 tỷ,"66 m
2",3m8m,2 lầu,3 phòng ngủ,"Đường Tân Thái, Phường Mân Thái, Quận Sơn Trà,",0
": 5,3 tỷ","70 m
2",5mm,2 lầu,2 phòng ngủ,"Đường Đông Giang, Phường An Hải Tây, Quận Sơn Trà,",0
": 4,5 tỷ","81 m
2",7m5m,3 lầu,4 phòng ngủ,"Đường Võ Duy Ninh, Phường Thọ Quang, Quận Sơn Trà,",0
": 3,89 tỷ","72 m
2",5m5m,2 lầu,2 phòng ngủ,"Đường Nại Hiên Đông 7, Phường Nại Hiên Đông, Quận Sơn Trà,",0
": 3,59 tỷ","72 m
2",5m5m,1 lầu,3 phòng ngủ,"Đường Bùi Huy Bích, Phường Nại Hiên Đông, Quận Sơn Trà,",0
": 4,35 tỷ","72 m
2",5m5m,2 lầu,2 phòng ngủ,"Đường Trần Khát Chân, Phường Mân Thái, Quận Sơn Trà,",0
": 3,25 tỷ","64 m
2",3m5m,1 lầu,2 phòng ngủ,"Đường Trương Định, Phường Mân Thái, Quận Sơn Trà,",0
: 50 tỷ,"211 m
2",20m,4 lầu,8 phòng ngủ,"Đường Nguyễn Văn Linh, Phường Thạc Gián, Quận Thanh Khê,",0
: 45 tỷ,"239 m
2",7m,4 lầu,8 phòng ngủ,"Đường Lý Thường Kiệt, Phường Thạch Thang, Quận Hải Châu,",0
: 52 tỷ,"207 m
2",15m,4 lầu,8 phòng ngủ,"Đường Hàm Nghi, Phường Thạc Gián, Quận Thanh Khê,",0
": 18,5 tỷ","78 m
2",20m,4 lầu,5 phòng ngủ,"Đường Lê Đình Lý, Phường Vĩnh Trung, Quận Thanh Khê,",0
": 23,5 tỷ","106 m
2",20m,4 lầu,4 phòng ngủ,"Đường Nguyễn Văn Linh, Phường Thạc Gián, Quận Thanh Khê,",0
: 25 tỷ,"200 m
2",15m,2 lầu,3 phòng ngủ,"Đường Phan Đăng Lưu, Phường Hòa Cường Nam, Quận Hải Châu,",0
: 21 tỷ,"90 m
2",10m,2 lầu,3 phòng ngủ,"Đường Trần Bạch Đằng, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
: 66 tỷ,"162 m
2",10m,11 lầu,26 phòng ngủ,"Đường Trần Bạch Đằng, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
: 25 tỷ,"120 m
2",7m,3 lầu,3 phòng ngủ,"Đường An Thượng 4, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 23,9 tỷ","177 m
2",7m,3 lầu,3 phòng ngủ,"Đường Trưng Nữ Vương, Phường Hòa Thuận Đông, Quận Hải Châu,",0
: 20 tỷ,"200 m
2",5m,4 lầu,25 phòng ngủ,"Đường Hà Bổng, Phường Phước Mỹ, Quận Sơn Trà,",0
: 59 tỷ,"220 m
2",22m,5 lầu,10 phòng ngủ,"Đường Hoàng Sa, Phường Thọ Quang, Quận Sơn Trà,",0
