Diện tích,Mức giá,Mặt tiền,Đường vào,Pháp lý,Latitude,Longitude,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Số tầng,Nội thất
85 m²,"5,75 tỷ",5 m,"5,5 m",Sổ đỏ/ Sổ hồng,16.0691022439683,108.170275157037,Tây - Bắc,Tây - Bắc,4 phòng,6 phòng,4 tầng,Đầy đủ
110 m²,5 tỷ,5 m,"7,5 m",Sổ đỏ/ Sổ hồng,16.0150375557296,108.255806806574,Đông,,,,,
95 m²,"4,5 tỷ",5 m,"7,5 m",,16.014778,108.2558441,Đông,,,,,
125 m²,"3,5 tỷ",5 m,"7,5 m",,15.9899415,108.2680312,Tây,,,,,
53 m²,"4,3 tỷ",4 m,4 m,Sổ đỏ/ Sổ hồng.,16.0496843415182,108.220976863199,,,4 phòng,4 phòng,4 tầng,Cơ bản.
78 m²,"4,3 tỷ",4 m,4 m,Sổ đỏ/ Sổ hồng,16.0522801681493,108.217675149967,,,3 phòng,3 phòng,3 tầng,Đầy đủ
"88,4 m²","3,5 tỷ",,"5,5 m",,16.029903411865234,108.24016571044922,Đông,,,,,
125 m²,"3,9 tỷ",5 m,"5,5 m",,16.0113458,108.2595112,Bắc,,,,,
100 m²,"2,65 tỷ",5 m,55 m,Sổ đỏ/ Sổ hồng,16.0471811905219,108.172142407932,Tây - Bắc,,,,,
200 m²,8 tỷ,8 m,"11,5 m",,16.0147264,108.2519791,Đông - Bắc,,,,,
75 m²,"2,55 tỷ",,,Sổ đỏ/ Sổ hồng.,15.9882565,108.255535,Tây - Bắc,,3 phòng,,,
125 m²,"3,9 tỷ",5 m,"5,5 m",,16.0113458,108.2595112,Bắc,,,,,
100 m²,"2,65 tỷ",5 m,55 m,Sổ đỏ/ Sổ hồng,16.0471811905219,108.172142407932,Tây - Bắc,,,,,
200 m²,8 tỷ,8 m,"11,5 m",,16.0147264,108.2519791,Đông - Bắc,,,,,
75 m²,"2,55 tỷ",,,Sổ đỏ/ Sổ hồng.,15.9882565,108.255535,Tây - Bắc,,3 phòng,,,
108 m²,"4,2 tỷ",6 m,"7,5 m",Sổ đỏ/ Sổ hồng,16.0113709,108.2542309,,,,,,
120 m²,"4,3 tỷ",5 m,"7,5 m",Sổ đỏ/ Sổ hồng,16.0136631813799,108.253523422225,Nam,,,,,
"269,1 m²",43 tỷ,,,Sổ đỏ/ Sổ hồng,16.05558967590332,108.22355651855469,Nam,Đông - Nam,5 phòng,5 phòng,,Đầy đủ
45 m²,"3,05 tỷ",,,Sổ đỏ/ Sổ hồng,16.0721242849345,108.207060531841,Đông - Nam,,4 phòng,3 phòng,4 tầng,Cơ bản
60 m²,"10,5 tỷ",5 m,,Sổ đỏ/ Sổ hồng,16.0506875675517,108.245196886597,,,8 phòng,8 phòng,4 tầng,Đầy đủ
160 m²,"12,5 tỷ",7 m,4 m,Sổ đỏ/ Sổ hồng,16.0592317,108.2181951,Đông,,40 phòng,40 phòng,5 tầng,Đầy đủ.
95 m²,"4,5 tỷ",,"7,5 m",Sổ đỏ/ Sổ hồng,16.0266638458703,108.242841272572,Tây - Nam,,,,,
133 m²,"16,5 tỷ",6 m,22 m,,,,,,2 phòng,1 phòng,1 tầng,
43 m²,"3,69 tỷ","3,5 m","15,5 m",Sổ đỏ/ Sổ hồng,16.0172018,108.2045625,,,2 phòng,2 phòng,2 tầng,Đầy đủ
980 m²,188 tỷ,34 m,"10,5 m",,,,,,,,,
1.450 m²,480 tỷ,,,,16.0784554510254,108.220696558241,,,,,,
600 m²,"15,29 tỷ",10 m,60 m,Sổ đỏ/ Sổ hồng,16.0096674,108.2573805,,,,,,
77 m²,6 tỷ,,,Sổ đỏ/ Sổ hồng,16.0686168670654,108.244453430176,Đông - Nam,Đông - Nam,2 phòng,2 phòng,,Đầy đủ
73 m²,"3,49 tỷ",6 m,"5,2 m",Sổ đỏ/ Sổ hồng,16.0720401387383,108.207303648018,,,3 phòng,2 phòng,2 tầng,Đầy đủ.
70 m²,"7,19 tỷ","6,5 m",40 m,Sổ đỏ/ Sổ hồng,16.0456253,108.2393319,Đông,Đông,4 phòng,4 phòng,3 tầng,Đầy đủ
"73,2 m²","4,48 tỷ",5 m,"5,5 m",Sổ đỏ/ Sổ hồng,16.0554965310371,108.163694239369,Tây - Nam,Tây - Nam,3 phòng,2 phòng,2 tầng,
600 m²,"15,29 tỷ",10 m,60 m,Sổ đỏ/ Sổ hồng,16.0096674,108.2573805,,,,,,
77 m²,6 tỷ,,,Sổ đỏ/ Sổ hồng,16.0686168670654,108.244453430176,Đông - Nam,Đông - Nam,2 phòng,2 phòng,,Đầy đủ
73 m²,"3,49 tỷ",6 m,"5,2 m",Sổ đỏ/ Sổ hồng,16.0720401387383,108.207303648018,,,3 phòng,2 phòng,2 tầng,Đầy đủ.
70 m²,"7,19 tỷ","6,5 m",40 m,Sổ đỏ/ Sổ hồng,16.0456253,108.2393319,Đông,Đông,4 phòng,4 phòng,3 tầng,Đầy đủ
"73,2 m²","4,48 tỷ",5 m,"5,5 m",Sổ đỏ/ Sổ hồng,16.0554965310371,108.163694239369,Tây - Nam,Tây - Nam,3 phòng,2 phòng,2 tầng,
108 m²,"4,8 tỷ",6 m,"9,5 m",Sổ đỏ/ Sổ hồng.,15.983246803283691,108.25209045410156,Đông,Đông,3 phòng,3 phòng,4 tầng,
80 m²,"5,6 tỷ",5 m,"5,5 m",Sổ đỏ/ Sổ hồng,21.0289486097874,105.852447225903,Đông - Nam,Đông - Nam,3 phòng,3 phòng,3 tầng,Đầy đủ
108 m²,"5,05 tỷ",6 m,"9,5 m",Sổ đỏ/ Sổ hồng.,15.9832468032837,108.252090454102,Đông,Đông,2 phòng,2 phòng,2 tầng,
110 m²,"3,5 tỷ",5 m,"5,5 m",Sổ đỏ/ Sổ hồng,16.0079354972124,108.214009182594,Đông - Nam,,,,,
90 m²,"3,65 tỷ",5 m,"7,5 m",Sổ đỏ/ Sổ hồng,16.0657803712506,108.169540001399,Tây - Bắc,,,,,
120 m²,25 triệu/m²,6 m,75 m,Sổ đỏ/ Sổ hồng,16.093573,108.1263,Tây - Bắc,,,,,
100 m²,"2,15 tỷ",5 m,"7,5 m",Sổ đỏ/ Sổ hồng,21.0289486097874,105.852447225903,Đông - Bắc,,,,,
54 m²,"5,95 tỷ","5,88 m","5,5 m",Sổ đỏ/ Sổ hồng,16.0654428118716,108.215912073407,,,3 phòng,2 phòng,3 tầng,
80 m²,"5,1 tỷ",5 m,"5,5 m",Sổ đỏ/ Sổ hồng,,,Đông - Nam,,3 phòng,3 phòng,3 tầng,Đầy đủ
104 m²,"6,29 tỷ",5 m,"10,5 m",Sổ đỏ/ Sổ hồng,16.0779742268012,108.1605582726,Tây - Bắc,Tây - Bắc,2 phòng,2 phòng,2 tầng,Cơ bản
"640,3 m²","49,9 tỷ",22 m,33 m,Sổ đỏ/ Sổ hồng,16.0634863282166,108.157313203041,,,,,,
177 m²,"16,5 tỷ",10 m,6 m,Sổ đỏ/ Sổ hồng,16.0557928137879,108.245201454674,Đông,,,,,
300 m²,55 triệu/m²,12 m,"7,5 m",Sổ đỏ/ Sổ hồng,16.017343521118164,108.24102783203125,Đông - Bắc,,,,,
105 m²,"1,6 tỷ",5 m,4 m,,16.0480784901488,108.146619900089,,,,,,
140 m²,"6,75 tỷ","8,5 m",6 m,Sổ đỏ/ Sổ hồng,16.0696898583907,108.210590075939,,,2 phòng,2 phòng,2 tầng,
90 m²,"3,65 tỷ",5 m,"7,5 m",Sổ đỏ/ Sổ hồng,16.0657803712506,108.169540001399,Tây - Bắc,,,,,
120 m²,25 triệu/m²,6 m,75 m,Sổ đỏ/ Sổ hồng,16.093573,108.1263,Tây - Bắc,,,,,
100 m²,"2,15 tỷ",5 m,"7,5 m",Sổ đỏ/ Sổ hồng,21.0289486097874,105.852447225903,Đông - Bắc,,,,,
54 m²,"5,95 tỷ","5,88 m","5,5 m",Sổ đỏ/ Sổ hồng,16.0654428118716,108.215912073407,,,3 phòng,2 phòng,3 tầng,
80 m²,"5,1 tỷ",5 m,"5,5 m",Sổ đỏ/ Sổ hồng,,,Đông - Nam,,3 phòng,3 phòng,3 tầng,Đầy đủ
104 m²,"6,29 tỷ",5 m,"10,5 m",Sổ đỏ/ Sổ hồng,16.0779742268012,108.1605582726,Tây - Bắc,Tây - Bắc,2 phòng,2 phòng,2 tầng,Cơ bản
"640,3 m²","49,9 tỷ",22 m,33 m,Sổ đỏ/ Sổ hồng,16.0634863282166,108.157313203041,,,,,,
177 m²,"16,5 tỷ",10 m,6 m,Sổ đỏ/ Sổ hồng,16.0557928137879,108.245201454674,Đông,,,,,
300 m²,55 triệu/m²,12 m,"7,5 m",Sổ đỏ/ Sổ hồng,16.017343521118164,108.24102783203125,Đông - Bắc,,,,,
105 m²,"1,6 tỷ",5 m,4 m,,16.0480784901488,108.146619900089,,,,,,
140 m²,"6,75 tỷ","8,5 m",6 m,Sổ đỏ/ Sổ hồng,16.0696898583907,108.210590075939,,,2 phòng,2 phòng,2 tầng,
100 m²,11 tỷ,5 m,20 m,Sổ đỏ/ Sổ hồng,16.0804162974969,108.245136746266,,,,,,
125 m²,"6,72 tỷ",,,,16.0608487,108.1716291,Đông - Nam,,,,,
75 m²,"3,39 tỷ",5 m,,Sổ đỏ/ Sổ hồng,16.0779675513506,108.161521622697,Đông - Nam,,,,,
150 m²,"12,5 tỷ","11,5 m",,,16.0578390125711,108.238934173666,,,,,,
"294,5 m²",Thỏa thuận,,"7,5 m",Sổ đỏ/ Sổ hồng,16.0230314665838,108.232128024101,Đông - Bắc,,,,,
181 m²,"14,5 tỷ","6,5 m","7,5 m",,16.0563678,108.2414295,,,,,,
150 m²,45 tỷ,10 m,30 m,Sổ đỏ/ Sổ hồng.,,,,,8 phòng,8 phòng,8 tầng,Cơ bản.
246 m²,42 tỷ,12 m,15 m,,16.0493985,108.2208107,Tây,,,,,
7.320 m²,265 tỷ,140 m,21 m,,16.1292639719952,108.2787810516,,,,,,
125 m²,"6,72 tỷ",,,,16.0608487,108.1716291,Đông - Nam,,,,,
75 m²,"3,39 tỷ",5 m,,Sổ đỏ/ Sổ hồng,16.0779675513506,108.161521622697,Đông - Nam,,,,,
150 m²,"12,5 tỷ","11,5 m",,,16.0578390125711,108.238934173666,,,,,,
"294,5 m²",Thỏa thuận,,"7,5 m",Sổ đỏ/ Sổ hồng,16.0230314665838,108.232128024101,Đông - Bắc,,,,,
181 m²,"14,5 tỷ","6,5 m","7,5 m",,16.0563678,108.2414295,,,,,,
150 m²,45 tỷ,10 m,30 m,Sổ đỏ/ Sổ hồng.,,,,,8 phòng,8 phòng,8 tầng,Cơ bản.
246 m²,42 tỷ,12 m,15 m,,16.0493985,108.2208107,Tây,,,,,
7.320 m²,265 tỷ,140 m,21 m,,16.1292639719952,108.2787810516,,,,,,
128 m²,"12,9 tỷ",8 m,"5,5 m",Sổ đỏ/ Sổ hồng,16.0702924,108.2466488,Tây,,,,,
67 m²,"3,8 tỷ",,,,16.0628848,108.2206714,,,,,,
125 m²,"6,8 tỷ","5,2 m","7,5 m",,16.0514638,108.1699852,,,,,,
182 m²,"14,2 tỷ",10 m,5 m,Sổ đỏ/ Sổ hồng,16.0572262503826,108.244173444598,,,,,,
100 m²,"4,45 tỷ",5 m,"5,5 m",Sổ đỏ/ Sổ hồng,16.0799662775546,108.16350452925,Tây - Bắc,,,,,
"143,1 m²","9,5 tỷ","8,25 m","5,5 m",Sổ đỏ/ Sổ hồng,16.0412922614087,108.243439946076,Tây - Bắc,,,,,
220 m²,"14,5 tỷ",11 m,"7,5 m",Sổ đỏ/ Sổ hồng,16.08125114440918,108.16644287109375,Đông - Nam,,,,,
468 m²,30 triệu/m²,,,,15.983246803283691,108.25209045410156,,,,,,
128 m²,"4,35 tỷ",5 m,"7,5 m",Sổ đỏ/ Sổ hồng,15.979309,108.2127525,Đông,Đông,4 phòng,3 phòng,3 tầng,Đầy đủ
81 m²,"5,35 tỷ",,"10,5 m",Sổ đỏ/ Sổ hồng.,16.0778901119078,108.160898774738,Tây - Bắc,,,,,
82 m²,"2,45 tỷ",5 m,3 m,,16.0792795536754,108.133530488633,,,5 phòng,5 phòng,3 tầng,
65 m²,"2,2 tỷ",5 m,3 m,Sổ đỏ/ Sổ hồng,16.0642695894837,108.166800308805,,,1 phòng,1 phòng,1 tầng,Đầy đủ
182 m²,"14,2 tỷ",10 m,5 m,Sổ đỏ/ Sổ hồng,16.0572262503826,108.244173444598,,,,,,
100 m²,"4,45 tỷ",5 m,"5,5 m",Sổ đỏ/ Sổ hồng,16.0799662775546,108.16350452925,Tây - Bắc,,,,,
"143,1 m²","9,5 tỷ","8,25 m","5,5 m",Sổ đỏ/ Sổ hồng,16.0412922614087,108.243439946076,Tây - Bắc,,,,,
220 m²,"14,5 tỷ",11 m,"7,5 m",Sổ đỏ/ Sổ hồng,16.08125114440918,108.16644287109375,Đông - Nam,,,,,
468 m²,30 triệu/m²,,,,15.983246803283691,108.25209045410156,,,,,,
128 m²,"4,35 tỷ",5 m,"7,5 m",Sổ đỏ/ Sổ hồng,15.979309,108.2127525,Đông,Đông,4 phòng,3 phòng,3 tầng,Đầy đủ
81 m²,"5,35 tỷ",,"10,5 m",Sổ đỏ/ Sổ hồng.,16.0778901119078,108.160898774738,Tây - Bắc,,,,,
82 m²,"2,45 tỷ",5 m,3 m,,16.0792795536754,108.133530488633,,,5 phòng,5 phòng,3 tầng,
65 m²,"2,2 tỷ",5 m,3 m,Sổ đỏ/ Sổ hồng,16.0642695894837,108.166800308805,,,1 phòng,1 phòng,1 tầng,Đầy đủ
105 m²,"4,15 tỷ",5 m,,,16.016571,108.2549201,Đông,,,,,
"249,1 m²",45 triệu/m²,7 m,"7,5 m",Sổ đỏ/ Sổ hồng,16.0443738113856,108.238303150527,Tây,,,,,
100 m²,"2,85 tỷ",5 m,3 m,Sổ đỏ/ Sổ hồng,16.0483424673609,108.181214691886,,,3 phòng,2 phòng,2 tầng,Đầy đủ
352 m²,14 tỷ,,"5,5 m",Sổ đỏ/ Sổ hồng,16.0610952,108.1742953,Tây - Nam,,,,,
"140,6 m²","7,5 tỷ","8,3 m",15 m,Sổ đỏ/ Sổ hồng,16.0857232458952,108.144726316052,Tây - Bắc,Tây - Bắc,4 phòng,5 phòng,3 tầng,Đầy đủ
300 m²,17 tỷ,15 m,12 m,Sổ đỏ/ Sổ hồng,16.017343521118164,108.24102783203125,,,3 phòng,3 phòng,3 tầng,Đầy đủ
80 m²,"3,5 tỷ","5,5 m","5,5 m",,16.0556656541132,108.165737262051,,,4 phòng,3 phòng,3 tầng,
116 m²,"4,2 tỷ","5,8 m","7,5 m",,16.0113709,108.2542309,Tây - Bắc,,,,,
218 m²,"6,95 tỷ",105 m,"10,5 m",Sổ đỏ/ Sổ hồng.,15.9815898694919,108.251903112978,Bắc,,,,,
176 m²,"4,5 tỷ",9 m,105 m,Sổ đỏ/ Sổ hồng.,15.9808445609787,108.268952396307,Nam,,,,,
100 m²,Thỏa thuận,5 m,,,16.0459163241755,108.23546989211,Tây,,,,,
"143,1 m²","9,5 tỷ","8,25 m","5,5 m",Sổ đỏ/ Sổ hồng,16.0412922614087,108.243439946076,Tây - Bắc,,,,,
220 m²,"14,5 tỷ",11 m,"7,5 m",Sổ đỏ/ Sổ hồng,16.08125114440918,108.16644287109375,Đông - Nam,,,,,
468 m²,30 triệu/m²,,,,15.983246803283691,108.25209045410156,,,,,,
128 m²,"4,35 tỷ",5 m,"7,5 m",Sổ đỏ/ Sổ hồng,15.979309,108.2127525,Đông,Đông,4 phòng,3 phòng,3 tầng,Đầy đủ
81 m²,"5,35 tỷ",,"10,5 m",Sổ đỏ/ Sổ hồng.,16.0778901119078,108.160898774738,Tây - Bắc,,,,,
82 m²,"2,45 tỷ",5 m,3 m,,16.0792795536754,108.133530488633,,,5 phòng,5 phòng,3 tầng,
65 m²,"2,2 tỷ",5 m,3 m,Sổ đỏ/ Sổ hồng,16.0642695894837,108.166800308805,,,1 phòng,1 phòng,1 tầng,Đầy đủ
105 m²,"4,15 tỷ",5 m,,,16.016571,108.2549201,Đông,,,,,
"249,1 m²",45 triệu/m²,7 m,"7,5 m",Sổ đỏ/ Sổ hồng,16.0443738113856,108.238303150527,Tây,,,,,
100 m²,"2,85 tỷ",5 m,3 m,Sổ đỏ/ Sổ hồng,16.0483424673609,108.181214691886,,,3 phòng,2 phòng,2 tầng,Đầy đủ
352 m²,14 tỷ,,"5,5 m",Sổ đỏ/ Sổ hồng,16.0610952,108.1742953,Tây - Nam,,,,,
"140,6 m²","7,5 tỷ","8,3 m",15 m,Sổ đỏ/ Sổ hồng,16.0857232458952,108.144726316052,Tây - Bắc,Tây - Bắc,4 phòng,5 phòng,3 tầng,Đầy đủ
300 m²,17 tỷ,15 m,12 m,Sổ đỏ/ Sổ hồng,16.017343521118164,108.24102783203125,,,3 phòng,3 phòng,3 tầng,Đầy đủ
80 m²,"3,5 tỷ","5,5 m","5,5 m",,16.0556656541132,108.165737262051,,,4 phòng,3 phòng,3 tầng,
116 m²,"4,2 tỷ","5,8 m","7,5 m",,16.0113709,108.2542309,Tây - Bắc,,,,,
218 m²,"6,95 tỷ",105 m,"10,5 m",Sổ đỏ/ Sổ hồng.,15.9815898694919,108.251903112978,Bắc,,,,,
176 m²,"4,5 tỷ",9 m,105 m,Sổ đỏ/ Sổ hồng.,15.9808445609787,108.268952396307,Nam,,,,,
100 m²,Thỏa thuận,5 m,,,16.0459163241755,108.23546989211,Tây,,,,,
90 m²,"3,45 tỷ",5 m,55 m,Sổ đỏ/ Sổ hồng,16.0784384351341,108.160205870568,Tây - Nam,,,,,
"183,5 m²",Thỏa thuận,"10,4 m","7,5 m",,16.1011214,108.2292908,Nam,,,,,
105 m²,"4,15 tỷ",5 m,,,16.016571,108.2549201,Đông,,,,,
"249,1 m²",45 triệu/m²,7 m,"7,5 m",Sổ đỏ/ Sổ hồng,16.0443738113856,108.238303150527,Tây,,,,,
100 m²,"2,85 tỷ",5 m,3 m,Sổ đỏ/ Sổ hồng,16.0483424673609,108.181214691886,,,3 phòng,2 phòng,2 tầng,Đầy đủ
352 m²,14 tỷ,,"5,5 m",Sổ đỏ/ Sổ hồng,16.0610952,108.1742953,Tây - Nam,,,,,
"140,6 m²","7,5 tỷ","8,3 m",15 m,Sổ đỏ/ Sổ hồng,16.0857232458952,108.144726316052,Tây - Bắc,Tây - Bắc,4 phòng,5 phòng,3 tầng,Đầy đủ
300 m²,17 tỷ,15 m,12 m,Sổ đỏ/ Sổ hồng,16.017343521118164,108.24102783203125,,,3 phòng,3 phòng,3 tầng,Đầy đủ
80 m²,"3,5 tỷ","5,5 m","5,5 m",,16.0556656541132,108.165737262051,,,4 phòng,3 phòng,3 tầng,
116 m²,"4,2 tỷ","5,8 m","7,5 m",,16.0113709,108.2542309,Tây - Bắc,,,,,
218 m²,"6,95 tỷ",105 m,"10,5 m",Sổ đỏ/ Sổ hồng.,15.9815898694919,108.251903112978,Bắc,,,,,
176 m²,"4,5 tỷ",9 m,105 m,Sổ đỏ/ Sổ hồng.,15.9808445609787,108.268952396307,Nam,,,,,
100 m²,Thỏa thuận,5 m,,,16.0459163241755,108.23546989211,Tây,,,,,
90 m²,"3,45 tỷ",5 m,55 m,Sổ đỏ/ Sổ hồng,16.0784384351341,108.160205870568,Tây - Nam,,,,,
"183,5 m²",Thỏa thuận,"10,4 m","7,5 m",,16.1011214,108.2292908,Nam,,,,,
"88,8 m²",Thỏa thuận,,3 m,,16.0999740934547,108.13535792941,,,,,,
"107,5 m²","3,25 tỷ",5 m,"5,5 m",Sổ đỏ/ Sổ hồng,16.0871315694242,108.149322562398,Tây - Bắc,,,,,
"77,1 m²",Thỏa thuận,,,,16.0597953796387,108.230476379395,,,2 phòng,2 phòng,,
120 m²,12 tỷ,6 m,,Sổ đỏ/ Sổ hồng,16.033109664917,108.224235534668,Tây - Bắc,,,,4 tầng,Không nội thất
"73,8 m²","5,4 tỷ",,,Đang chờ sổ,16.0699615478516,108.245346069336,,,2 phòng,2 phòng,,Đầy đủ.
60 m²,"9,5 tỷ",5 m,5 m,Sổ đỏ/ Sổ hồng,16.0506109762731,108.24406968321,,,7 phòng,8 phòng,4 tầng,
128 m²,"5,5 tỷ",5 m,"10,5 m",,16.0910663,108.2310586,,,,,,
128 m²,"5,5 tỷ",5 m,"10,5 m",,16.0910663,108.2310586,,,,,,
130 m²,"3,8 tỷ",,,Sổ đỏ/ Sổ hồng.,16.08021354675293,108.2203369140625,Đông - Nam,Bắc,3 phòng,3 phòng,,Đầy đủ.
100 m²,"5,7 tỷ",,"10,5 m",Sổ đỏ.,16.0909448,108.2345243,,,,,,
100 m²,"4,39 tỷ",5 m,"5,5 m",Sổ đỏ/ Sổ hồng,15.9890841231853,108.209362982903,Đông,Đông,3 phòng,3 phòng,3 tầng,Đầy đủ
125 m²,"4,3 tỷ",5 m,"7,5 m",Sổ đỏ/ Sổ hồng.,15.9990114,108.2192874,Tây - Bắc,Tây - Bắc,3 phòng,2 phòng,2 tầng,Đầy đủ.
295 m²,145 triệu/m²,11 m,"7,5 m",,16.0755114,108.2423258,Bắc,,,,,
50 m²,"4,2 tỷ",4 m,4 m,Sổ đỏ/ Sổ hồng,16.0522570035554,108.218183830425,,,4 phòng,3 phòng,3 tầng,"Nhà đẹp nội thất xịn sò, để lại toàn bộ nội thất."
"124,6 m²",6 tỷ,"6,5 m","10,5 m",Sổ đỏ/ Sổ hồng.,15.9900262816462,108.211027050262,Đông,,,,,
50 m²,"4,2 tỷ",4 m,4 m,Sổ đỏ/ Sổ hồng,16.0519135059121,108.217778555555,,,4 phòng,3 phòng,3 tầng,
450 m²,27 tỷ,15 m,"7,5 m",Sổ đỏ/ Sổ hồng,15.9735925883001,108.265737533569,Tây,,,,,
187 m²,"3,55 tỷ","5,5 m",,,15.9872777583043,108.236148211905,,,,,,
