Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Latitude,Longitude,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng
111 m²,"18,85 tỷ",15 phòng,16 phòng,Sổ đỏ/ Sổ hồng.,,16.0512243550521,108.235571480179,5 m,,,,6 tầng
200 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng.,,15.9928646,108.2675032,10 m,"5,5 m",Tây - Nam,,
156 m²,"10,5 tỷ",10 phòng,10 phòng,Sổ đỏ/ Sổ hồng,,16.0580321392608,108.238749821434,5 m,7 m,,,4 tầng
100 m²,"1,98 tỷ",,,Sổ đỏ/ Sổ hồng.,,15.9672538696747,108.211139241151,5 m,"5,5 m",Tây,,
150 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,15.9672744538748,108.211447833692,,,,,
84 m²,"8,6 tỷ",4 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,,"7,5 m",,,3 tầng
192 m²,Thỏa thuận,,,,,16.0275172896834,108.24672823098,8 m,"7,5 m",Đông - Bắc,,
52 m²,"1,8 tỷ",1 phòng,1 phòng,,,16.095062255859375,108.2480239868164,,,,,
84 m²,"8,4 tỷ",4 phòng,4 phòng,,Đầy đủ.,16.0829211921009,108.214032817445,45 m,"7,5 m",Tây - Bắc,,3 tầng
120 m²,Thỏa thuận,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hoàn thiện mặt ngoài,16.033109664917,108.224235534668,6 m,8 m,Nam,Nam,4 tầng
100 m²,"3,75 tỷ",,,,,16.00812339782715,108.21940612792969,,,,,
119 m²,11 tỷ,,,,,16.0683203349087,108.149384262184,5 m,"10,5 m",Tây - Bắc,,
67 m²,"2,05 tỷ",2 phòng,2 phòng,,,16.0270036092846,108.211548599295,5 m,4 m,,,2 tầng
"83,61 m²","9,4 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.08799934387207,108.22093200683594,,,Tây - Nam,Đông - Nam,
70 m²,"8,5 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,16.0555896759033,108.223556518555,,,Đông - Nam,Tây - Nam,
55 m²,"3,68 tỷ",,,,,16.053744866935,108.235054498994,"4,4 m",,Bắc,,
120 m²,"8,5 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0379131546148,108.23964524214,,,,,2 tầng
100 m²,"48,5 triệu/m²",,,Sổ đỏ/ Sổ hồng.,,16.0041897886193,108.218735818748,5 m,15 m,Tây - Bắc,,
99 m²,9 tỷ,,,,,16.054541956776,108.221587524148,"4,5 m",,Bắc,,
100 m²,Thỏa thuận,,,,,15.9874442875266,108.260850765161,5 m,,Bắc,,
100 m²,"3,9 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.018306732177734,108.22174835205078,"7,5 m","7,5 m",Tây - Bắc,,
100 m²,Thỏa thuận,,,,,15.9874442875266,108.260850765161,5 m,,Bắc,,
100 m²,"3,9 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.018306732177734,108.22174835205078,"7,5 m","7,5 m",Tây - Bắc,,
140 m²,35 tỷ,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0469599202606,108.249271285905,7 m,43 m,Đông - Bắc,Đông - Bắc,3 tầng
"128,4 m²","4,5 tỷ",,,Sổ đỏ/ Sổ hồng.,,15.9832468032837,108.252090454102,"7,5 m","7,5 m",Tây - Nam,,
64 m²,7 tỷ,,,,,16.0456253,108.2393319,"6,2 m",,,,
139 m²,18 tỷ,,,Sổ đỏ/ Sổ hồng.,,16.0497755846752,108.240320494964,"6,27 m","7,5 m",Đông,,
130 m²,25 tỷ,,,,,16.0689254,108.237559,,,,,3 tầng
100 m²,"5,9 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,15.9834145337091,108.211426754228,5 m,"7,5 m",Tây - Bắc,,3 tầng
"117,5 m²","2,47 tỷ",,,Sổ đỏ/ Sổ hồng.,,15.9890233725923,108.206749873887,5 m,"5,5 m",Tây,,
240 m²,65 triệu/m²,,,,,16.0889980205338,108.2415046531,9 m,"10,5 m",,,
"154,5 m²","7,6 tỷ",,,,,16.0059142,108.21488,,"7,5 m",,,
150 m²,"10,5 tỷ",,,,,16.0603014,108.2362951,,"7,5 m",,,
"99,3 m²",Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0699615478516,108.245346069336,,,Bắc,Nam,
120 m²,990 triệu,,,Sổ đỏ/ Sổ hồng,,15.9523241770842,108.101452272396,,,,,
253 m²,980 triệu,,,Sổ đỏ/ Sổ hồng,,15.9462760415676,108.142054661893,,,,,
150 m²,"13,5 tỷ",,,,,16.0356902334319,108.230745989106,6 m,"7,5 m",,,
187 m²,"2,6 tỷ",,,Sổ đỏ/ Sổ hồng.,,15.960873,108.1398327,8 m,,,,
1.000 m²,485 triệu,,,Sổ đỏ/ Sổ hồng.,,15.9862526340057,108.126501186262,,5 m,,,
2.700 m²,"3,8 tỷ",,,Sổ đỏ/ Sổ hồng.,,15.9614606000736,108.120596989774,,"7,5 m",,,
510 m²,"1,35 tỷ",,,Sổ đỏ/ Sổ hồng,,15.9862526340057,108.126501186262,,5 m,,,
253 m²,980 triệu,,,Sổ đỏ/ Sổ hồng,,15.9462760415676,108.142054661893,,,,,
150 m²,"13,5 tỷ",,,,,16.0356902334319,108.230745989106,6 m,"7,5 m",,,
187 m²,"2,6 tỷ",,,Sổ đỏ/ Sổ hồng.,,15.960873,108.1398327,8 m,,,,
1.000 m²,485 triệu,,,Sổ đỏ/ Sổ hồng.,,15.9862526340057,108.126501186262,,5 m,,,
2.700 m²,"3,8 tỷ",,,Sổ đỏ/ Sổ hồng.,,15.9614606000736,108.120596989774,,"7,5 m",,,
510 m²,"1,35 tỷ",,,Sổ đỏ/ Sổ hồng,,15.9862526340057,108.126501186262,,5 m,,,
173 m²,785 triệu,,,Sổ đỏ/ Sổ hồng,,15.9591337788953,108.136702136225,,4 m,,,
120 m²,"3,45 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0005263,108.2207161,5 m,"7,5 m",Tây - Bắc,,
150 m²,760 triệu,,,Sổ đỏ/ Sổ hồng.,,16.0182023581597,108.115392694818,"6,6 m",5 m,,,
215 m²,13 tỷ,,,Hợp đồng mua bán.,,15.9927078,108.2075372,10 m,15 m,Tây,,
224 m²,"10,5 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0124630514122,108.258108379787,9 m,"7,5 m",Tây - Nam,,
80 m²,"3,05 tỷ",,,Sổ đỏ/ Sổ hồng.,,15.9843943,108.2699594,5 m,"7,5 m",Đông - Nam,,
100 m²,"2,8 tỷ",,,Sổ đỏ/ Sổ hồng.,,15.9910974502563,108.260215759277,5 m,"5,5 m",Tây - Nam,,
160 m²,18 tỷ,,,Sổ đỏ/ Sổ hồng,,16.08336,108.2456593,10 m,"11,5 m",Nam,,
110 m²,"5,3 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0729827880859,108.1611328125,"5,5 m","7,5 m",Đông - Nam,,
100 m²,"8,8 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0141589,108.2581179,5 m,"15,5 m",Nam,,
210 m²,10 tỷ,,,Sổ đỏ/ Sổ hồng,,16.072982788085938,108.1611328125,10 m,"7,5 m",Đông - Nam,,
100 m²,"2,8 tỷ",,,Sổ đỏ/ Sổ hồng,,15.9910974502563,108.260215759277,5 m,"5,5 m",Đông - Nam,,
100 m²,"4,85 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0729827880859,108.1611328125,5 m,"7,5 m",Đông - Bắc,,
90 m²,"3,9 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,15.9861233,108.2688832,5 m,"7,5 m",Bắc,Bắc,2 tầng
90 m²,"3,9 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,15.9861233,108.2688832,5 m,"7,5 m",Bắc,Bắc,2 tầng
250 m²,6 tỷ,,,Sổ đỏ/ Sổ hồng,,15.9803172,108.2513425,10 m,"5,5 m",Đông,,
160 m²,"6,05 tỷ",,,Sổ đỏ/ Sổ hồng.,,15.9847853,108.26974,10 m,"5,5 m",Bắc,,
100 m²,"4,5 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0729827880859,108.1611328125,5 m,"7,5 m",Đông - Bắc,,
"156,5 m²","4,1 tỷ",,,Sổ đỏ/ Sổ hồng.,,15.9910974502563,108.260215759277,5 m,"7,5 m",Đông,,
200 m²,"7,8 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0147264,108.2519791,8 m,"10,5 m",Đông,,
112 m²,"8,8 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0144125274276,108.257909428193,5 m,"10,5 m",Nam,,
90 m²,"4,3 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0591364,108.2400425,5 m,4 m,,,
100 m²,6 tỷ,,,Sổ đỏ/ Sổ hồng.,,16.0414991882411,108.24518572624,6 m,6 m,,,
100 m²,"4,6 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0710927076877,108.161826611438,5 m,"7,5 m",Tây - Nam,,
100 m²,"7,5 tỷ",,,Đã có sổ hồng.,,15.9926316,108.269373,5 m,30 m,Đông,,
150 m²,"4,2 tỷ",,,Sổ đỏ/ Sổ hồng.,,15.9910974502563,108.260215759277,"7,5 m","7,5 m",Đông,,
150 m²,"4,55 tỷ",,,Sổ đỏ/ Sổ hồng.,,15.9910974502563,108.260215759277,"7,5 m","7,5 m",Đông,,
126 m²,"5,8 tỷ",,,Sổ đỏ/ Sổ hồng,,15.9910974502563,108.260215759277,"6,3 m","7,5 m",Tây - Nam,,
150 m²,"4,9 tỷ",,,,,15.9910974502563,108.260215759277,"7,5 m","10,5 m",Đông - Bắc,,
194 m²,"10,2 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0980885,108.233485,10 m,"10,5 m",,,
115 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng.,,16.0170423,108.2307951,5 m,"7,5 m",Đông - Bắc,,
100 m²,"4,55 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0019983,108.2199588,5 m,10 m,Tây - Nam,,
"249,3 m²","10,7 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0135532354899,108.216570897345,"12,02 m",,Tây - Nam,,
"227,4 m²",75 triệu/m²,,,Sổ đỏ/ Sổ hồng,,16.0375349264031,108.244238631056,10 m,"7,5 m",Đông - Bắc,,
110 m²,"7,9 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0475590094176,108.246877771323,"5,2 m",7 m,,,
110 m²,10 tỷ,,,Sổ đỏ/ Sổ hồng.,,16.055098195896,108.241464986185,"5,2 m",7 m,,,
152 m²,15 tỷ,,,Sổ đỏ/ Sổ hồng,,16.0545296006181,108.241955273557,"6,5 m",8 m,,,
230 m²,16 tỷ,,,Sổ đỏ/ Sổ hồng,,16.0590946621924,108.240126166066,8 m,"7,5 m",,,
