Diện tích,Mức giá,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Latitude,Longitude,Mặt tiền,Đường vào,Hướng ban công
84 m²,"2,05 tỷ",Tây,,,,Sổ đỏ/ Sổ hồng.,,16.0437691250818,108.17646445878,4 m,5 m,
90 m²,"3,75 tỷ",Đông - Nam,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,16.0263551153422,108.187861799284,,5 m,
100 m²,Thỏa thuận,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,16.0290669639003,108.240056779185,,"7,5 m",
500 m²,Thỏa thuận,Đông,3 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0288621712433,108.226732206849,12 m,"10,5 m",Đông
200 m²,"1,35 tỷ",,,,,,,16.0491464538665,108.109158468155,5 m,,
200 m²,Thỏa thuận,,,,,,,,,,,
100 m²,"1,65 tỷ",,,,,,,16.0682782,108.1068829,,,
100 m²,Thỏa thuận,,,,,,,,,,,
120 m²,720 triệu,,,,,,,16.0495045760796,108.109334190061,5 m,,
140 m²,"3,4 tỷ",,,,,,,16.1010911145032,108.132894417079,7 m,,
108 m²,"4,95 tỷ",Đông,3 tầng,2 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,15.983246803283691,108.25209045410156,6 m,10 m,Đông
97 m²,"4,35 tỷ",Đông,,,,Sổ đỏ/ Sổ hồng,,16.0392837126122,108.240157540405,"4,5 m","5,5 m",
52 m²,"1,49 tỷ",,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,16.0857036004579,108.235238678437,,,
299 m²,"35,3 tỷ",,,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,15.991830825805664,108.26130676269531,,,
100 m²,"2,6 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,15.9808968,108.2541661,5 m,"5,5 m",
"90,4 m²","1,85 tỷ",Tây - Nam,,,,,,15.9872481816445,108.236134107591,5 m,"4,5 m",
100 m²,"2,48 tỷ",Nam,,,,Sổ đỏ/ Sổ hồng.,,15.9909342,108.2321779,5 m,5 m,
81 m²,"17,5 tỷ",,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0512199654214,108.244207540595,"4,5 m",,
54 m²,"1,92 tỷ",,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.093990509511,108.238722381248,,,
57 m²,"1,75 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,16.089340209960938,108.24095916748047,,,
90 m²,4 tỷ,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,16.0603752919273,108.181268523237,5 m,"5,5 m",
97 m²,"5,4 tỷ",,3 tầng,9 phòng,9 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0515485382677,108.245564188951,"3,55 m",4 m,
102 m²,9 tỷ,Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,16.029903,108.240166,6 m,75 m,
622 m²,"12,9 tỷ",,,,,Sổ đỏ/ Sổ hồng,,15.9905400449261,108.267180768464,10 m,"10,5 m",
100 m²,"2,45 tỷ",Tây,,,,Sổ đỏ/ Sổ hồng,,15.9865468395079,108.207325445297,5 m,,
90 m²,Thỏa thuận,Đông - Bắc,,,,,,16.0323652,108.2393154,5 m,"7,5 m",
160 m²,6 tỷ,Đông,,,,,,16.0646282132315,108.166917700306,,,
"96,3 m²","4,4 tỷ",,,,,Sổ đỏ/ Sổ hồng,,16.048167406894,108.238023100866,"4,5 m","5,5 m",
100 m²,Thỏa thuận,Bắc,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0699615478516,108.245346069336,,,Nam
180 m²,"10,6 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng.,,16.029903411865234,108.24016571044922,10 m,"7,5 m",
72 m²,"3,45 tỷ",Tây - Nam,1 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,16.0920965410634,108.230963403943,"4,5 m","5,5 m",
75 m²,"7,3 tỷ",,2 tầng,2 phòng,,Sổ đỏ/ Sổ hồng,,16.0383324535983,108.217628615693,,"7,5 m",
95 m²,"9,59 tỷ",,3 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0577664694182,108.244353256474,5 m,"5,5 m",
367 m²,Thỏa thuận,Đông - Nam,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.01351105792,108.208323976449,"13,4 m","6,5 m",
50 m²,"2,4 tỷ",,,2 phòng,1 phòng,,,16.05078125,108.232902526855,,,
105 m²,"3,8 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,16.0137620358861,108.239924762198,5 m,"7,5 m",
100 m²,"4,15 tỷ",Bắc,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,15.9921838191075,108.211722544089,5 m,"5,5 m",Bắc
795 m²,"31,5 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0544736,108.1834184,35 m,"7,5 m",
64 m²,"6,4 tỷ",,2 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0371594779347,108.220275072055,4 m,"5,5 m",
84 m²,3 tỷ,,,,,Sổ đỏ/ Sổ hồng,Cơ bản,16.0923728942871,108.126586914063,,3 m,
60 m²,"1,4 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0923728942871,108.126586914063,,,
107 m²,"2,15 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0794193412066,108.133496523847,5 m,"7,5 m",
141 m²,"13,8 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,16.0592688629149,108.240277758084,6 m,"7,5 m",
103 m²,"6,99 tỷ",,2 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,16.0595923366408,108.169442534025,8 m,"7,5 m",
"112,5 m²",21 tỷ,Đông,7 tầng,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0791121180535,108.215076055117,"4,5 m",33 m,Đông
67 m²,"2,9 tỷ",,1 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0593410953871,108.239654952292,"4,3 m",2 m,
56 m²,"2,3 tỷ",Tây - Nam,1 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.09237289428711,108.1265869140625,7 m,15 m,Tây - Nam
95 m²,"4,6 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng.,,16.0729827880859,108.1611328125,5 m,"7,5 m",
100 m²,"4,95 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,16.072982788085938,108.1611328125,5 m,"10,5 m",
137 m²,"16,5 tỷ",Đông,,,,Sổ đỏ/ Sổ hồng.,,21.0289486097874,105.852447225903,6 m,"10,5 m",
303 m²,32 tỷ,Tây - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.077385,108.174609,15 m,30 m,
200 m²,10 tỷ,Đông - Nam,,,,Sổ đỏ/ Sổ hồng.,,16.072982788085938,108.1611328125,10 m,"7,5 m",
173 m²,"5,8 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng.,,16.0131403107004,108.197470218628,"8,5 m","5,5 m",
47 m²,"2,7 tỷ",,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0686168670654,108.244453430176,,,
"88,6 m²","2,35 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng.,,21.0289486097874,105.852447225903,4 m,"5,5 m",
100 m²,5 tỷ,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0699615478516,108.245346069336,,,
93 m²,"5,65 tỷ",,1 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,16.0274865674842,108.21190394802,5 m,75 m,
41 m²,101 triệu/m²,Đông - Nam,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0555583163536,108.211914061003,,5 m,Đông - Nam
60 m²,"1,45 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.09237289428711,108.1265869140625,,,
70 m²,"1,7 tỷ",,,2 phòng,,,,15.9832468032837,108.252090454102,,,
108 m²,"16,2 tỷ",Tây,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Hoàn Thiện Mặt Ngoài,16.088382720947266,108.22888946533203,6 m,30 m,Tây
158 m²,"13,8 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,16.052417536598,108.239619639904,10 m,"5,5 m",
50 m²,"2,3 tỷ",Đông - Bắc,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.05078125,108.232902526855,,,Tây - Nam
50 m²,3 tỷ,Đông - Nam,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.088382720947266,108.22888946533203,,,Đông - Nam
65 m²,"3,85 tỷ",,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0686168670654,108.244453430176,,,
125 m²,14 tỷ,Nam,,,,Sổ đỏ/ Sổ hồng,,16.0790587952185,108.214575049355,5 m,36 m,
100 m²,"2,3 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,16.0935726165771,108.12629699707,5 m,"5,5 m",
50 m²,3 tỷ,Đông - Nam,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.088382720947266,108.22888946533203,,,Đông - Nam
100 m²,"32,5 triệu/m²",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,16.0935726165771,108.12629699707,5 m,"10,5 m",
900 m²,62 triệu/m²,Tây - Bắc,,,,Sổ đỏ/ Sổ hồng,,16.017343521118164,108.24102783203125,36 m,75 m,
"91,1 m²",Thỏa thuận,Bắc,,3 phòng,2 phòng,Hợp đồng mua bán,Không nội thất,16.0597953796387,108.230476379395,,,Bắc
80 m²,15 tỷ,,5 tầng,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0475757355272,108.247005784486,,,
100 m²,"6,85 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0326603458382,108.228858147732,,,
56 m²,Thỏa thuận,,,2 phòng,1 phòng,Hợp đồng mua bán,,16.0883827209473,108.228889465332,,,
103 m²,"3,05 tỷ",Tây,,,,,,15.9986881141642,108.211133363384,6 m,5 m,
93 m²,"9,5 tỷ",,2 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,16.0723344762683,108.207303387251,5 m,,
96 m²,"2,8 tỷ",,,,,,,15.983246803283691,108.25209045410156,6 m,,
300 m²,"14,5 tỷ",Nam,,,,Có sổ,,16.1053289,108.263098,15 m,"5,5 m",
114 m²,14 tỷ,Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0736149,108.2420132,5 m,"10,5 m",
115 m²,"18,5 tỷ",,,,,,,16.0491979,108.2449953,,"7,5 m",
100 m²,"4,85 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0299034118652,108.240165710449,5 m,"10,5 m",
110 m²,18 tỷ,,,,,,,16.0515136,108.2454557,15 m,,
120 m²,Thỏa thuận,Tây,,,,,,16.0497496,108.2407263,10 m,"7,5 m",Tây
150 m²,Thỏa thuận,,,,,,,16.0300708741803,108.220528217156,6 m,"10,5 m",
283 m²,Thỏa thuận,,3 tầng,,,,,16.0432963,108.2442865,,,
510 m²,Thỏa thuận,Đông - Bắc,,,,,,16.038777,108.2474594,30 m,"10,5 m",
246 m²,Thỏa thuận,Tây,,,,,,16.0726239,108.2430032,10 m,15 m,
105 m²,Thỏa thuận,,5 tầng,,,,,16.0607819,108.2168365,,,
300 m²,"30,6 tỷ",Tây,,,,,,16.0736685,108.2442982,12 m,5 m,
350 m²,Thỏa thuận,,3 tầng,,,,,16.0549632,108.241842,12 m,,
234 m²,"23,5 tỷ",,,,,Sổ đỏ/ Sổ hồng,,16.069987514964,108.243532073355,"11,7 m",,
340 m²,Thỏa thuận,Đông,,,,,,16.030426,108.2087681,10 m,,
264 m²,Thỏa thuận,,,,,,,16.0792406,108.2149453,12 m,,
150 m²,Thỏa thuận,,,,,,,16.0798616,108.218156,"6,5 m",,
131 m²,"9,5 tỷ",Đông,,,,Sổ đỏ/ Sổ hồng.,,16.0872497,108.2466179,5 m,10 m,
70 m²,"5,7 tỷ",Đông,2 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0600799,108.2330628,5 m,5 m,
85 m²,"3,2 tỷ",Tây - Bắc,,,,,,16.0657336,108.1695504,5 m,"5,5 m",
140 m²,"7,5 tỷ",,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0778602026864,108.147273678281,,"7,5 m",
"48,6 m²","2,36 tỷ",,,1 phòng,,Hợp đồng mua bán,Cơ bản,16.05078125,108.232902526855,,,
180 m²,Thỏa thuận,,,,,Sổ đỏ/ Sổ hồng,Không nội thất,16.059795379638672,108.23047637939453,,,
30 m²,Thỏa thuận,,,1 phòng,,Sổ đỏ/ Sổ hồng,Không nội thất,16.059795379638672,108.23047637939453,,,
135 m²,Thỏa thuận,,,,,Sổ đỏ/ Sổ hồng,Không nội thất,16.059795379638672,108.23047637939453,,,
160 m²,32 tỷ,,,,,Sổ đỏ/ Sổ hồng,,16.0524914,108.2453694,"7,8 m",,
"98,5 m²","4,6 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng,,16.0174790925453,108.256224112423,5 m,55 m,
125 m²,"21,5 tỷ",Đông - Nam,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,16.0306022012465,108.20869726499,5 m,33 m,Đông - Nam
65 m²,Thỏa thuận,,,2 phòng,2 phòng,,Cơ bản,16.1001110076904,108.228858947754,,,
109 m²,38 triệu/m²,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.0905685424805,108.216316223145,,,
180 m²,44 tỷ,Đông,6 tầng,8 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.049235,108.2472165,10 m,"7,5 m",Đông
150 m²,"4,5 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,15.9910974502563,108.260215759277,"7,5 m","17,5 m",
100 m²,"4,4 tỷ",,,,,Sổ đỏ/ Sổ hồng,,16.014778,108.2558441,5 m,"7,5 m",
107 m²,"4,15 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,16.0127683607968,108.238612009861,5 m,"10,5 m",
140 m²,"9,1 tỷ",Tây,,,,Sổ đỏ/ Sổ hồng,,16.0362641,108.2448332,7 m,"10,5 m",
100 m²,Thỏa thuận,Nam,,,,Sổ đỏ/ Sổ hồng,,16.0141589,108.2581179,5 m,15 m,
125 m²,"3,9 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng,,16.0113458,108.2595112,5 m,"5,5 m",
84 m²,"5,15 tỷ",Tây - Nam,3 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,16.0299034118652,108.240165710449,5 m,"7,5 m",Tây - Nam
"127,5 m²","4,6 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,16.0124027,108.2582174,5 m,"7,5 m",
64 m²,"6,4 tỷ",,2 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0369874946836,108.21993351397,4 m,"5,5 m",
54 m²,"2,95 tỷ",Tây - Bắc,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0656881365274,108.187199952502,,,
225 m²,18 tỷ,Đông - Nam,,,,Sổ đỏ/ Sổ hồng.,,16.0589784642733,108.239847665968,"7,8 m","7,5 m",
72 m²,"3,99 tỷ",Đông - Nam,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.0297226365663,108.212823674622,"4,5 m","5,5 m",
100 m²,"4,1 tỷ",Nam,,,,Sổ đỏ/ Sổ hồng.,,16.091206566606,108.238964913961,,,
100 m²,"2,55 tỷ",,,,,Sổ đỏ/ Sổ hồng,,15.987817837142,108.237134259578,,"5,5 m",
"177,1 m²",Thỏa thuận,Tây,,,,,,15.9661266,108.2112277,"5,6 m",21 m,
300 m²,15 tỷ,Tây - Bắc,,,,,,16.1066539726993,108.258929272705,15 m,15 m,
70 m²,Thỏa thuận,Đông,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0760307312012,108.244514465332,,,
100 m²,"5,3 tỷ",Nam,,,,,,16.0134798,108.258084,,,
60 m²,"1,47 tỷ",,,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản.,16.09237289428711,108.1265869140625,,,
300 m²,15 tỷ,Tây - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0160076,108.2178369,12 m,"15,5 m",
100 m²,Thỏa thuận,,,2 phòng,2 phòng,Hợp đồng mua bán.,Đầy đủ,16.069961547851562,108.24534606933594,,,
170 m²,"24,8 tỷ",,3 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0529007050286,108.244498691778,10 m,"7,5 m",
256 m²,"46,5 tỷ",Tây,,,,Sổ đỏ/ Sổ hồng,,16.0492410847423,108.245791532099,16 m,75 m,
90 m²,"7,5 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0773562,108.2422717,5 m,"5,5 m",
60 m²,"4,1 tỷ",,2 tầng,2 phòng,2 phòng,,,16.0878764,108.2190496,,"5,5 m",
117 m²,"12,5 tỷ",Tây - Bắc,,5 phòng,5 phòng,,,16.1134348553597,108.256409844384,,"10,5 m",Tây - Bắc
100 m²,"4,49 tỷ",Tây - Nam,,,,,,16.072982788085938,108.1611328125,,,
130 m²,"8,6 tỷ",,6 tầng,,,,,16.0160016,108.2571759,,,
114 m²,10 tỷ,,,,,,,16.0829084,108.2140258,6 m,"7,5 m",
94 m²,"2,1 tỷ",Bắc,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,16.0623664855957,108.210441589355,,,Nam
"97,5 m²","2,8 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,21.0289486097874,105.852447225903,5 m,55 m,
150 m²,13 tỷ,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,16.0291737044861,108.226955797189,"7,5 m","10,5 m",
80 m²,"6,2 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,16.0443354748676,108.238255403652,5 m,"7,5 m",
250 m²,"8,5 tỷ",Bắc,,,,,,16.0113458,108.2595112,10 m,"5,5 m",
71 m²,2 tỷ,Đông - Nam,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,15.9834661611031,108.251897783465,,,Tây
195 m²,30 tỷ,,,,,,,16.0689254,108.237559,,7 m,
78 m²,"4,6 tỷ",Tây,,,,Sổ đỏ/ Sổ hồng,,16.0639326458243,108.233293067997,"4,5 m","5,5 m",
100 m²,"4,5 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,16.0729827880859,108.1611328125,5 m,"7,5 m",
"127,5 m²","4,6 tỷ",Tây,,,,Sổ đỏ/ Sổ hồng,,16.0123937516655,108.25859443173,5 m,"7,5 m",
100 m²,"11,8 tỷ",,3 tầng,4 phòng,,Sổ đỏ/ Sổ hồng.,Đầy đủ,16.0311249,108.226579,5 m,"7,5 m",
"127,7 m²",6 tỷ,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,16.0860599000774,108.158398897249,5 m,42 m,
100 m²,"6,8 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,16.0749591143719,108.233208647121,5 m,"7,5 m",
63 m²,Thỏa thuận,Đông - Nam,,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,16.1001110076904,108.228858947754,,,Tây - Nam
600 m²,145 tỷ,Đông,,,,Sổ đỏ/ Sổ hồng,,16.0691545788332,108.245041380687,27 m,33 m,
72 m²,Thỏa thuận,Đông - Bắc,,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,16.1001110076904,108.228858947754,,,Đông - Nam
"157,5 m²","10,5 tỷ",,,,,Sổ đỏ/sổ hồng.,,16.0176566,108.2577675,,,
100 m²,"6,2 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,16.0021031498971,108.21983633314,5 m,33 m,
360 m²,"13,5 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng,,15.991097450256348,108.26021575927734,12 m,15 m,
68 m²,"3,57 tỷ",Tây - Bắc,2 tầng,3 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,16.0996302254479,108.248241534452,,"5,5 m",
"186,3 m²","15,5 tỷ",Đông - Bắc,,,,,,16.0176566,108.2577675,"7,9 m",15 m,
160 m²,"16,5 tỷ",Đông,,,,Sổ đỏ/ Sổ hồng,,16.0558429780329,108.244883548302,10 m,6 m,
100 m²,7 tỷ,,3 tầng,3 phòng,,,,16.0282628035561,108.221031840812,,,
125 m²,"8,5 tỷ",,,,,,,16.0172332350613,108.256960013403,,,
148 m²,Thỏa thuận,Tây,1 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0578971073746,108.23826463749,"11,5 m",20 m,Tây
131 m²,20 tỷ,,8 tầng,18 phòng,,,,16.0387737,108.2372265,5 m,"5,5 m",
191 m²,"9,5 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,16.1035314,108.2546941,10 m,10 m,
80 m²,Thỏa thuận,,,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,16.069961547851562,108.24534606933594,,,
"90,6 m²",9 tỷ,Tây,,,,Sổ đỏ/ Sổ hồng,,16.0481913636821,108.243280760514,"6,25 m","3,75 m",
90 m²,"4,3 tỷ",Bắc,,,,,,16.0189787,108.2549779,,,
100 m²,"3,9 tỷ",,,,,,,15.9861233,108.2688832,5 m,"7,5 m",
90 m²,"6,5 tỷ",,3 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0773424803585,108.158910969037,5 m,"7,5 m",
100 m²,"2,6 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng.,,15.9862734213825,108.267310356811,5 m,"5,5 m",
350 m²,15 tỷ,,,,,,,16.0294592874726,108.245905779308,13 m,"7,5 m",
90 m²,"4,25 tỷ",,,,,,,16.0198963,108.255782,,"7,5 m",
135 m²,"1,6 tỷ",Đông,,,,,,15.9673204408021,108.211343037584,,"3,5 m",
100 m²,"4,6 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng.,,16.0783347978857,108.166464264747,5 m,"7,5 m",
90 m²,"9,9 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0534199859979,108.245336242103,"4,5 m",55 m,
100 m²,"6,5 tỷ",,3 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.029903411865234,108.24016571044922,,"7,5 m",
70 m²,"4,7 tỷ",Bắc,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.08799934387207,108.22093200683594,,,Nam
76 m²,10 tỷ,Đông - Bắc,2 tầng,,,,,16.0633720966238,108.208855206702,,"7,5 m",
170 m²,"27,5 tỷ",Đông,,,,Sổ đỏ/ Sổ hồng,,16.0304510493782,108.20879474043,5 m,,
100 m²,5 tỷ,Tây - Bắc,,,,,,16.0560385499539,108.165781234645,,"7,5 m",
90 m²,"6,9 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0204856147029,108.255123881367,5 m,15 m,
87 m²,18 tỷ,,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.0672353,108.2077181,5 m,,
114 m²,Thỏa thuận,,,,,Sổ đỏ/ Sổ hồng,,16.0571191669635,108.1801495582,,,
"157,5 m²","10,5 tỷ",Tây,,,,,,16.0176212180692,108.257783351982,7 m,15 m,
69 m²,"1,8 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,15.9832468032837,108.252090454102,,,
100 m²,4 tỷ,Bắc,,,,,,16.0147318,108.2568399,5 m,"5,5 m",
180 m²,12 tỷ,Đông - Nam,4 tầng,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.1008176662495,108.229487945926,10 m,75 m,Đông - Nam
100 m²,"4,2 tỷ",Tây - Bắc,,,,,,16.0206127166748,108.229827880859,,"7,5 m",
101 m²,"5,5 tỷ",,1 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,16.0555554985773,108.205300401351,5 m,,
105 m²,"4,1 tỷ",Đông,,,,Sổ đỏ/ Sổ hồng,,16.0242596609768,108.258448204589,5 m,"7,5 m",
160 m²,14 tỷ,Đông,,,,Sổ đỏ/ Sổ hồng.,,16.0807122,108.2455696,10 m,6 m,
289 m²,"16,5 tỷ",,2 tầng,3 phòng,,,,15.978657722473145,108.27596282958984,,,
"102,5 m²",8 tỷ,Tây,2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,16.0735773,108.241089,5 m,,
"312,5 m²",Thỏa thuận,Tây - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.017343521118164,108.24102783203125,"12,5 m","7,5 m",
100 m²,6 tỷ,Đông - Bắc,2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,16.0298717789088,108.238993283085,5 m,"7,5 m",
160 m²,"7,1 tỷ",,,,,,,16.0416287,108.2453128,"7,5 m",5 m,
92 m²,"4,5 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng,,16.0827889797286,108.160469201325,"4,5 m","7,5 m",
"59,6 m²","1,5 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.09237289428711,108.1265869140625,,,
210 m²,11 tỷ,Tây - Bắc,,,,Sổ đỏ/ Sổ hồng,,16.072982788085938,108.1611328125,10 m,"7,5 m",
"103,7 m²",14 tỷ,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,16.0787276271103,108.244164984811,7 m,7 m,
100 m²,"4,1 tỷ",Đông,,,,,,16.0148407840782,108.255881125637,5 m,"7,5 m",
175 m²,24 tỷ,Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,16.0496564556312,108.240403558073,10 m,10 m,
280 m²,Thỏa thuận,Đông,,,,Sổ đỏ/ Sổ hồng,,16.0334374613312,108.252325071248,14 m,15 m,
362 m²,"7,6 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng,,15.991097450256348,108.26021575927734,15 m,"7,5 m",
90 m²,"7,5 tỷ",Đông - Nam,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0483166055924,108.238144783255,6 m,"5,5 m",Đông - Nam
100 m²,"10,5 tỷ",Đông,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0328772,108.2227792,"4,2 m","10,5 m",
90 m²,"5,4 tỷ",,2 tầng,,,,,16.0341391756675,108.213919420812,,,
"68,5 m²","8,5 tỷ",,2 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0496208,108.240249,"5,05 m","5,5 m",
68 m²,"8,9 tỷ",,1 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0328772,108.2227792,,"10,5 m",
"76,5 m²","4,95 tỷ",,,,,Sổ đỏ/ Sổ hồng,,16.0635169443704,108.233106874674,"4,5 m","5,5 m",
