,area,price,num_of_stories,num_of_bedrooms,num_of_toilets
3465,35.0,2.55,2,3.0,2.0
3466,54.0,2.92,2,4.0,2.0
3467,35.0,2.55,2,3.0,2.0
3468,51.0,4.3,3,3.0,3.0
3469,72.0,3.39,2,4.0,2.0
3470,295.0,11.6,1,5.0,5.0
3471,82.0,2.1,1,2.0,1.0
3472,100.0,7.7,4,14.0,15.0
3473,90.0,3.85,2,3.0,3.0
3474,54.0,2.92,2,4.0,2.0
3475,45.0,2.75,2,2.0,2.0
3476,90.0,3.85,2,3.0,3.0
3477,98.0,9.5,2,3.0,4.0
3478,31.0,1.68,2,2.0,1.0
3479,53.0,2.95,2,4.0,2.0
3480,60.0,3.55,2,3.0,2.0
3481,150.0,4.58,2,3.0,2.0
3482,151.0,16.0,3,4.0,4.0
3483,90.0,5.2,,,
3484,180.0,14.5,2,4.0,4.0
3485,165.0,11.0,,4.0,3.0
3486,73.0,5.19,2,3.0,3.0
3487,100.0,9.5,2,3.0,4.0
3488,70.0,4.8,3,4.0,4.0
3489,100.0,9.5,2,3.0,4.0
3490,70.0,2.8,2,2.0,2.0
3491,100.0,5.9,,,
3492,70.0,4.8,3,4.0,4.0
3493,70.0,7.5,3,4.0,3.0
3494,64.0,2.75,2,3.0,2.0
3495,72.0,3.7,2,3.0,2.0
3496,110.0,12.8,3,4.0,4.0
3497,65.0,2.55,2,2.0,1.0
3498,86.0,6.3,3,3.0,4.0
3499,70.0,4.8,,,
3500,70.0,4.8,3,4.0,4.0
3501,54.0,2.92,2,4.0,2.0
3502,8550.0,6.9,,7.0,6.0
3503,100.0,11.5,,,
3504,85.0,4.3,2,3.0,2.0
3505,50.0,2.55,2,3.0,2.0
3506,48.0,2.48,2,3.0,2.0
3507,90.0,2.7,1,3.0,1.0
3508,150.0,1.35,,,
3509,61.0,3.65,3,3.0,3.0
3510,100.0,2.8,1,2.0,2.0
3511,85.0,4.3,2,3.0,2.0
3512,128.0,8.4,3,3.0,3.0
3513,78.0,4.3,3,4.0,
3514,140.0,6.5,2,4.0,3.0
3515,82.0,3.2,1,2.0,2.0
3516,140.0,6.5,2,4.0,3.0
3517,92.0,4.65,,3.0,2.0
3518,150.0,16.0,,5.0,4.0
3519,140.0,6.5,2,4.0,3.0
3520,50.0,4.3,4,4.0,4.0
3521,105.0,7.0,3,3.0,4.0
3522,75.0,4.45,2,2.0,2.0
3523,75.0,4.45,2,2.0,2.0
3524,51.0,1.78,1,2.0,2.0
3525,90.0,7.8,3,4.0,3.0
3526,147.0,7.0,1,6.0,6.0
3527,151.0,4.55,,2.0,2.0
3528,51.0,1.78,1,2.0,2.0
3529,56.0,5.3,2,2.0,2.0
3530,100.0,2.7,1,2.0,1.0
3531,105.0,7.1,3,3.0,4.0
3532,70.0,4.65,3,3.0,4.0
3533,90.0,2.95,2,3.0,2.0
3534,88.0,6.3,3,3.0,4.0
3535,90.0,2.95,2,3.0,2.0
3536,42.0,2.69,3,3.0,2.0
3537,100.0,2.7,1,2.0,1.0
3538,42.0,2.69,3,3.0,2.0
3539,106.0,3.49,3,3.0,4.0
3540,99.0,5.29,2,2.0,2.0
3541,71.0,11.99,4,4.0,4.0
3542,91.0,7.15,2,3.0,2.0
3543,82.0,4.3,2,2.0,2.0
3544,70.0,3.5,2,4.0,1.0
3545,133.0,2.55,2,5.0,5.0
3546,90.0,14.5,,,
3547,100.0,11.0,,5.0,5.0
3548,87.0,5.45,2,2.0,2.0
3549,83.0,3.55,2,3.0,2.0
3550,81.0,4.1,,3.0,2.0
3551,61.0,4.8,1,1.0,1.0
3552,70.0,4.5,3,3.0,3.0
3553,78.0,4.65,3,4.0,4.0
3554,100.0,7.6,3,4.0,4.0
3555,96.0,5.3,3,3.0,
3556,81.0,5.2,1,1.0,1.0
3557,106.0,3.49,3,3.0,4.0
3558,70.0,3.5,2,4.0,1.0
3559,48.0,6.5,2,2.0,2.0
3560,56.0,7.99,3,3.0,2.0
3561,99.0,5.35,2,2.0,2.0
3562,70.0,3.7,2,2.0,2.0
3563,78.0,4.65,3,3.0,4.0
3564,107.0,14.0,3,5.0,5.0
3565,107.0,6.15,2,3.0,3.0
3566,78.0,4.65,3,3.0,4.0
3567,77.0,5.0,3,3.0,4.0
3568,78.0,4.65,3,3.0,5.0
3569,102.0,6.9,3,3.0,4.0
3570,75.0,3.9,2,2.0,2.0
3571,70.0,3.5,2,4.0,1.0
3572,100.0,10.0,,,
3573,68.0,5.7,3,3.0,3.0
3574,69.0,14.0,3,7.0,5.0
3575,250.0,28.0,,,
3576,106.0,3.49,3,3.0,4.0
3577,28.0,1.58,2,2.0,2.0
3578,100.0,4.8,,,
3579,82.0,3.1,2,3.0,2.0
3580,82.0,4.3,2,2.0,2.0
3581,72.0,3.99,2,3.0,2.0
3582,186.0,11.7,1,2.0,2.0
3583,106.0,3.49,3,3.0,4.0
3584,66.0,5.5,3,3.0,4.0
3585,60.0,2.78,2,3.0,2.0
3586,233.0,10.0,,,
3587,68.0,5.8,,,
3588,100.0,6.5,3,3.0,2.0
3589,123.0,6.6,,,
3590,318.0,18.8,,,
3591,75.0,4.6,,,
3592,91.0,7.15,2,3.0,2.0
3593,45.0,3.55,2,3.0,3.0
3594,90.0,6.1,3,3.0,4.0
3595,230.0,24.0,2,5.0,4.0
3596,85.0,64.5,3,3.0,4.0
3597,135.0,8.0,3,5.0,4.0
3598,106.0,3.49,3,3.0,4.0
3599,66.0,5.5,3,3.0,4.0
3600,64.0,3.0,3,3.0,3.0
3601,61.0,4.89,1,1.0,1.0
3602,80.0,2.9,2,3.0,3.0
3603,100.0,13.4,,,
3604,46.0,3.45,3,3.0,3.0
3605,61.0,3.65,3,3.0,3.0
3606,45.0,3.35,2,3.0,3.0
3607,46.0,3.45,3,3.0,3.0
3608,90.0,10.7,3,3.0,4.0
3609,150.0,8.0,,,
3610,70.0,4.5,,,
3611,100.0,16.0,,,
3612,98.0,5.25,2,3.0,3.0
3613,125.0,11.0,,,
3614,82.0,4.8,3,3.0,3.0
3615,90.0,17.5,,,
3616,102.0,6.9,3,3.0,4.0
3617,100.0,6.2,3,3.0,3.0
3618,60.0,3.0,,,
3619,115.0,4.5,1,1.0,1.0
3620,44.0,5.7,3,3.0,
3621,110.0,5.7,2,,
3622,60.0,9.9,4,7.0,8.0
3623,52.0,2.85,2,3.0,2.0
3624,82.0,4.8,3,3.0,3.0
3625,75.0,4.45,2,2.0,2.0
3626,53.0,3.35,3,3.0,3.0
3627,66.0,5.5,3,3.0,4.0
3628,61.0,7.7,,,
3629,70.0,3.45,3,3.0,4.0
3630,61.0,7.7,,,
3631,63.0,2.48,2,2.0,2.0
3632,53.0,3.35,3,3.0,3.0
3633,76.0,4.15,3,8.0,
3634,51.0,3.5,,,
3635,82.0,4.8,3,3.0,3.0
3636,60.0,10.8,4,4.0,4.0
3637,83.0,3.8,3,3.0,3.0
3638,110.0,7.4,,5.0,5.0
3639,160.0,21.3,,5.0,5.0
3640,100.0,5.8,3,3.0,3.0
3641,35.0,1.8,2,2.0,1.0
3642,98.0,3.3,2,3.0,2.0
3643,52.0,5.5,3,3.0,3.0
3644,140.0,35.5,3,4.0,5.0
3645,46.0,3.45,3,3.0,3.0
3646,34.0,2.4,,2.0,1.0
3647,71.0,11.99,4,4.0,4.0
3648,82.0,9.9,3,4.0,3.0
3649,81.0,5.2,1,1.0,1.0
3650,143.0,7.1,,,
3651,112.0,13.0,,15.0,15.0
3652,75.0,7.3,4,4.0,4.0
3653,60.0,4.8,2,3.0,3.0
3654,140.0,16.0,,,
3655,65.0,6.0,,,
3656,130.0,18.0,,,
3657,100.0,14.9,,,
3658,130.0,8.8,,,
3659,50.0,2.18,,,
3660,250.0,25.0,,,
3661,150.0,6.4,,,
3662,117.0,55.0,,,
3663,125.0,7.5,,,
3664,90.0,19.8,,,
3665,131.0,20.5,,5.0,5.0
3666,107.0,11.0,,5.0,
3667,104.0,14.8,,,
3668,50.0,3.8,2,2.0,2.0
3669,82.0,9.9,3,4.0,3.0
3670,98.0,3.3,2,3.0,2.0
3671,100.0,5.3,3,3.0,3.0
3672,41.0,2.59,2,2.0,2.0
3673,135.0,13.99,2,5.0,5.0
3674,88.0,12.0,,,
3675,70.0,5.7,,,
3676,150.0,8.0,,,
3677,70.0,4.5,,,
3678,44.0,8.1,,,
3679,90.0,17.5,,,
3680,11380.0,7.8,,,
3681,145.0,17.0,,,
3682,127.0,10.5,,,
3683,78.0,8.3,3,4.0,3.0
3684,40.0,2.85,3,3.0,5.0
3685,84.0,7.5,,,
3686,90.0,7.5,,,
3687,328.0,18.8,,,
3688,310.0,25.0,,,
3689,75.0,4.6,,,
3690,50.0,2.75,2,2.0,2.0
3691,98.0,3.3,2,3.0,2.0
3692,52.0,5.5,3,3.0,3.0
3693,100.0,4.59,3,4.0,4.0
3694,75.0,2.95,1,2.0,1.0
3695,99.0,6.4,3,3.0,3.0
3696,65.0,2.85,1,2.0,1.0
3697,100.0,4.45,3,3.0,3.0
3698,70.0,3.15,2,2.0,1.0
3699,45.0,2.09,2,2.0,2.0
3700,55.0,6.99,3,3.0,3.0
3701,535.0,23.0,2,2.0,3.0
3702,100.0,5.3,3,3.0,2.0
3703,84.0,5.6,2,3.0,2.0
3704,160.0,3.1,1,2.0,2.0
3705,83.0,3.8,3,3.0,3.0
3706,65.0,2.55,2,2.0,1.0
3707,46.0,3.75,3,4.0,4.0
3708,90.0,25.5,,5.0,5.0
3709,110.0,12.8,3,4.0,4.0
3710,100.0,5.3,3,3.0,2.0
3711,61.0,3.95,3,4.0,3.0
3712,160.0,3.1,1,2.0,2.0
3713,78.0,4.29,3,4.0,3.0
3714,58.0,4.35,3,4.0,3.0
3715,58.0,4.35,3,4.0,3.0
3716,100.0,5.25,1,2.0,1.0
3717,78.0,4.3,3,4.0,3.0
3718,84.0,5.6,2,3.0,2.0
3719,36.0,2.6,4,3.0,2.0
3720,78.0,4.3,3,4.0,3.0
3721,84.0,5.6,2,3.0,2.0
3722,157.0,2.65,1,3.0,1.0
3723,100.0,5.25,1,2.0,1.0
3724,78.0,4.3,3,4.0,3.0
3725,124.0,5.3,3,5.0,3.0
3726,120.0,14.0,4,11.0,12.0
3727,90.0,6.49,3,4.0,4.0
3728,100.0,5.25,1,2.0,1.0
3729,100.0,5.25,1,2.0,1.0
3730,36.0,2.59,4,3.0,2.0
3731,100.0,5.25,1,2.0,1.0
3732,55.0,3.85,2,2.0,2.0
3733,84.0,5.6,2,3.0,2.0
3734,70.0,2.73,2,3.0,
3735,98.0,5.25,2,3.0,3.0
3736,60.0,4.55,2,3.0,3.0
3737,100.0,4.7,2,3.0,2.0
3738,75.0,2.75,3,5.0,3.0
3739,50.0,4.6,2,2.0,2.0
3740,62.0,4.68,2,3.0,2.0
3741,100.0,2.8,1,2.0,2.0
3742,60.0,2.78,2,3.0,2.0
3743,75.0,4.5,3,3.0,4.0
3744,71.0,1.8,1,2.0,1.0
3745,80.0,5.2,3,3.0,3.0
3746,68.0,5.8,3,2.0,2.0
3747,50.0,2.99,3,3.0,3.0
3748,535.0,23.0,2,2.0,3.0
3749,41.0,2.55,2,2.0,2.0
3750,42.0,2.55,2,2.0,2.0
3751,85.0,3.65,3,3.0,3.0
3752,74.0,3.45,3,3.0,3.0
3753,50.0,3.15,2,3.0,2.0
3754,70.0,3.75,2,3.0,3.0
3755,90.0,8.5,,5.0,5.0
3756,72.0,3.28,2,3.0,4.0
3757,84.0,5.8,3,2.0,3.0
3758,98.0,6.5,3,5.0,5.0
3759,107.0,4.3,,2.0,2.0
3760,90.0,6.7,3,5.0,5.0
3761,41.0,5.78,3,3.0,3.0
3762,166.0,29.0,,19.0,20.0
3763,75.0,3.6,3,3.0,3.0
3764,99.0,6.5,3,3.0,3.0
3765,125.0,3.35,1,3.0,2.0
3766,100.0,2.8,1,2.0,2.0
3767,61.0,3.4,3,4.0,4.0
3768,106.0,14.8,3,3.0,3.0
3769,122.0,4.79,1,3.0,3.0
3770,100.0,7.0,3,4.0,4.0
3771,47.0,5.15,2,2.0,2.0
3772,72.0,3.48,3,3.0,3.0
3773,60.0,2.78,2,3.0,2.0
3774,60.0,3.65,3,4.0,3.0
3775,55.0,2.75,3,3.0,2.0
3776,61.0,2.75,2,3.0,3.0
3777,70.0,2.55,2,3.0,2.0
3778,60.0,2.35,2,3.0,2.0
3779,120.0,2.69,2,3.0,2.0
3780,90.0,1.85,1,2.0,1.0
3781,87.0,5.85,3,4.0,4.0
3782,85.0,6.45,3,3.0,4.0
3783,81.0,5.6,3,3.0,4.0
3784,74.0,3.45,3,3.0,3.0
3785,90.0,2.7,2,3.0,2.0
3786,143.0,9.99,3,5.0,5.0
3787,78.0,3.79,2,3.0,3.0
3788,81.0,5.65,3,4.0,4.0
3789,90.0,6.23,3,3.0,3.0
3790,100.0,5.99,3,4.0,3.0
3791,76.0,12.5,3,5.0,3.0
3792,63.0,1.75,1,1.0,1.0
3793,63.0,1.75,1,1.0,1.0
3794,100.0,5.3,2,3.0,2.0
3795,90.0,5.3,1,2.0,1.0
3796,81.0,4.1,2,3.0,3.0
3797,75.0,3.75,2,3.0,2.0
3798,594.0,25.0,3,,
3799,379.0,13.0,1,,
3800,62.0,4.89,1,1.0,1.0
3801,64.0,5.89,2,2.0,2.0
3802,76.0,5.35,4,5.0,5.0
3803,60.0,2.78,2,3.0,2.0
3804,72.0,4.2,1,2.0,1.0
3805,67.0,2.68,2,2.0,2.0
3806,90.0,6.23,3,3.0,3.0
3807,60.0,2.8,,,
3808,93.0,8.5,2,3.0,
3809,76.0,5.35,4,5.0,5.0
3810,190.0,19.5,2,,
3811,190.0,35.0,,,
3812,112.0,6.79,2,3.0,2.0
3813,99.0,6.5,3,3.0,3.0
3814,55.0,6.99,3,3.0,3.0
3815,100.0,10.5,4,5.0,5.0
3816,73.0,2.7,2,3.0,2.0
3817,100.0,5.8,3,4.0,4.0
3818,100.0,5.3,2,4.0,3.0
3819,82.0,3.7,1,2.0,1.0
3820,120.0,4.15,3,3.0,3.0
3821,63.0,3.5,,,
3822,126.0,5.5,2,3.0,2.0
3823,100.0,24.99,,5.0,5.0
3824,120.0,3.49,3,3.0,4.0
3825,61.0,3.35,2,3.0,3.0
3826,55.0,6.99,3,3.0,3.0
3827,99.0,6.5,3,3.0,3.0
3828,104.0,7.25,3,4.0,4.0
3829,90.0,7.35,3,4.0,4.0
3830,90.0,7.1,2,3.0,2.0
3831,140.0,1.95,,,
3832,115.0,7.6,,8.0,8.0
3833,101.0,2.75,1,2.0,2.0
3834,252.0,17.9,,17.0,15.0
3835,75.0,2.99,1,2.0,1.0
3836,100.0,9.99,3,5.0,5.0
3837,84.0,7.8,,4.0,4.0
3838,56.0,7.2,3,4.0,5.0
3839,84.0,7.8,,4.0,4.0
3840,71.0,4.15,2,4.0,3.0
3841,67.0,2.6,2,3.0,3.0
3842,85.0,5.75,4,4.0,4.0
3843,60.0,3.8,3,4.0,4.0
3844,20.0,1.85,3,2.0,2.0
3845,41.0,2.9,3,3.0,2.0
3846,99.0,3.9,2,3.0,2.0
3847,130.0,3.65,3,4.0,3.0
3848,165.0,3.65,,,
3849,35.0,2.89,2,2.0,2.0
3850,120.0,3.49,3,3.0,4.0
3851,84.0,2.69,2,3.0,2.0
3852,61.0,3.35,2,3.0,3.0
3853,28.0,1.58,2,2.0,2.0
3854,100.0,9.99,3,5.0,5.0
3855,156.0,8.6,3,5.0,4.0
3856,100.0,5.8,1,2.0,
3857,60.0,3.35,2,3.0,3.0
3858,86.0,6.5,2,3.0,2.0
3859,75.0,2.99,1,2.0,1.0
3860,92.0,5.0,1,2.0,1.0
3861,55.0,3.45,1,2.0,1.0
3862,82.0,5.0,1,2.0,1.0
3863,100.0,13.8,,5.0,5.0
3864,66.0,5.7,3,3.0,
3865,28.0,2.15,2,2.0,2.0
3866,66.0,4.05,3,3.0,4.0
3867,48.0,2.79,3,3.0,3.0
3868,81.0,13.5,,5.0,5.0
3869,74.0,12.3,,5.0,5.0
3870,100.0,7.8,3,3.0,4.0
3871,51.0,3.3,2,2.0,2.0
3872,43.0,4.29,3,3.0,3.0
3873,48.0,2.79,3,3.0,3.0
3874,79.0,4.29,2,3.0,2.0
3875,111.0,13.8,3,,
3876,110.0,17.3,,,
3877,41.0,5.8,3,3.0,3.0
3878,110.0,2.3,1,2.0,1.0
3879,54.0,2.95,2,4.0,2.0
3880,90.0,6.6,2,2.0,2.0
3881,131.0,3.8,3,4.0,4.0
3882,60.0,3.8,3,4.0,4.0
3883,85.0,5.75,4,4.0,4.0
3884,67.0,2.6,2,3.0,3.0
3885,50.0,3.95,3,3.0,3.0
3886,95.0,6.1,3,,
3887,53.0,3.19,1,1.0,1.0
3888,43.0,2.28,2,2.0,2.0
3889,99.0,4.19,2,3.0,2.0
3890,48.0,2.95,2,2.0,1.0
3891,30.0,2.16,2,2.0,2.0
3892,100.0,5.0,2,2.0,2.0
3893,86.0,6.0,3,3.0,4.0
3894,100.0,5.3,2,4.0,3.0
3895,124.0,6.3,2,6.0,3.0
3896,100.0,5.2,4,4.0,3.0
3897,90.0,6.9,2,2.0,2.0
3898,58.0,2.6,2,2.0,2.0
3899,41.0,2.9,3,3.0,2.0
3900,106.0,3.85,2,3.0,2.0
3901,110.0,2.3,1,2.0,1.0
3902,110.0,11.0,,5.0,5.0
3903,500.0,35.0,3,2.0,2.0
3904,100.0,5.8,3,4.0,4.0
3905,69.0,2.42,2,2.0,2.0
3906,99.0,4.15,2,3.0,2.0
3907,43.0,2.29,2,2.0,2.0
3908,81.0,13.5,,5.0,5.0
3909,74.0,12.3,,5.0,5.0
3910,41.0,2.9,3,3.0,2.0
3911,110.0,2.3,2,1.0,1.0
3912,100.0,4.5,2,4.0,4.0
3913,100.0,5.4,3,4.0,4.0
3914,102.0,8.4,1,2.0,2.0
3915,99.0,4.15,2,3.0,2.0
3916,226.0,15.0,4,3.0,5.0
3917,125.0,4.8,3,4.0,2.0
3918,90.0,15.5,,13.0,14.0
3919,300.0,15.0,3,10.0,8.0
3920,90.0,10.0,,10.0,11.0
3921,150.0,9.6,,2.0,1.0
3922,60.0,4.19,1,2.0,1.0
3923,215.0,22.0,5,5.0,5.0
3924,215.0,22.0,5,5.0,5.0
3925,80.0,5.5,2,3.0,2.0
3926,77.0,5.1,2,3.0,2.0
3927,100.0,4.65,2,3.0,2.0
3928,87.0,5.4,4,5.0,5.0
3929,80.0,3.65,2,3.0,3.0
3930,94.0,6.5,4,4.0,4.0
3931,93.0,6.5,4,4.0,5.0
3932,99.0,5.7,4,3.0,4.0
3933,120.0,22.0,,,
3934,70.0,5.56,3,3.0,3.0
3935,220.0,11.3,,,
3936,38.0,2.2,,,
3937,107.0,11.0,5,5.0,5.0
3938,108.0,11.0,5,5.0,5.0
3939,63.0,4.75,1,2.0,1.0
3940,119.0,4.1,2,5.0,3.0
3941,119.0,4.1,2,5.0,3.0
3942,112.0,6.8,3,3.0,3.0
3943,92.0,7.45,3,3.0,3.0
3944,87.0,5.85,3,4.0,4.0
3945,70.0,6.4,2,3.0,2.0
3946,90.0,2.8,2,3.0,2.0
3947,90.0,2.8,,,
3948,45.0,3.3,,,
3949,90.0,3.4,2,3.0,3.0
3950,925.0,6.2,2,3.0,2.0
3951,90.0,4.4,,5.0,5.0
3952,70.0,6.4,2,3.0,2.0
3953,92.0,7.45,3,3.0,3.0
3954,54.0,7.5,3,3.0,3.0
3955,100.0,11.5,5,5.0,5.0
3956,100.0,11.5,5,5.0,5.0
3957,69.0,2.42,2,2.0,2.0
3958,65.0,4.45,3,3.0,
3959,65.0,4.45,3,3.0,
3960,127.0,7.4,3,,
3961,98.0,10.1,5,5.0,5.0
3962,190.0,5.6,1,3.0,2.0
3963,33.0,1.82,2,2.0,2.0
3964,75.0,3.75,2,3.0,2.0
3965,81.0,4.1,2,3.0,3.0
3966,130.0,5.55,2,3.0,2.0
3967,130.0,5.55,2,3.0,2.0
3968,70.0,6.4,2,3.0,2.0
3969,80.0,5.5,2,3.0,3.0
3970,70.0,5.5,3,4.0,3.0
3971,100.0,5.5,1,1.0,1.0
3972,70.0,5.5,2,3.0,2.0
3973,80.0,15.0,5,9.0,10.0
3974,35.0,2.1,2,2.0,2.0
3975,45.0,2.3,2,3.0,2.0
3976,55.0,2.95,2,4.0,2.0
3977,90.0,25.5,5,5.0,5.0
3978,100.0,4.87,3,4.0,4.0
3979,94.0,6.5,4,4.0,5.0
3980,81.0,5.65,3,4.0,4.0
3981,60.0,2.35,2,3.0,2.0
3982,80.0,4.5,2,2.0,2.0
3983,81.0,6.5,3,3.0,3.0
3984,40.0,2.66,3,2.0,2.0
3985,100.0,7.5,,,
3986,40.0,2.66,3,2.0,2.0
3987,78.0,4.0,,,
3988,1.0,2.6,,,
3989,150.0,9.7,,1.0,1.0
3990,74.0,3.45,3,3.0,3.0
3991,71.0,4.15,2,4.0,3.0
3992,131.0,20.5,5,5.0,5.0
3993,112.0,7.9,3,4.0,5.0
3994,90.0,1.85,1,2.0,1.0
3995,90.0,2.7,2,3.0,2.0
3996,40.0,2.66,3,2.0,2.0
3997,140.0,45.0,3,19.0,20.0
3998,140.0,35.0,3,2.0,3.0
3999,50.0,2.23,2,2.0,2.0
4000,46.0,2.3,2,3.0,2.0
4001,68.0,3.39,3,3.0,2.0
4002,127.0,7.4,,,
4003,235.0,52.0,5,5.0,5.0
4004,67.0,2.35,1,1.0,1.0
4005,50.0,2.23,2,2.0,2.0
4006,46.0,2.3,2,3.0,2.0
4007,62.0,2.59,1,2.0,2.0
4008,90.0,6.8,3,5.0,5.0
4009,125.0,22.5,5,5.0,5.0
4010,60.0,2.35,2,3.0,2.0
4011,46.0,2.3,2,3.0,2.0
4012,46.0,2.3,2,3.0,2.0
4013,90.0,3.55,2,3.0,2.0
4014,37.0,1.88,2,2.0,2.0
4015,100.0,5.7,3,4.0,4.0
4016,50.0,2.23,2,2.0,2.0
4017,62.0,3.15,2,3.0,2.0
4018,60.0,3.65,3,4.0,4.0
4019,96.0,9.5,2,4.0,3.0
4020,100.0,14.5,4,8.0,9.0
4021,99.0,12.5,4,4.0,4.0
4022,73.0,8.5,3,3.0,2.0
4023,188.0,10.3,4,6.0,6.0
4024,750.0,10.5,4,30.0,30.0
4025,93.0,6.55,3,3.0,4.0
4026,130.0,16.9,3,4.0,4.0
4027,90.0,5.1,4,4.0,4.0
4028,90.0,4.9,3,3.0,3.0
4029,90.0,3.75,2,3.0,3.0
4030,100.0,2.85,2,4.0,4.0
4031,98.0,13.9,5,9.0,10.0
4032,75.0,3.9,3,4.0,4.0
4033,70.0,16.0,3,3.0,3.0
4034,252.0,28.0,3,5.0,5.0
4035,80.0,4.19,1,2.0,2.0
4036,61.0,2.75,2,3.0,3.0
4037,85.0,5.2,1,2.0,1.0
4038,58.0,5.2,2,2.0,2.0
4039,61.0,6.5,4,3.0,3.0
4040,90.0,3.55,2,3.0,2.0
4041,234.0,52.0,5,5.0,5.0
4042,108.0,16.8,,,
4043,90.0,3.55,2,3.0,2.0
4044,171.0,3.1,1,2.0,1.0
4045,234.0,52.0,5,5.0,5.0
4046,100.0,8.4,2,3.0,3.0
4047,72.0,2.1,1,,
4048,68.0,1.95,2,3.0,1.0
4049,106.0,4.7,1,5.0,5.0
4050,50.0,2.25,2,2.0,2.0
4051,90.0,5.5,4,5.0,4.0
4052,28.0,1.58,2,2.0,2.0
4053,5.0,3.6,3,2.0,2.0
4054,90.0,2.7,1,2.0,2.0
4055,65.0,4.45,3,3.0,3.0
4056,80.0,3.65,2,3.0,3.0
4057,85.0,5.3,4,5.0,5.0
4058,105.0,5.99,3,3.0,3.0
4059,60.0,2.99,3,4.0,3.0
4060,67.0,3.7,4,4.0,4.0
4061,51.0,3.15,1,2.0,2.0
4062,61.0,3.4,3,4.0,4.0
4063,51.0,3.15,1,2.0,2.0
4064,53.0,2.98,1,1.0,1.0
4065,72.0,3.28,2,3.0,4.0
4066,34.0,1.58,1,1.0,1.0
4067,90.0,8.5,5,5.0,5.0
4068,70.0,3.75,2,3.0,3.0
4069,74.0,3.45,3,3.0,3.0
4070,61.0,2.69,2,3.0,3.0
4071,62.0,2.75,1,2.0,2.0
4072,60.0,3.25,3,3.0,4.0
4073,55.0,3.9,2,2.0,2.0
4074,125.0,16.95,4,5.0,5.0
4075,106.0,4.7,1,5.0,5.0
4076,77.0,4.9,3,3.0,3.0
4077,67.0,3.7,4,4.0,4.0
4078,40.0,1.75,2,3.0,2.0
4079,55.0,2.75,2,2.0,2.0
4080,60.0,2.99,3,4.0,3.0
4081,134.0,10.4,2,,
4082,98.0,3.3,2,,
4083,150.0,3.65,2,3.0,2.0
4084,100.0,2.2,,3.0,1.0
4085,72.0,3.75,3,4.0,4.0
4086,84.0,3.09,2,2.0,3.0
4087,67.0,3.7,4,4.0,4.0
4088,70.0,2.95,3,4.0,3.0
4089,108.0,18.0,,,
4090,37.0,2.05,3,3.0,3.0
4091,92.0,8.3,5,5.0,5.0
4092,40.0,1.75,2,3.0,2.0
4093,67.0,3.7,4,4.0,4.0
4094,102.0,11.8,5,5.0,5.0
4095,37.0,2.05,3,3.0,3.0
4096,87.0,13.5,,,
4097,100.0,18.0,,,
4098,115.0,15.5,,,
4099,90.0,13.5,,,
4100,85.0,11.5,,,
4101,50.0,3.39,2,3.0,2.0
4102,3.74,41.9,1,3.0,3.0
4103,35.0,2.98,2,2.0,2.0
4104,103.0,11.0,2,3.0,2.0
4105,58.0,2.19,1,2.0,2.0
4106,150.0,3.65,2,3.0,2.0
4107,110.0,17.3,5,5.0,5.0
4108,53.0,2.99,2,4.0,2.0
4109,40.0,1.75,2,3.0,2.0
4110,78.0,3.9,2,3.0,3.0
4111,47.0,2.35,1,2.0,1.0
4112,85.0,3.09,2,2.0,2.0
4113,54.0,2.05,1,2.0,2.0
4114,85.0,3.09,2,2.0,2.0
4115,54.0,2.05,1,2.0,2.0
4116,60.0,5.2,5,,
4117,80.0,5.7,2,2.0,2.0
4118,80.0,7.5,3,3.0,3.0
4119,105.0,6.7,4,4.0,4.0
4120,83.0,3.7,2,4.0,2.0
4121,105.0,5.99,3,3.0,3.0
4122,53.0,2.99,2,4.0,2.0
4123,51.0,3.55,,,
4124,63.0,4.35,3,3.0,3.0
4125,103.0,11.0,2,3.0,2.0
4126,95.0,5.3,1,2.0,2.0
4127,225.0,26.0,4,5.0,5.0
4128,60.0,5.2,5,5.0,5.0
4129,65.0,5.85,3,3.0,3.0
4130,114.0,7.2,3,4.0,4.0
4131,53.0,2.99,2,4.0,2.0
4132,105.0,5.99,3,3.0,3.0
4133,3.74,42.0,1,3.0,3.0
4134,39.0,1.79,1,2.0,1.0
4135,60.0,5.2,5,5.0,5.0
4136,120.0,19.5,2,2.0,2.0
4137,105.0,5.99,3,3.0,3.0
4138,96.0,8.39,2,3.0,2.0
4139,51.0,2.05,1,2.0,2.0
4140,50.0,3.5,3,4.0,4.0
4141,53.0,5.15,2,2.0,2.0
4142,98.0,3.29,2,3.0,2.0
4143,60.0,5.3,5,5.0,5.0
4144,65.0,4.2,1,2.0,2.0
4145,100.0,3.9,1,2.0,1.0
4146,86.0,5.3,2,3.0,2.0
4147,100.0,5.39,2,3.0,2.0
4148,102.0,11.8,5,5.0,5.0
4149,75.0,3.5,2,5.0,3.0
4150,640.0,42.0,2,5.0,5.0
4151,92.0,10.7,5,5.0,5.0
4152,55.0,7.5,3,3.0,3.0
4153,150.0,13.5,5,5.0,5.0
4154,76.0,5.3,4,5.0,5.0
4155,92.0,10.7,5,5.0,5.0
4156,56.0,5.5,3,4.0,3.0
4157,60.0,5.3,4,8.0,8.0
4158,85.0,4.5,3,3.0,4.0
4159,60.0,4.2,3,3.0,3.0
4160,98.0,3.3,2,3.0,4.0
