price,area,road_width,floors,bedroom,loc,garage
": 7,5 tỷ","100 m
2",11m,3 lầu,5 phòng ngủ,"Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",0
": 7,2 tỷ","140 m
2",6m,2 lầu,4 phòng ngủ,"Đường Phạm Quang Ảnh, Phường An Hải Bắc, Quận Sơn Trà,",0
": 11,5 tỷ","68 m
2","5,5m",4 lầu,4 phòng ngủ,"Đường An Thượng 5, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 15,8 tỷ","148 m
2","7,5m",,4 phòng ngủ,"Đường Nguyễn Duy Hiệu, Phường An Hải Bắc, Quận Sơn Trà,",0
": 13,5 tỷ","81 m
2","5,5m",5 lầu,5 phòng ngủ,"Đường An Thượng 21, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 4,6 tỷ","56 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường An Mỹ 3, Phường An Hải Bắc, Quận Sơn Trà,",0
": 5,35 tỷ","75 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Vũ Quỳnh, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
": 6,9 tỷ","110 m
2",6m,,3 phòng ngủ,"Đường Phạm Quang Ảnh, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
: 18 tỷ,"154 m
2",11m,4 lầu,5 phòng ngủ,"Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 11,5 tỷ","68 m
2","5,5m",4 lầu,4 phòng ngủ,"Đường An Thượng 5, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 5,35 tỷ","75 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Vũ Quỳnh, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
": 6,9 tỷ","110 m
2",6m,,3 phòng ngủ,"Đường Phạm Quang Ảnh, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
: 18 tỷ,"154 m
2",11m,4 lầu,5 phòng ngủ,"Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 7,8 tỷ","75 m
2","5,5m",4 lầu,3 phòng ngủ,"Đường Trần Thanh Mại, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 4,9 tỷ","52 m
2",5m,,2 phòng ngủ,"Đường An Thượng 14, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 4,2 tỷ","108 m
2","5,5m",2 lầu,6 phòng ngủ,"Đường Vùng Trung 6, Phường Hòa Hải, Quận Ngũ Hành Sơn,",0
": 7,7 tỷ","115 m
2","5,5m",5 lầu,7 phòng ngủ,"Đường Sơn Thủy 1, Phường Hòa Hải, Quận Ngũ Hành Sơn,",0
": 8,3 tỷ","95 m
2","7,5m",5 lầu,11 phòng ngủ,"Đường Trịnh Lỗi, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 10,9 tỷ","82 m
2","5,5m",5 lầu,6 phòng ngủ,"Đường Nguyễn Đình, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 3,9 tỷ","55 m
2",30m,4 lầu,3 phòng ngủ,"Đường Trường Sơn, Phường Hòa Thọ Tây, Quận Cẩm Lệ,",0
": 3,8 tỷ","63 m
2",7m,2 lầu,2 phòng ngủ,"Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
: 7 tỷ,"76 m
2","5,5m",,2 phòng ngủ,"Đường Tô Hiến Thành, Phường Phước Mỹ, Quận Sơn Trà,",0
": 16,3 tỷ","264 m
2",6m,6 lầu,10 phòng ngủ,"Đường Lương Thế Vinh, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 4,3 tỷ","104 m
2",8m,2 lầu,3 phòng ngủ,"Đường Trần Hoành, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 7,2 tỷ","95 m
2",11m,3 lầu,5 phòng ngủ,"Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 6,4 tỷ","95 m
2","7,5m",4 lầu,5 phòng ngủ,"Đường Nước Mặn 1, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",0
": 6,2 tỷ","100 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Giang Châu 1, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",0
": 4,7 tỷ","95 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Đông Hải 5, Phường Hòa Hải, Quận Ngũ Hành Sơn,",chỗ để xe
": 7,2 tỷ","140 m
2",6m,2 lầu,4 phòng ngủ,"Đường Phạm Quang Ảnh, Phường An Hải Bắc, Quận Sơn Trà,",0
": 5,05 tỷ","56 m
2",4m,2 lầu,3 phòng ngủ,"Đường An Thượng 18, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 3,1 tỷ","100 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Bàu Cầu 15, Phường Hòa Xuân, Quận Cẩm Lệ,",0
": 5,3 tỷ","81 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Trần Hữu Trang, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 3,5 tỷ","51 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường An Hải 16, Phường Nại Hiên Đông, Quận Sơn Trà,",0
": 3,85 tỷ","55 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường An Trung 7, Phường An Hải Bắc, Quận Sơn Trà,",0
": 6,7 tỷ","76 m
2","5,5m",3 lầu,2 phòng ngủ,"Đường Phạm Quang Ảnh, Phường An Hải Bắc, Quận Sơn Trà,",0
: 10 tỷ,"58 m
2",15m,2 lầu,2 phòng ngủ,"Đường 2/9, Phường Hòa Cường, Quận Hải Châu,",0
": 7,8 tỷ","75 m
2","5,5m",4 lầu,3 phòng ngủ,"Đường Trần Thanh Mại, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 4,9 tỷ","52 m
2",5m,,2 phòng ngủ,"Đường An Thượng 14, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 4,2 tỷ","108 m
2","5,5m",2 lầu,6 phòng ngủ,"Đường Vùng Trung 6, Phường Hòa Hải, Quận Ngũ Hành Sơn,",0
": 7,7 tỷ","115 m
2","5,5m",5 lầu,7 phòng ngủ,"Đường Sơn Thủy 1, Phường Hòa Hải, Quận Ngũ Hành Sơn,",0
": 8,3 tỷ","95 m
2","7,5m",5 lầu,11 phòng ngủ,"Đường Trịnh Lỗi, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 10,9 tỷ","82 m
2","5,5m",5 lầu,6 phòng ngủ,"Đường Nguyễn Đình, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 3,9 tỷ","55 m
2",30m,4 lầu,3 phòng ngủ,"Đường Trường Sơn, Phường Hòa Thọ Tây, Quận Cẩm Lệ,",0
": 3,8 tỷ","63 m
2",7m,2 lầu,2 phòng ngủ,"Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
: 7 tỷ,"76 m
2","5,5m",,2 phòng ngủ,"Đường Tô Hiến Thành, Phường Phước Mỹ, Quận Sơn Trà,",0
": 16,5 tỷ","73 m
2",11m,8 lầu,8 phòng ngủ,"Đường Chính Hữu, Phường Phước Mỹ, Quận Sơn Trà,",0
: 16 tỷ,"90 m
2",20m,8 lầu,13 phòng ngủ,"Đường Nguyễn Trọng Nghĩa, Phường Mân Thái, Quận Sơn Trà,",0
": 6,4 tỷ","95 m
2","7,5m",4 lầu,5 phòng ngủ,"Đường Nước Mặn 5, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",0
": 4,6 tỷ","85 m
2","5,5m",1 lầu,2 phòng ngủ,"Đường Lê Cảnh Tuân, Phường Nại Hiên Đông, Quận Sơn Trà,",0
": 16,8 tỷ","120 m
2",10m,4 lầu,5 phòng ngủ,"Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
: 8 tỷ,"70 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
": 3,75 tỷ","87 m
2","5,5m",1 lầu,1 phòng ngủ,"Đường Hoàng Ngọc Phách, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 5,9 tỷ","70 m
2","5,5m",2 lầu,4 phòng ngủ,"Đường Nguyễn Hành, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 7,2 tỷ","80 m
2",33m,2 lầu,3 phòng ngủ,"Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
: 13 tỷ,"170 m
2",33m,3 lầu,5 phòng ngủ,"Đường Tôn Đức Thắng, Phường Hòa Khánh Nam, Quận Liên Chiểu,",0
": 3,8 tỷ","110 m
2","5,5m",1 lầu,2 phòng ngủ,"Đường Nguyễn Khoa Chiêm, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
: 13 tỷ,"114 m
2",10m,3 lầu,4 phòng ngủ,"Đường Lê Quảng Chí, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 5,2 tỷ","52 m
2",10m,1 lầu,2 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
": 8,2 tỷ","103 m
2",10m,1 lầu,2 phòng ngủ,"Đường Hồ Quý Ly, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
": 5,7 tỷ","108 m
2",15m,1 lầu,2 phòng ngủ,"Đường Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
: 6 tỷ,"100 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Bùi Thiện Ngộ, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 6,5 tỷ","100 m
2",10m,3 lầu,4 phòng ngủ,"Đường Lương Định Của, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 5,1 tỷ","48 m
2","5,5m",4 lầu,3 phòng ngủ,"Đường Lê Thị Tính, Phường An Khê, Quận Thanh Khê,",chỗ để xe
": 17,5 tỷ","100 m
2","7,5m",3 lầu,6 phòng ngủ,"Đường Hà Bổng, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 6,2 tỷ","90 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Lưu Hữu Phước, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 5,4 tỷ","75 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Phú Lộc 1, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
": 5,1 tỷ","126 m
2","7,5m",1 lầu,3 phòng ngủ,"Đường Hồ Sĩ Tân, Phường Nại Hiên Đông, Quận Sơn Trà,",chỗ để xe
": 6,2 tỷ","105 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Lý Triện, Phường An Khê, Quận Thanh Khê,",chỗ để xe
": 3,8 tỷ","100 m
2","5,5m",1 lầu,2 phòng ngủ,"Đường Đòan Ngọc Nhạc, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 17,5 tỷ","153 m
2","7,5m",3 lầu,6 phòng ngủ,"Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
: 155 triệu / m2,"258 m
2",10m,4 lầu,5 phòng ngủ,"Đường Phan Thành Tài, Phường Hòa Thuận Đông, Quận Hải Châu,",chỗ để xe
": 4,7 tỷ","53 m
2","7,5m",2 lầu,2 phòng ngủ,"Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
": 4,3 tỷ","100 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Phong Bắc 11, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 14,5 tỷ","88 m
2","7,5m",4 lầu,5 phòng ngủ,"Đường Nguyễn Hoàng, Phường Bình Hiên, Quận Hải Châu,",chỗ để xe
": 7,5 tỷ","67 m
2",33m,3 lầu,3 phòng ngủ,"Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà,",0
": 9,9 tỷ","128 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Tống Phước Phổ, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 6,2 tỷ","105 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Lý Triện, Phường An Khê, Quận Thanh Khê,",chỗ để xe
: 16 tỷ,"126 m
2",33m,4 lầu,9 phòng ngủ,"Đường Nguyễn Tất Thành, Phường Thanh Khê Tây, Quận Thanh Khê,",0
": 6,6 tỷ","123 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Đoàn Hữu Trưng, Phường Hòa An, Quận Cẩm Lệ,",chỗ để xe
": 4,5 tỷ","125 m
2","5,5m",2 lầu,2 phòng ngủ,"Đường Nam Thọ, Phường Thọ Quang, Quận Sơn Trà,",chỗ để xe
": 6,5 tỷ","99 m
2",10m,2 lầu,2 phòng ngủ,"Đường Kinh Dương Vương, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
": 5,1 tỷ","90 m
2","7,5m",1 lầu,2 phòng ngủ,"Đường Đặng Văn Ngữ, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 5,2 tỷ","52 m
2",10m,1 lầu,2 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
": 5,7 tỷ","108 m
2",15m,1 lầu,2 phòng ngủ,"Đường Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 8,2 tỷ","103 m
2",10m,1 lầu,2 phòng ngủ,"Đường Hồ Quý Ly, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
: 6 tỷ,"100 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Bùi Thiện Ngộ, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 6,5 tỷ","100 m
2",10m,3 lầu,4 phòng ngủ,"Đường Lương Định Của, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 17,5 tỷ","100 m
2","7,5m",3 lầu,6 phòng ngủ,"Đường Hà Bổng, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 6,2 tỷ","90 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Lưu Hữu Phước, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 5,2 tỷ","52 m
2",10m,1 lầu,2 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
": 5,7 tỷ","108 m
2",15m,1 lầu,2 phòng ngủ,"Đường Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 8,2 tỷ","103 m
2",10m,1 lầu,2 phòng ngủ,"Đường Hồ Quý Ly, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
: 6 tỷ,"100 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Bùi Thiện Ngộ, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 6,5 tỷ","100 m
2",10m,3 lầu,4 phòng ngủ,"Đường Lương Định Của, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 17,5 tỷ","100 m
2","7,5m",3 lầu,6 phòng ngủ,"Đường Hà Bổng, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 6,2 tỷ","90 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Lưu Hữu Phước, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 5,4 tỷ","75 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Phú Lộc 1, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
": 5,1 tỷ","48 m
2","5,5m",4 lầu,3 phòng ngủ,"Đường Lê Thị Tính, Phường An Khê, Quận Thanh Khê,",chỗ để xe
: 155 triệu / m2,"258 m
2",10m,4 lầu,5 phòng ngủ,"Đường Phan Thành Tài, Phường Hòa Thuận Đông, Quận Hải Châu,",chỗ để xe
": 4,7 tỷ","53 m
2","7,5m",2 lầu,2 phòng ngủ,"Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
": 4,3 tỷ","100 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Phong Bắc 11, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 14,5 tỷ","88 m
2","7,5m",4 lầu,5 phòng ngủ,"Đường Nguyễn Hoàng, Phường Bình Hiên, Quận Hải Châu,",chỗ để xe
": 7,6 tỷ","100 m
2","5,5m",5 lầu,7 phòng ngủ,"Đường Sơn Thủy Đông 3, Phường Hòa Hải, Quận Ngũ Hành Sơn,",chỗ để xe
": 3,8 tỷ","100 m
2","5,5m",1 lầu,2 phòng ngủ,"Đường Đòan Ngọc Nhạc, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 5,4 tỷ","93 m
2","7,5m",1 lầu,2 phòng ngủ,"Đường Nguyễn Phong Sắc, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 17,5 tỷ","153 m
2","7,5m",3 lầu,6 phòng ngủ,"Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 8,8 tỷ","100 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Cao Xuân Huy, Phường Hòa Cường, Quận Hải Châu,",chỗ để xe
": 5,1 tỷ","126 m
2","7,5m",1 lầu,3 phòng ngủ,"Đường Hồ Sĩ Tân, Phường Nại Hiên Đông, Quận Sơn Trà,",chỗ để xe
": 5,5 tỷ","90 m
2",10m,2 lầu,3 phòng ngủ,"Đường Dã Tượng, Phường Mân Thái, Quận Sơn Trà,",chỗ để xe
": 9,7 tỷ","125 m
2",15m,3 lầu,4 phòng ngủ,"Đường Lý Thái Tông, Phường Thanh Khê Tây, Quận Thanh Khê,",0
": 5,6 tỷ","105 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Đoàn Nhữ Hài, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 3,8 tỷ","75 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Trần Văn Đang, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
: 21 tỷ,"90 m
2","7,5m",5 lầu,12 phòng ngủ,"Đường An Thượng 2, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 5,8 tỷ","90 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Cao Sơn Pháo, Phường Hòa An, Quận Cẩm Lệ,",chỗ để xe
": 5,6 tỷ","123 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Đinh Văn Chấp, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 12,5 tỷ","87 m
2",10m,4 lầu,7 phòng ngủ,"Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 12,5 tỷ","76 m
2",10m,2 lầu,3 phòng ngủ,"Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu,",chỗ để xe
": 6,8 tỷ","100 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Nguyễn Văn Huyên, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 6,7 tỷ","160 m
2","5,5m",1 lầu,2 phòng ngủ,"Đường Phú Lộc 19, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
": 9,5 tỷ","80 m
2",10m,4 lầu,5 phòng ngủ,"Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
": 6,3 tỷ","66 m
2",45m,3 lầu,3 phòng ngủ,"Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
: 5 tỷ,"80 m
2","5,5m",1 lầu,2 phòng ngủ,"Đường Tân Phú 1, Phường Mân Thái, Quận Sơn Trà,",chỗ để xe
: 9 tỷ,"126 m
2","5,5m",2 lầu,8 phòng ngủ,"Đường Hà Huy Giáp, Phường Hòa Cường, Quận Hải Châu,",chỗ để xe
": 5,1 tỷ","61 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Lê Bá Trinh, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 2,8 tỷ","112 m
2",15m,,2 phòng ngủ,"Đường Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu,",chỗ để xe
": 4,1 tỷ","50 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Nguyễn Phước Nguyên, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 2,8 tỷ","50 m
2",5m5m,,1 phòng ngủ,"Đường Bình Thái 4, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 17,3 tỷ","110 m
2","5,5m",5 lầu,12 phòng ngủ,"Đường Trần Khánh Dư, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 3,2 tỷ","81 m
2","5,5m",,2 phòng ngủ,"Đường Phạm Bành, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 5,5 tỷ","90 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Mẹ Nhu, Phường Thanh Khê Đông, Quận Thanh Khê,",chỗ để xe
": 4,2 tỷ","46 m
2","5,5m",1 lầu,2 phòng ngủ,"Đường Phan Huy Ích, Phường An Hải Tây, Quận Sơn Trà,",chỗ để xe
": 5,5 tỷ","125 m
2","7,5m",4 lầu,4 phòng ngủ,"Đường Nguyễn Đình Chiểu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 6,8 tỷ","80 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Phan Bôi, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 6,7 tỷ","76 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Phạm Quang Ảnh, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
: 8 tỷ,"120 m
2",4m,4 lầu,4 phòng ngủ,"Đường Hóa Quê Trung, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 6,95 tỷ","56 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 3,15 tỷ","85 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Bàu Cầu 4, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 5,3 tỷ","53 m
2",10m,,2 phòng ngủ,"Đường Trần Cao Vân, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 3,2 tỷ","81 m
2","5,5m",,2 phòng ngủ,"Đường Nguyễn Văn Huề, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
": 7,15 tỷ","90 m
2",10m,1 lầu,3 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 4,35 tỷ","86 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Nguyễn Lai, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
: 4 tỷ,"66 m
2",4m,2 lầu,3 phòng ngủ,"Đường Hóa Sơn 6, Phường Hòa Cường, Quận Hải Châu,",chỗ để xe
": 4,5 tỷ","85 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Nguyễn Văn Huề, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
: 14 tỷ,"120 m
2","5,5m",4 lầu,11 phòng ngủ,"Đường Nguyễn Xuân Khoát, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 7,65 tỷ","110 m
2","5,5m",3 lầu,12 phòng ngủ,"Đường Lê Phụ Trần, Phường Mân Thái, Quận Sơn Trà,",chỗ để xe
": 4,7 tỷ","106 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ,",chỗ để xe
": 4,95 tỷ","95 m
2","7,5m",,2 phòng ngủ,"Đường Lý Đạo Thành, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 4,2 tỷ","110 m
2","5,5m",2 lầu,5 phòng ngủ,"Đường Vùng Trung 1, Phường Hòa Quý, Quận Ngũ Hành Sơn,",chỗ để xe
": 13,5 tỷ","106 m
2",10m,4 lầu,4 phòng ngủ,"Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 4,3 tỷ","82 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Nguyễn Phước Nguyên, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 5,8 tỷ","90 m
2","5,5m",,3 phòng ngủ,"Đường Tiên Sơn 10, Phường Hòa Cường, Quận Hải Châu,",chỗ để xe
": 2,7 tỷ","60 m
2","5,5m",1 lầu,2 phòng ngủ,"Đường Hòa An, Phường Hòa An, Quận Cẩm Lệ,",chỗ để xe
": 4,99 tỷ","160 m
2",6m,,2 phòng ngủ,"Đường K20, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 4,5 tỷ","86 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường An Hòa 8, Phường Hòa An, Quận Cẩm Lệ,",chỗ để xe
": 11,8 tỷ","76 m
2",10m,2 lầu,3 phòng ngủ,"Đường Trưng Nữ Vương, Phường Bình Hiên, Quận Hải Châu,",chỗ để xe
": 3,85 tỷ","60 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Đào Sư Tích, Phường Hòa Minh, Quận Liên Chiểu,",chỗ để xe
": 5,5 tỷ","90 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Mẹ Nhu, Phường Thanh Khê Đông, Quận Thanh Khê,",chỗ để xe
": 4,2 tỷ","46 m
2","5,5m",1 lầu,2 phòng ngủ,"Đường Phan Huy Ích, Phường An Hải Tây, Quận Sơn Trà,",chỗ để xe
": 5,5 tỷ","125 m
2","7,5m",4 lầu,4 phòng ngủ,"Đường Nguyễn Đình Chiểu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
": 6,8 tỷ","80 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Phan Bôi, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 6,7 tỷ","76 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Phạm Quang Ảnh, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
: 8 tỷ,"120 m
2",4m,4 lầu,4 phòng ngủ,"Đường Hóa Quê Trung, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 6,95 tỷ","56 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 3,15 tỷ","85 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Bàu Cầu 4, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 5,3 tỷ","53 m
2",10m,,2 phòng ngủ,"Đường Trần Cao Vân, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 3,2 tỷ","81 m
2","5,5m",,2 phòng ngủ,"Đường Nguyễn Văn Huề, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
": 7,15 tỷ","90 m
2",10m,1 lầu,3 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
