price,area,road_width,floors,bedroom,loc,garage
: 20 tỷ,"131 m
2",5m,8 lầu,20 phòng ngủ,"Đường Mỹ An 4, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 7,6 tỷ","100 m
2","5,5m",5 lầu,8 phòng ngủ,"Đường Sơn Thủy Đông 3, Phường Hòa Hải, Quận Ngũ Hành Sơn,",0
": 3,2 tỷ","72 m
2",3m,2 lầu,3 phòng ngủ,"Đường Nguyễn Văn Linh, Phường Bình Hiên, Quận Hải Châu,",chỗ để xe
": 3,1 tỷ","75 m
2",3m,2 lầu,4 phòng ngủ,"Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 2,55 tỷ","45 m
2",3m,2 lầu,3 phòng ngủ,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
": 2,38 tỷ","35 m
2",3m,3 lầu,3 phòng ngủ,"Đường Lê Đình Dương, Phường Hải Châu II, Quận Hải Châu,",chỗ để xe
": 2,4 tỷ","65 m
2",3m,2 lầu,3 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 7,2 tỷ","150 m
2",6m,1 lầu,2 phòng ngủ,"Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 4,15 tỷ","90 m
2",4m,2 lầu,3 phòng ngủ,"Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 7,9 tỷ","95 m
2","7,5m",4 lầu,6 phòng ngủ,"Đường Bùi Thị Xuân, Phường An Hải Tây, Quận Sơn Trà,",chỗ để xe
": 2,75 tỷ","60 m
2",3m,2 lầu,3 phòng ngủ,"Đường Nguyễn Hoàng, Phường Nam Dương, Quận Hải Châu,",chỗ để xe
": 2,4 tỷ","65 m
2",3m,2 lầu,3 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 7,2 tỷ","150 m
2",6m,1 lầu,2 phòng ngủ,"Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 4,15 tỷ","90 m
2",4m,2 lầu,3 phòng ngủ,"Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 7,9 tỷ","95 m
2","7,5m",4 lầu,6 phòng ngủ,"Đường Bùi Thị Xuân, Phường An Hải Tây, Quận Sơn Trà,",chỗ để xe
": 2,75 tỷ","60 m
2",3m,2 lầu,3 phòng ngủ,"Đường Nguyễn Hoàng, Phường Nam Dương, Quận Hải Châu,",chỗ để xe
": 3,99 tỷ","75 m
2",5m,2 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
": 3,99 tỷ","75 m
2",5m,2 lầu,3 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 8,7 tỷ","102 m
2",11m,2 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
: 9 tỷ,"130 m
2",6m,2 lầu,4 phòng ngủ,"Đường Nguyễn Thiện Kế, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
: 14 tỷ,"120 m
2","5,5m",4 lầu,11 phòng ngủ,"Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 3,35 tỷ","50 m
2",3m,3 lầu,3 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 2,8 tỷ","60 m
2",3m,2 lầu,3 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 3,2 tỷ","80 m
2",3m,2 lầu,3 phòng ngủ,"Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 2,65 tỷ","65 m
2",3m,2 lầu,3 phòng ngủ,"Đường Nguyễn Tri Phương, Phường Hòa Thuận Đông, Quận Hải Châu,",chỗ để xe
": 3,85 tỷ","55 m
2",4m,2 lầu,3 phòng ngủ,"Đường An Trung, Phường An Hải Tây, Quận Sơn Trà,",chỗ để xe
": 6,1 tỷ","75 m
2","7,5m",1 lầu,3 phòng ngủ,"Đường Hoàng Sĩ Khải, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 8,5 tỷ","86 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Hải Phòng, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 8,5 tỷ","85 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Thanh Thủy, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 2,6 tỷ","65 m
2",3m,2 lầu,3 phòng ngủ,"Đường Nguyễn Văn Linh, Phường Bình Hiên, Quận Hải Châu,",chỗ để xe
": 2,5 tỷ","40 m
2",3m,2 lầu,2 phòng ngủ,"Đường Nguyễn Chí Thanh, Phường Hải Châu I, Quận Hải Châu,",chỗ để xe
": 3,35 tỷ","50 m
2",3m,3 lầu,3 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 2,8 tỷ","60 m
2",3m,2 lầu,3 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 3,2 tỷ","80 m
2",3m,2 lầu,3 phòng ngủ,"Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 2,65 tỷ","65 m
2",3m,2 lầu,3 phòng ngủ,"Đường Nguyễn Tri Phương, Phường Hòa Thuận Đông, Quận Hải Châu,",chỗ để xe
": 3,85 tỷ","55 m
2",4m,2 lầu,3 phòng ngủ,"Đường An Trung, Phường An Hải Tây, Quận Sơn Trà,",chỗ để xe
": 6,1 tỷ","75 m
2","7,5m",1 lầu,3 phòng ngủ,"Đường Hoàng Sĩ Khải, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 8,5 tỷ","86 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Hải Phòng, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 8,5 tỷ","85 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Thanh Thủy, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 2,6 tỷ","65 m
2",3m,2 lầu,3 phòng ngủ,"Đường Nguyễn Văn Linh, Phường Bình Hiên, Quận Hải Châu,",chỗ để xe
": 2,5 tỷ","40 m
2",3m,2 lầu,2 phòng ngủ,"Đường Nguyễn Chí Thanh, Phường Hải Châu I, Quận Hải Châu,",chỗ để xe
": 3,55 tỷ","51 m
2","3,5m",3 lầu,3 phòng ngủ,"Đường Trưng Nữ Vương, Phường Hòa Thuận Đông, Quận Hải Châu,",chỗ để xe
": 3,35 tỷ","50 m
2",3m,3 lầu,3 phòng ngủ,"Đường Thanh Sơn, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 3,35 tỷ","50 m
2",3m,3 lầu,3 phòng ngủ,"Đường Đống Đa, Phường Thạch Thang, Quận Hải Châu,",0
": 2,9 tỷ","60 m
2",3m,2 lầu,3 phòng ngủ,"Đường Đống Đa, Phường Thuận Phước, Quận Hải Châu,",chỗ để xe
": 2,4 tỷ","65 m
2",3m,2 lầu,2 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 1,999 tỷ","40 m
2",3m,2 lầu,2 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 3,69 tỷ","65 m
2",3m,3 lầu,4 phòng ngủ,"Đường Hùng Vương, Phường Vĩnh Trung, Quận Thanh Khê,",chỗ để xe
": 3,05 tỷ","75 m
2",4m,1 lầu,2 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
": 3,4 tỷ","65 m
2","3,5m",3 lầu,3 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 3,09 tỷ","85 m
2",3m,2 lầu,3 phòng ngủ,"Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu,",chỗ để xe
": 3,1 tỷ","50 m
2",4m,3 lầu,3 phòng ngủ,"Đường Lý Triện, Phường An Khê, Quận Thanh Khê,",chỗ để xe
": 3,1 tỷ","50 m
2",4m,3 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Thanh Khê Đông, Quận Thanh Khê,",chỗ để xe
": 3,1 tỷ","50 m
2",4m,3 lầu,3 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 5,35 tỷ","122 m
2",4m,3 lầu,3 phòng ngủ,"Đường Hoàng Sĩ Khải, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 3,8 tỷ","55 m
2",5m,2 lầu,3 phòng ngủ,"Đường An Trung 6, Phường An Hải Tây, Quận Sơn Trà,",0
": 3,5 tỷ","50 m
2",4m,3 lầu,3 phòng ngủ,"Đường Thanh Thủy, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 5,59 tỷ","95 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Thế Lữ, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 3,5 tỷ","52 m
2",3m,3 lầu,4 phòng ngủ,"Đường Đỗ Quang, Phường Thạc Gián, Quận Thanh Khê,",chỗ để xe
": 3,5 tỷ","51 m
2",3m,3 lầu,4 phòng ngủ,"Đường Nguyễn Văn Linh, Phường Bình Hiên, Quận Hải Châu,",chỗ để xe
": 5,4 tỷ","75 m
2",6m,2 lầu,3 phòng ngủ,"Đường Đông Giang, Phường An Hải Tây, Quận Sơn Trà,",chỗ để xe
": 2,75 tỷ","51 m
2",3m,2 lầu,3 phòng ngủ,"Đường Lý Thái Tông, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
": 10,9 tỷ","105 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 2,4 tỷ","40 m
2",3m,2 lầu,3 phòng ngủ,"Đường Đống Đa, Phường Thuận Phước, Quận Hải Châu,",chỗ để xe
": 3,2 tỷ","80 m
2",3m,2 lầu,3 phòng ngủ,"Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 3,3 tỷ","84 m
2",3m,2 lầu,3 phòng ngủ,"Đường Nguyễn Văn Linh, Phường Bình Thuận, Quận Hải Châu,",chỗ để xe
": 5,8 tỷ","93 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Phó Đức Chính, Phường Mân Thái, Quận Sơn Trà,",chỗ để xe
": 6,3 tỷ","120 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Vương Thừa Vũ, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 9,3 tỷ","115 m
2",16m,2 lầu,4 phòng ngủ,"Đường Nguyễn Thị Định, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 2,65 tỷ","72 m
2",3m,2 lầu,2 phòng ngủ,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 2,59 tỷ","40 m
2","3,5m",2 lầu,2 phòng ngủ,"Đường Lý Tự Trọng, Phường Thuận Phước, Quận Hải Châu,",chỗ để xe
": 2,59 tỷ","40 m
2","3,5m",2 lầu,2 phòng ngủ,"Đường Lý Tự Trọng, Phường Thuận Phước, Quận Hải Châu,",chỗ để xe
": 3,8 tỷ","90 m
2",6m,2 lầu,3 phòng ngủ,"Đường Nguyễn Tất Thành, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
": 3,45 tỷ","65 m
2",3m,2 lầu,3 phòng ngủ,"Đường Nguyễn Văn Linh, Phường Hòa Thuận Đông, Quận Hải Châu,",chỗ để xe
": 6,7 tỷ","90 m
2",6m,2 lầu,3 phòng ngủ,"Đường Lê Văn Thứ, Phường Mân Thái, Quận Sơn Trà,",chỗ để xe
": 6,09 tỷ","70 m
2","5,5m",2 lầu,4 phòng ngủ,"Đường An Nhơn 1, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 10,5 tỷ","90 m
2",11m,3 lầu,4 phòng ngủ,"Đường Nguyễn Công Trứ, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 6,3 tỷ","120 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Thế Lữ, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 3,1 tỷ","72 m
2",3m,2 lầu,3 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
: 9 tỷ,"102 m
2",6m,2 lầu,3 phòng ngủ,"Đường Tô Hiến Thành, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 3,45 tỷ","90 m
2",3m,2 lầu,3 phòng ngủ,"Đường Lê Duẩn, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 3,2 tỷ","60 m
2",4m,2 lầu,3 phòng ngủ,"Đường Nguyễn Du, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 2,8 tỷ","51 m
2",3m,2 lầu,3 phòng ngủ,"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
": 7,85 tỷ","85 m
2","7,5m",1 lầu,3 phòng ngủ,"Đường Hải Hồ, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 9,2 tỷ","90 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Thanh Sơn, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 7,2 tỷ","130 m
2",7m,2 lầu,4 phòng ngủ,"Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 3,48 tỷ","72 m
2","3,5m",2 lầu,3 phòng ngủ,"Đường Hoàng Diệu, Phường Bình Hiên, Quận Hải Châu,",chỗ để xe
": 3,7 tỷ","90 m
2",6m,2 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
": 2,3 tỷ","60 m
2",3m,2 lầu,3 phòng ngủ,"Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê,",chỗ để xe
": 2,7 tỷ","66 m
2","3,2m",2 lầu,3 phòng ngủ,"Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu,",chỗ để xe
: 9 tỷ,"90 m
2","16,m",4 lầu,4 phòng ngủ,"Đường Nguyễn Thị Định, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
: 9 tỷ,"90 m
2","16,m",4 lầu,4 phòng ngủ,"Đường Nguyễn Thị Định, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 10,5 tỷ","105 m
2",8m,4 lầu,4 phòng ngủ,"Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 7,95 tỷ","112 m
2","7,5m",3 lầu,6 phòng ngủ,"Đường Hải Hồ, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 3,45 tỷ","65 m
2",4m,2 lầu,3 phòng ngủ,"Đường Trưng Nữ Vương, Phường Hòa Thuận Đông, Quận Hải Châu,",chỗ để xe
": 3,15 tỷ","61 m
2","3,5m",2 lầu,3 phòng ngủ,"Đường Phan Châu Trinh, Phường Bình Thuận, Quận Hải Châu,",0
": 3,35 tỷ","65 m
2",3m,2 lầu,3 phòng ngủ,"Đường Ba ĐÌnh, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 3,5 tỷ","57 m
2",4m,3 lầu,3 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 3,5 tỷ","60 m
2",4m,2 lầu,2 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,",0
": 2,69 tỷ","65 m
2",3m,2 lầu,3 phòng ngủ,"Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu,",chỗ để xe
": 2,59 tỷ","51 m
2",3m,2 lầu,3 phòng ngủ,"Đường Trưng Nữ Vương, Phường Bình Thuận, Quận Hải Châu,",chỗ để xe
": 5,8 tỷ","86 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 3,1 tỷ","65 m
2",3m,2 lầu,3 phòng ngủ,"Đường Nguyễn Công Trứ, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 2,85 tỷ","105 m
2",4m,1 lầu,2 phòng ngủ,"Đường Nguyễn Phan Vinh, Phường Thọ Quang, Quận Sơn Trà,",chỗ để xe
": 3,59 tỷ","51 m
2",3m,3 lầu,3 phòng ngủ,"Đường Lê Duẩn, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 2,3 tỷ","50 m
2",4m,2 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Thanh Khê Tây, Quận Thanh Khê,",chỗ để xe
": 9,2 tỷ","110 m
2","7,5m",3 lầu,5 phòng ngủ,"Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 4,3 tỷ","80 m
2",4m,2 lầu,3 phòng ngủ,"Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà,",0
": 3,85 tỷ","70 m
2","5,5m",2 lầu,2 phòng ngủ,"Đường Lê Phụ Trần, Phường Mân Thái, Quận Sơn Trà,",chỗ để xe
": 2,65 tỷ","65 m
2",4m,1 lầu,2 phòng ngủ,"Đường Lê Tấn Trung., Phường Thọ Quang, Quận Sơn Trà,",chỗ để xe
": 2,35 tỷ","80 m
2",3m,1 lầu,2 phòng ngủ,"Đường Nguyễn Công Trứ, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 2,35 tỷ","78 m
2",3m,1 lầu,1 phòng ngủ,"Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 5,4 tỷ","135 m
2",5m,2 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
": 3,6 tỷ","70 m
2","3,5m",3 lầu,5 phòng ngủ,"Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê,",chỗ để xe
": 2,35 tỷ","50 m
2",3m,2 lầu,3 phòng ngủ,"Đường Nguyễn Văn Linh, Phường Bình Hiên, Quận Hải Châu,",chỗ để xe
": 3,5 tỷ","70 m
2",4m,3 lầu,5 phòng ngủ,"Đường Phạm Văn Nghị, Phường Vĩnh Trung, Quận Thanh Khê,",chỗ để xe
": 3,25 tỷ","50 m
2",3m,2 lầu,3 phòng ngủ,"Đường Nguyễn Văn Linh, Phường Bình Thuận, Quận Hải Châu,",chỗ để xe
": 2,25 tỷ","45 m
2",6m,2 lầu,3 phòng ngủ,"Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê,",chỗ để xe
": 5,29 tỷ","55 m
2",11m,1 lầu,2 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
": 3,5 tỷ","82 m
2",3m,1 lầu,2 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 4,65 tỷ","95 m
2",6m,1 lầu,2 phòng ngủ,"Đường Nguyễn Văn Thoại, Phường An Hải Đông, Quận Sơn Trà,",chỗ để xe
": 2,35 tỷ","50 m
2",3m,2 lầu,3 phòng ngủ,"Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu,",chỗ để xe
": 2,65 tỷ","65 m
2",3m,2 lầu,3 phòng ngủ,"Đường Nguyễn Du, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 2,65 tỷ","65 m
2",3m,2 lầu,2 phòng ngủ,"Đường Lê Duẩn, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 3,1 tỷ","60 m
2",3m,2 lầu,3 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 3,5 tỷ","50 m
2",4m,2 lầu,3 phòng ngủ,"Đường An Hải 18, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 15,5 tỷ","184 m
2","7,5m",,4 phòng ngủ,"Đường Nguyễn Duy Hiệu, Phường An Hải Đông, Quận Sơn Trà,",0
: 20 tỷ,"221 m
2","7,5m",2 lầu,10 phòng ngủ,"Đường Phạm Cự Lượng, Phường An Hải Bắc, Quận Sơn Trà,",0
": 7,2 tỷ","92 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Lý Nhân Tông, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 9,6 tỷ","105 m
2","7,5m",3 lầu,4 phòng ngủ,"Đuờng Vũ Hữu, Phường Hòa Thuận Tây, Quận Hải Châu,",0
": 13,9 tỷ","117 m
2",10m,,2 phòng ngủ,"Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 13,5 tỷ","100 m
2",10m,,2 phòng ngủ,"Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu,",0
": 8,5 tỷ","44 m
2",10m,4 lầu,3 phòng ngủ,"Đường Trưng Nữ Vương, Phường Bình Thuận, Quận Hải Châu,",0
": 15,5 tỷ","140 m
2",30m,3 lầu,5 phòng ngủ,"Đường 30/4, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 7,65 tỷ","92 m
2","5,5m",4 lầu,4 phòng ngủ,"Đường Nguyễn Quang Bích, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 8,5 tỷ","117 m
2",60m,3 lầu,10 phòng ngủ,"Đường Lê Văn Hiến, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",0
": 7,5 tỷ","90 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Nguyễn Súy, Phường Hòa Thuận Tây, Quận Hải Châu,",0
: 12 tỷ,"152 m
2",33m,2 lầu,3 phòng ngủ,"Đường Xuân Thủy, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 5,15 tỷ","85 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Phần Lăng 18, Phường An Khê, Quận Thanh Khê,",0
: 6 tỷ,"74 m
2","3,5m",5 lầu,6 phòng ngủ,"Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 5,6 tỷ","105 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Đoàn Nhữ Hài, Phường Hòa Khê, Quận Thanh Khê,",0
": 9,5 tỷ","95 m
2",10m,3 lầu,3 phòng ngủ,"Đường Huỳnh Tấn Phát, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 4,9 tỷ","61 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Bình An 3, Phường Hòa Cường Bắc, Quận Hải Châu,",0
: 18 tỷ,"140 m
2",10m,3 lầu,4 phòng ngủ,"Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu,",0
: 15 tỷ,"80 m
2",10m,3 lầu,3 phòng ngủ,"Đường Phan Châu Trinh, Phường Phước Ninh, Quận Hải Châu,",0
": 6,1 tỷ","92 m
2","5,5m",2 lầu,5 phòng ngủ,"Đường Hồ Tông Thốc, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 7,9 tỷ","92 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Lý Nhân Tông, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 4,7 tỷ","70 m
2","5,5m",,2 phòng ngủ,"Đường Hồ Biểu Chánh, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 4,75 tỷ","60 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Lê Thị Hồng Gấm, Phường Hòa Cường Nam, Quận Hải Châu,",0
: 19 tỷ,"133 m
2",60m,2 lầu,3 phòng ngủ,"Đường Điện Biên Phủ, Phường Thanh Khê Đông, Quận Thanh Khê,",0
: 17 tỷ,"98 m
2",10m,4 lầu,7 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,",0
: 19 tỷ,"133 m
2",60m,2 lầu,3 phòng ngủ,"Đường Điện Biên Phủ, Phường Thanh Khê Đông, Quận Thanh Khê,",0
: 17 tỷ,"98 m
2",10m,4 lầu,7 phòng ngủ,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,",0
": 4,75 tỷ","60 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Lê Thị Hồng Gấm, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 6,1 tỷ","72 m
2","5,5m",3 lầu,4 phòng ngủ,"Đường Huỳnh Mẫn Đạt, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 14,3 tỷ","85 m
2",10m,3 lầu,3 phòng ngủ,"Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu,",0
": 5,7 tỷ","92 m
2","7,5m",,1 phòng ngủ,"Đường Nguyễn Phong Sắc, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 5,3 tỷ","103 m
2",7m,3 lầu,5 phòng ngủ,"Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ,",0
": 7,9 tỷ","92 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Lý Nhân Tông, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 4,7 tỷ","70 m
2","5,5m",,2 phòng ngủ,"Đường Hồ Biểu Chánh, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 7,5 tỷ","90 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Nguyễn Súy, Phường Hòa Thuận Tây, Quận Hải Châu,",0
": 4,4 tỷ","85 m
2",3m,4 lầu,11 phòng ngủ,"Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ,",0
": 3,95 tỷ","125 m
2",5m,2 lầu,3 phòng ngủ,"Đường Mẹ Nhu, Phường Thanh Khê Tây, Quận Thanh Khê,",0
": 4,9 tỷ","61 m
2","5,5m",3 lầu,3 phòng ngủ,"Đường Bình An 3, Phường Hòa Cường Bắc, Quận Hải Châu,",0
: 15 tỷ,"80 m
2",10m,3 lầu,3 phòng ngủ,"Đường Phan Châu Trinh, Phường Phước Ninh, Quận Hải Châu,",0
: 18 tỷ,"140 m
2",10m,3 lầu,4 phòng ngủ,"Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 6,1 tỷ","92 m
2","5,5m",2 lầu,5 phòng ngủ,"Đường Hồ Tông Thốc, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 8,89 tỷ","100 m
2",10m,3 lầu,4 phòng ngủ,"Đường Huỳnh Ngọc Huệ, Phường Hòa Khê, Quận Thanh Khê,",0
: 36 tỷ,"340 m
2",60m,3 lầu,20 phòng ngủ,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,",0
": 11,9 tỷ","112 m
2",10m,,2 phòng ngủ,"Đường Trưng Nữ Vương, Phường Bình Hiên, Quận Hải Châu,",0
: 24 tỷ,"123 m
2",10m,2 lầu,4 phòng ngủ,"Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu,",0
