price,area,road_width,floors,bedroom,loc,garage
: 6 tỷ,"80 m
2",6m,1 lầu,1 phòng ngủ,"Đường Thạch Lam, Phường Phước Mỹ, Quận Sơn Trà,",0
": 5,19 tỷ","94 m
2","7,5m",2 lầu,6 phòng ngủ,"Đường Đào Công Chính, Phường Khuê Trung, Quận Cẩm Lệ,",0
: 11 tỷ,"90 m
2",10m,5 lầu,12 phòng ngủ,"Đường Tôn Thất Đạm, Phường Xuân Hà, Quận Thanh Khê,",0
": 3,95 tỷ","74 m
2",4m,1 lầu,2 phòng ngủ,"Đường Thuận An 4, Phường Chính Gián, Quận Thanh Khê,",0
": 7,6 tỷ","115 m
2","5,5m",5 lầu,8 phòng ngủ,"Đường Sơn Thủy 2, Phường Hòa Hải, Quận Ngũ Hành Sơn,",0
: 14 ngàn,"115 m
2","5,5m",5 lầu,8 phòng ngủ,"Đường Mỹ Đa Đông 12, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
: 7 tỷ,"80 m
2",7m,1 lầu,3 phòng ngủ,"Đường Tô Hiến Thành, Phường Phước Mỹ, Quận Sơn Trà,",0
": 10,5 tỷ","70 m
2",5m,3 lầu,3 phòng ngủ,"Đường An Thượng 5, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 1,379 tỷ","60 m
2",3m,1 lầu,1 phòng ngủ,"Đường Ngô Xuân Thu, Phường Hòa Hiệp Bắc, Quận Liên Chiểu,",0
": 4,25 tỷ","100 m
2",5m,2 lầu,3 phòng ngủ,"Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu,",0
": 5,9 tỷ","65 m
2","5,5m",2 lầu,2 phòng ngủ,"Đường Phan Đăng Lưu, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 7,5 tỷ","113 m
2",7m,3 lầu,3 phòng ngủ,"Đường Đinh Văn Chấp, Phường Hòa Xuân, Quận Cẩm Lệ,",0
": 5,55 tỷ","90 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Đỗ Đăng Tuyển, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 15,3 tỷ","260 m
2",27m,3 lầu,3 phòng ngủ,"Đường Trần Hưng Đạo, Phường Nại Hiên Đông, Quận Sơn Trà,",0
": 7,95 tỷ","126 m
2","10,m",2 lầu,3 phòng ngủ,"Đường Hà Tông Quyền, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 9,65 tỷ","100 m
2",7m,2 lầu,3 phòng ngủ,"Đường Trần Tống, Phường Thạc Gián, Quận Thanh Khê,",0
": 4,7 tỷ","68 m
2",4m,4 lầu,5 phòng ngủ,"Đường Trần Cao Vân, Phường Tân Chính, Quận Thanh Khê,",0
": 6,5 tỷ","125 m
2",33m,2 lầu,3 phòng ngủ,"Đường Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu,",0
": 5,4 tỷ","93 m
2","7,5m",2 lầu,4 phòng ngủ,"Đường Nguyễn Trung Trực, Phường An Hải Bắc, Quận Sơn Trà,",0
": 5,75 tỷ","93 m
2",8m,,,"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Đông, Quận Thanh Khê,",0
": 3,55 tỷ","100 m
2","5,5m",,2 phòng ngủ,"Đường Phong Bắc 9, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",0
": 5,65 tỷ","70 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Trần Huy Liệu, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 2,89 tỷ","40 m
2",3m,2 lầu,2 phòng ngủ,"Đường Yên Bái, Phường Phước Ninh, Quận Hải Châu,",0
": 3,2 tỷ","51 m
2","3,7m",1 lầu,2 phòng ngủ,"Đường An Hải 15, Phường An Hải Bắc, Quận Sơn Trà,",0
": 5,05 tỷ","56 m
2",4m,1 lầu,3 phòng ngủ,"Đường An Thượng 28, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
: 25 tỷ,"130 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà,",0
": 2,75 tỷ","58 m
2",3m,1 lầu,2 phòng ngủ,"Đường Hải Phòng, Phường Tân Chính, Quận Thanh Khê,",0
": 4,2 tỷ","75 m
2",5m,1 lầu,3 phòng ngủ,"Đường Tân Thái 6, Phường Mân Thái, Quận Sơn Trà,",0
": 10,5 tỷ","125 m
2",25m,3 lầu,3 phòng ngủ,"Đường Nguyễn Tất Thành, Phường Xuân Hà, Quận Thanh Khê,",0
: 10 tỷ,"100 m
2",10m,3 lầu,4 phòng ngủ,"Đường Nguyễn Thông, Phường An Hải Tây, Quận Sơn Trà,",0
: 13 tỷ,"110 m
2",15m,4 lầu,4 phòng ngủ,"Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 13,7 tỷ","268 m
2",4m,2 lầu,9 phòng ngủ,"Đường Phan Tứ, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 6,5 tỷ","80 m
2",5m,1 lầu,1 phòng ngủ,"Đường Thạch Lam, Phường Phước Mỹ, Quận Sơn Trà,",0
": 9,92 tỷ","124 m
2","7,5m",1 lầu,1 phòng ngủ,"Đường Đặng Vũ Hỷ, Phường An Hải Đông, Quận Sơn Trà,",0
: 16 tỷ,"600 m
2","7,5m",8 lầu,15 phòng ngủ,"Đường Nguyễn Trọng Nghĩa, Phường An Hải Bắc, Quận Sơn Trà,",0
": 7,868 tỷ","100 m
2","7,5m",4 lầu,5 phòng ngủ,"Đường Phạm Phú Tiết, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 7,699 tỷ","100 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Lý Nhân Tông, Phường Khuê Trung, Quận Cẩm Lệ,",0
: 69 tỷ,"290 m
2",11m,7 lầu,27 phòng ngủ,"Đường Hoàng Sa, Phường Thọ Quang, Quận Sơn Trà,",0
": 3,8 tỷ","65 m
2",5m,1 lầu,2 phòng ngủ,"Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 9,5 tỷ","122 m
2",20m,1 lầu,2 phòng ngủ,"Đường Phùng Hưng, Phường Thanh Khê Tây, Quận Thanh Khê,",0
": 7,1 tỷ","90 m
2","5,5m",3 lầu,2 phòng ngủ,"Đường An Thượng 21, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 4,7 tỷ","188 m
2",6m,4 lầu,4 phòng ngủ,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,",0
: 7 tỷ,"81 m
2",8m,1 lầu,2 phòng ngủ,"Đường Nguyễn Khoái, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 2,9 tỷ","116 m
2",6m,1 lầu,1 phòng ngủ,"Đường Nguyễn Nhàn, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",0
": 10,9 tỷ","82 m
2","5,5m",5 lầu,8 phòng ngủ,"Đường Nguyễn Đình, Phường Phước Mỹ, Quận Sơn Trà,",0
": 6,35 tỷ","95 m
2","7,5m",2 lầu,4 phòng ngủ,"Đường Tân Thái 10, Phường Mân Thái, Quận Sơn Trà,",0
": 7,8 tỷ","96 m
2",7m,2 lầu,2 phòng ngủ,"Đường Tố Hữu, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 7,6 tỷ","74 m
2",7m,4 lầu,3 phòng ngủ,"Đường Lương Nhữ Hộc, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 7,8 tỷ","90 m
2",,,,"Đường Tố Hữu, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 1,55 tỷ","51 m
2",3m,2 lầu,2 phòng ngủ,"Đường Nam Ô, Phường Hòa Hiệp Nam, Quận Liên Chiểu,",0
": 6,8 tỷ","79 m
2","5,5m",4 lầu,4 phòng ngủ,"Đường Phan Bôi, Phường An Hải Bắc, Quận Sơn Trà,",0
: 10 tỷ,"75 m
2","5,6m",5 lầu,16 phòng ngủ,"Đường Huy Cận, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 4,95 tỷ","73 m
2",4m,2 lầu,3 phòng ngủ,"Đường Đặng Thùy Trâm, Phường Hòa Thuận Tây, Quận Hải Châu,",0
": 8,6 tỷ","75 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Lê Đình Lý, Phường Hòa Thuận Đông, Quận Hải Châu,",0
": 4,3 tỷ","100 m
2","5,5m",2 lầu,2 phòng ngủ,"Đường Phong Bắc 11, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",0
": 2,3 tỷ","70 m
2",5m,1 lầu,2 phòng ngủ,"Đường Nguyễn Công Trứ, Phường An Hải Đông, Quận Sơn Trà,",0
": 13,5 tỷ","120 m
2",5m,5 lầu,11 phòng ngủ,"Đường Thạch Lam, Phường Phước Mỹ, Quận Sơn Trà,",0
": 6,75 tỷ","70 m
2",5m,2 lầu,3 phòng ngủ,"Đường An Thượng 15, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
: 14 tỷ,"182 m
2",5m,,,"Đường Thạch Lam, Phường Phước Mỹ, Quận Sơn Trà,",0
": 5,5 tỷ","56 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Phạm Tu, Phường Phước Mỹ, Quận Sơn Trà,",0
": 17,5 tỷ","110 m
2",30m,2 lầu,4 phòng ngủ,"Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Đông, Quận Hải Châu,",0
": 14,5 tỷ","180 m
2",10m,2 lầu,5 phòng ngủ,"Đường Chương Dương, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 4,8 tỷ","76 m
2","3,5m",2 lầu,3 phòng ngủ,"Đường Võ Văn Kiệt, Phường Phước Mỹ, Quận Sơn Trà,",0
": 5,9 tỷ","138 m
2","7,5m",2 lầu,4 phòng ngủ,"Đường Trường Chinh, Phường An Khê, Quận Thanh Khê,",0
": 4,3 tỷ","100 m
2",8m,3 lầu,4 phòng ngủ,"Đường Hồ Xuân Hương, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
: 11 tỷ,"105 m
2",8m,2 lầu,3 phòng ngủ,"Đường Lương Nhữ Hộc, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 2,3 tỷ","195 m
2",5m,2 lầu,3 phòng ngủ,"Đường ĐT 605, Xã Hòa Châu, Huyện Hòa Vang,",0
: 140 triệu / m2,"856 m
2",33m,1 lầu,2 phòng ngủ,"Đường 30/4, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 17,99 tỷ","123 m
2",10m,3 lầu,5 phòng ngủ,"Đường Chu Văn An, Phường Hải Châu I, Quận Hải Châu,",0
": 17,5 tỷ","101 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Hà Bổng, Phường Phước Mỹ, Quận Sơn Trà,",0
": 4,9 tỷ","61 m
2","3,5m",3 lầu,4 phòng ngủ,"Đường Cô Giang, Phường Phước Ninh, Quận Hải Châu,",0
": 11,5 tỷ","100 m
2",10m,3 lầu,4 phòng ngủ,"Đường Nguyễn Hữu Dật, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 8,9 tỷ","73 m
2",10m,3 lầu,2 phòng ngủ,"Đường Chính Hữu, Phường An Hải Bắc, Quận Sơn Trà,",0
": 5,3 tỷ","90 m
2",5m,2 lầu,3 phòng ngủ,"Đường Dương Quảng Hàm, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 7,5 tỷ","90 m
2",7m,3 lầu,3 phòng ngủ,"Đường Nguyễn Bình, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 9,5 tỷ","128 m
2",5m,3 lầu,5 phòng ngủ,"Đường Tống Phước Phổ, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 11,9 tỷ","115 m
2",24m,,,"Đường Nguyễn Hữu Thọ, Phường Khuê Trung, Quận Cẩm Lệ,",0
: 5 tỷ,"87 m
2",7m,1 lầu,2 phòng ngủ,"Đường Nguyễn Phước Nguyên, Phường Hòa Khê, Quận Thanh Khê,",0
": 7,5 tỷ","65 m
2",5m,5 lầu,9 phòng ngủ,"Đường Cao Xuân Dục, Phường Thuận Phước, Quận Hải Châu,",0
": 8,3 tỷ","106 m
2",5m,3 lầu,3 phòng ngủ,"Đường An Thượng 22, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 12,7 tỷ","88 m
2",7m,3 lầu,4 phòng ngủ,"Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà,",0
: 15 tỷ,"99 m
2",15m,3 lầu,4 phòng ngủ,"Đường Chính Hữu, Phường An Hải Bắc, Quận Sơn Trà,",0
": 15,5 tỷ","170 m
2",7m,,,"Đường Đặng Vũ Hỷ, Phường An Hải Đông, Quận Sơn Trà,",0
": 5,3 tỷ","90 m
2",5m,2 lầu,3 phòng ngủ,"Đường Dương Quảng Hàm, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 8,9 tỷ","73 m
2",10m,3 lầu,2 phòng ngủ,"Đường Chính Hữu, Phường An Hải Bắc, Quận Sơn Trà,",0
": 7,5 tỷ","90 m
2",7m,3 lầu,3 phòng ngủ,"Đường Nguyễn Bình, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 5,8 tỷ","75 m
2",5m,2 lầu,3 phòng ngủ,"Đường Bế Văn Đàn, Phường Chính Gián, Quận Thanh Khê,",0
: 13 tỷ,"138 m
2",10m,2 lầu,5 phòng ngủ,"Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,",0
: 13 tỷ,"138 m
2",11m,2 lầu,4 phòng ngủ,"Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 10,7 tỷ","117 m
2",7m,3 lầu,10 phòng ngủ,"Đường Hồ Nguyên Trừng, Phường Khuê Trung, Quận Cẩm Lệ,",0
: 18 tỷ,"130 m
2",15m,1 lầu,1 phòng ngủ,"Đường Đống Đa, Phường Thuận Phước, Quận Hải Châu,",chỗ để xe
: 14 tỷ,"112 m
2",11m,7 lầu,10 phòng ngủ,"Đường Xuân Diệu, Phường Thuận Phước, Quận Hải Châu,",chỗ để xe
: 32 tỷ,"230 m
2",35m,5 lầu,5 phòng ngủ,"Đường Nguyễn Hữu Thọ, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
: 15 tỷ,"69 m
2",15m,5 lầu,5 phòng ngủ,"Đường Đống Đa, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 8,3 tỷ","84 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Thanh Thủy, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 17,5 tỷ","100 m
2",7m,3 lầu,6 phòng ngủ,"Đường Hà Bổng, Phường Phước Mỹ, Quận Sơn Trà,",0
": 9,3 tỷ","93 m
2",10m,3 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",0
: 5 tỷ,"87 m
2",7m,1 lầu,2 phòng ngủ,"Đường Nguyễn Phước Nguyên, Phường Hòa Khê, Quận Thanh Khê,",0
": 7,5 tỷ","65 m
2",5m,5 lầu,9 phòng ngủ,"Đường Cao Xuân Dục, Phường Thuận Phước, Quận Hải Châu,",0
": 8,3 tỷ","106 m
2",5m,3 lầu,3 phòng ngủ,"Đường An Thượng 22, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 12,7 tỷ","88 m
2",7m,3 lầu,4 phòng ngủ,"Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà,",0
: 15 tỷ,"99 m
2",15m,3 lầu,4 phòng ngủ,"Đường Chính Hữu, Phường An Hải Bắc, Quận Sơn Trà,",0
": 15,5 tỷ","170 m
2",7m,,,"Đường Đặng Vũ Hỷ, Phường An Hải Đông, Quận Sơn Trà,",0
": 5,3 tỷ","90 m
2",5m,2 lầu,3 phòng ngủ,"Đường Dương Quảng Hàm, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 8,9 tỷ","73 m
2",10m,3 lầu,2 phòng ngủ,"Đường Chính Hữu, Phường An Hải Bắc, Quận Sơn Trà,",0
": 7,5 tỷ","90 m
2",7m,3 lầu,3 phòng ngủ,"Đường Nguyễn Bình, Phường Hòa Cường Nam, Quận Hải Châu,",0
": 5,8 tỷ","75 m
2",5m,2 lầu,3 phòng ngủ,"Đường Bế Văn Đàn, Phường Chính Gián, Quận Thanh Khê,",0
: 13 tỷ,"138 m
2",10m,2 lầu,5 phòng ngủ,"Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,",0
: 13 tỷ,"138 m
2",11m,2 lầu,4 phòng ngủ,"Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 10,7 tỷ","117 m
2",7m,3 lầu,10 phòng ngủ,"Đường Hồ Nguyên Trừng, Phường Khuê Trung, Quận Cẩm Lệ,",0
: 18 tỷ,"130 m
2",15m,1 lầu,1 phòng ngủ,"Đường Đống Đa, Phường Thuận Phước, Quận Hải Châu,",chỗ để xe
: 14 tỷ,"112 m
2",11m,7 lầu,10 phòng ngủ,"Đường Xuân Diệu, Phường Thuận Phước, Quận Hải Châu,",chỗ để xe
: 32 tỷ,"230 m
2",35m,5 lầu,5 phòng ngủ,"Đường Nguyễn Hữu Thọ, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
: 15 tỷ,"69 m
2",15m,5 lầu,5 phòng ngủ,"Đường Đống Đa, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
": 8,3 tỷ","84 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Thanh Thủy, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 17,5 tỷ","100 m
2",7m,3 lầu,6 phòng ngủ,"Đường Hà Bổng, Phường Phước Mỹ, Quận Sơn Trà,",0
": 9,3 tỷ","93 m
2",10m,3 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",0
: 15 tỷ,"69 m
2",15m,5 lầu,5 phòng ngủ,"Đường Đống Đa, Phường Thạch Thang, Quận Hải Châu,",chỗ để xe
: 32 tỷ,"230 m
2",35m,5 lầu,5 phòng ngủ,"Đường Nguyễn Hữu Thọ, Phường Khuê Trung, Quận Cẩm Lệ,",chỗ để xe
": 11,5 tỷ","125 m
2",33m,,,"Đường Nguyễn Tất Thành, Phường Xuân Hà, Quận Thanh Khê,",0
": 17,2 tỷ","108 m
2","7,5m",4 lầu,5 phòng ngủ,"Đường Ngô Thì Sĩ, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 14,5 tỷ","416 m
2","7,5m",2 lầu,2 phòng ngủ,"Đường Nguyễn Đình Chiểu, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 6,5 tỷ","125 m
2",33m,2 lầu,5 phòng ngủ,"Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",chỗ để xe
": 12,95 tỷ","115 m
2",10m,1 lầu,3 phòng ngủ,"Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu,",chỗ để xe
": 5,6 tỷ","68 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Trần Huy Liệu, Phường Khuê Trung, Quận Cẩm Lệ,",0
": 22,5 tỷ","90 m
2","5,5m",3 lầu,7 phòng ngủ,"Đường An Thượng 3, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
: 10 tỷ,"80 m
2","10,m",2 lầu,3 phòng ngủ,"Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu,",chỗ để xe
: 25 tỷ,"164 m
2","5,5m",6 lầu,15 phòng ngủ,"Đường An Thượng 17, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 10,9 tỷ","81 m
2","5,5m",5 lầu,7 phòng ngủ,"Đường Thạch Lam, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 10,5 tỷ","180 m
2","7,5m",3 lầu,4 phòng ngủ,"Đường Cao Sơn Pháo, Phường Hòa An, Quận Cẩm Lệ,",chỗ để xe
": 9,3 tỷ","93 m
2","10,m",3 lầu,3 phòng ngủ,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
: 13 tỷ,"138 m
2","10,m",2 lầu,5 phòng ngủ,"Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,",0
: 10 tỷ,"114 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Thanh Thủy, Phường Thanh Bình, Quận Hải Châu,",chỗ để xe
": 5,5 tỷ","90 m
2","7,5m",2 lầu,3 phòng ngủ,"Đường Cần Giuộc, Phường An Khê, Quận Thanh Khê,",chỗ để xe
": 5,9 tỷ","75 m
2","5,5m",4 lầu,3 phòng ngủ,"Đường Bế Văn Đàn, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
": 4,5 tỷ","100 m
2","5,5m",,,"Đường Hà Đông 3, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
: 24 tỷ,"430 m
2",27m,5 lầu,4 phòng ngủ,"Đường Trần Hưng Đạo, Phường Nại Hiên Đông, Quận Sơn Trà,",0
": 47,5 tỷ","427 m
2",27m,5 lầu,4 phòng ngủ,"Đường Trần Hưng Đạo, Phường Nại Hiên Đông, Quận Sơn Trà,",chỗ để xe
": 12,3 tỷ","75 m
2",10m,3 lầu,3 phòng ngủ,"Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu,",0
": 11,5 tỷ","88 m
2","7,5m",4 lầu,4 phòng ngủ,"Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà,",chỗ để xe
": 4,8 tỷ","60 m
2","5,5m",2 lầu,3 phòng ngủ,"Đường Lê Thị Hồng Gấm, Phường Hòa Cường Nam, Quận Hải Châu,",chỗ để xe
": 5,65 tỷ","55 m
2",6m,3 lầu,3 phòng ngủ,"Đường Cô Bắc, Phường Hải Châu II, Quận Hải Châu,",chỗ để xe
: 20 tỷ,"132 m
2","5,5m",8 lầu,20 phòng ngủ,"Đường Mỹ An 4, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",chỗ để xe
: 20 tỷ,"131 m
2",5m,8 lầu,20 phòng ngủ,"Đường Mỹ An 4, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 7,6 tỷ","98 m
2",7m,2 lầu,3 phòng ngủ,"Đường Bùi Thị Xuân, Phường An Hải Tây, Quận Sơn Trà,",0
": 22,5 tỷ","160 m
2",10m,6 lầu,14 phòng ngủ,"Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà,",0
: 20 tỷ,"230 m
2",10m,3 lầu,5 phòng ngủ,"Đường Chương Dương, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
: 14 tỷ,"115 m
2",10m,5 lầu,8 phòng ngủ,"Đường Mỹ Đa Đông 12, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 3,65 tỷ","50 m
2","5,5m",3 lầu,2 phòng ngủ,"Đường Nguyễn Tất Thành, Phường Xuân Hà, Quận Thanh Khê,",chỗ để xe
": 16,5 tỷ","73 m
2",11m,8 lầu,7 phòng ngủ,"Đường Chính Hữu, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 3,499 tỷ","125 m
2","5,5m",2 lầu,2 phòng ngủ,"Đường Cẩm Nam 7, Phường Hòa Xuân, Quận Cẩm Lệ,",chỗ để xe
": 23,5 tỷ","130 m
2","7,5m",3 lầu,3 phòng ngủ,"Đường Dương Đình Nghệ, Phường Phước Mỹ, Quận Sơn Trà,",chỗ để xe
": 3,6 tỷ","70 m
2",4m,3 lầu,3 phòng ngủ,"Đường Hùng Vương, Phường Vĩnh Trung, Quận Thanh Khê,",0
": 8,5 tỷ","101 m
2","7,5m",1 lầu,1 phòng ngủ,"Đường Trần Văn Dư, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
": 5,5 tỷ","98 m
2","10,m",1 lầu,3 phòng ngủ,"Đường Dương Thị Xuân Quý, Phường Mỹ An, Quận Ngũ Hành Sơn,",chỗ để xe
": 5,1 tỷ","49 m
2",10m,3 lầu,4 phòng ngủ,"Đường Hải Phòng, Phường Chính Gián, Quận Thanh Khê,",chỗ để xe
